,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1
295,9.613,5.576,0.0,4.57,3.645,1.215,0.0,1.403,0.177,0.0,2.325,0.901,0.0,0.595,0.0,0.144,0.0,0.0,9.723,7.372,0.0,8.283,6.755,2.263,0.0,3.102,0.335,0.0,4.255,1.842,0.0,1.024,0.0,0.237,0.0,0.0,0.11,1.796,3.713,3.111,1.7,1.109,1.992,0.507
296,12.456,7.341,0.0,7.15,5.156,1.631,0.0,3.845,0.0,0.0,3.479,2.874,0.0,2.205,0.056,0.874,0.577,0.0,8.168,4.075,0.0,3.016,2.038,0.47,0.0,1.235,0.0,0.0,0.942,0.721,0.0,0.348,0.021,0.139,0.049,0.0,4.288,3.266,4.134,3.118,2.61,1.847,0.472,0.459
297,13.502,9.271,0.392,7.785,5.83,0.878,0.0,4.743,0.0,0.0,1.669,3.746,0.0,2.295,0.204,1.769,1.173,0.706,11.621,6.634,0.062,4.875,3.028,0.568,0.0,1.994,0.0,0.0,0.798,1.343,0.0,0.724,0.064,0.473,0.262,0.133,1.881,2.637,2.909,2.802,2.749,0.792,0.231,0.464
298,9.803,6.877,0.184,5.655,4.787,0.526,0.0,3.705,0.0,0.0,1.542,2.846,0.0,1.47,0.204,0.984,0.588,0.328,7.682,4.525,0.024,3.061,2.072,0.218,0.0,1.346,0.0,0.0,0.462,0.863,0.0,0.366,0.064,0.203,0.107,0.052,2.121,2.352,2.594,2.715,2.359,1.016,0.244,0.458
299,18.439,11.238,0.276,9.869,8.277,1.834,0.0,5.725,0.0,0.0,4.768,3.713,0.118,2.149,0.0,1.423,0.929,0.513,15.119,8.832,0.089,6.811,5.157,0.998,0.0,2.924,0.0,0.0,2.273,1.568,0.091,0.951,0.0,0.598,0.345,0.179,3.32,2.406,3.058,3.12,2.801,2.934,1.275,0.468
300,25.33,17.694,2.709,14.589,12.431,1.544,0.0,10.968,0.0,0.0,4.447,9.549,0.0,7.028,0.315,5.921,4.941,3.752,21.094,13.228,0.417,9.356,6.84,0.748,0.0,5.005,0.0,0.0,1.808,3.552,0.0,1.997,0.183,1.416,0.987,0.654,4.235,4.466,5.234,5.591,5.963,2.902,1.06,0.454
301,18.449,11.892,0.437,10.628,8.429,1.83,0.0,7.106,0.068,0.0,4.833,4.725,0.0,3.244,0.204,2.628,1.468,0.809,15.645,8.92,0.092,7.026,4.861,1.156,0.0,3.559,0.044,0.0,2.628,1.868,0.0,1.254,0.057,0.86,0.394,0.192,2.804,2.972,3.602,3.568,3.547,3.003,1.472,0.457
302,12.552,7.599,0.0,5.685,4.784,0.805,0.0,3.184,0.0,0.0,2.236,1.158,0.0,0.701,0.0,0.54,0.222,0.111,13.622,8.49,0.0,6.44,5.959,0.894,0.0,4.199,0.0,0.0,2.765,2.471,0.0,1.267,0.0,0.943,0.3,0.15,1.07,0.891,0.755,1.175,1.015,1.431,1.871,0.507
303,10.864,6.682,0.0,5.121,3.341,0.927,0.0,2.561,0.177,0.0,1.436,1.244,0.0,0.729,0.0,0.427,0.177,0.088,12.368,10.179,0.0,10.136,7.977,2.191,0.0,6.643,0.335,0.0,3.292,4.665,0.0,3.331,0.0,2.444,0.822,0.411,1.504,3.497,5.015,4.636,4.082,0.509,1.101,0.514
304,7.983,4.719,0.0,3.581,2.262,0.5,0.0,1.553,0.0,0.0,1.04,0.955,0.0,0.144,0.0,0.0,0.0,0.0,6.761,3.947,0.0,2.613,1.624,0.197,0.0,1.088,0.0,0.0,0.402,0.536,0.0,0.144,0.0,0.0,0.0,0.0,1.222,0.772,0.969,0.638,0.464,0.54,0.205,0.524
305,15.761,10.219,0.234,7.394,5.378,0.471,0.0,3.171,0.0,0.0,1.207,1.951,0.0,1.291,0.0,0.85,0.557,0.363,14.233,9.265,0.2,6.445,4.308,0.241,0.0,2.707,0.0,0.0,0.428,1.756,0.0,1.153,0.0,0.753,0.488,0.314,1.528,0.954,0.949,1.07,0.464,0.736,0.186,0.511
306,12.673,8.13,0.14,6.857,4.889,1.015,0.0,3.484,0.0,0.0,1.743,2.698,0.0,1.423,0.102,0.897,0.529,0.312,10.191,5.907,0.024,4.046,2.771,0.386,0.0,1.741,0.0,0.0,0.758,1.124,0.0,0.565,0.032,0.304,0.146,0.07,2.483,2.223,2.811,2.119,1.744,0.728,0.373,0.478
307,20.665,14.597,1.466,13.429,11.638,1.984,0.0,10.34,0.0,0.0,4.816,8.458,0.157,6.044,0.235,4.643,3.297,2.084,17.361,10.775,0.384,8.423,6.374,0.985,0.0,4.82,0.0,0.0,2.092,3.467,0.056,2.185,0.116,1.507,0.974,0.581,3.304,3.823,5.006,5.265,5.52,2.832,1.107,0.429
308,19.51,13.614,1.133,12.208,10.367,1.711,0.0,8.587,0.0,0.0,4.061,6.987,0.079,4.892,0.25,3.506,2.45,1.611,15.528,9.519,0.235,7.062,5.191,0.706,0.0,3.69,0.0,0.0,1.506,2.568,0.028,1.524,0.101,1.003,0.635,0.377,3.982,4.095,5.145,5.176,4.897,2.35,0.8,0.439
309,12.088,8.292,0.387,6.928,5.641,0.826,0.0,4.237,0.0,0.0,1.805,3.431,0.0,2.072,0.185,1.547,1.118,0.684,9.996,6.106,0.075,4.46,3.173,0.474,0.0,2.183,0.0,0.0,0.909,1.544,0.0,0.838,0.082,0.542,0.331,0.164,2.092,2.186,2.468,2.467,2.053,0.979,0.436,0.461
310,13.447,8.468,0.303,7.764,7.082,1.472,0.0,5.23,0.0,0.0,4.096,3.969,0.096,2.931,0.037,2.026,1.18,0.644,10.069,5.368,0.029,4.111,2.835,0.636,0.0,1.82,0.0,0.0,1.254,1.139,0.029,0.675,0.012,0.382,0.178,0.076,3.379,3.101,3.653,4.247,3.41,2.623,0.618,0.446
311,10.958,7.86,0.512,6.865,6.149,0.798,0.0,5.287,0.0,0.0,2.361,4.269,0.079,2.842,0.185,2.066,1.449,0.85,10.173,6.649,0.164,5.594,4.815,0.736,0.0,3.8,0.0,0.0,2.0,2.682,0.119,1.766,0.06,1.127,0.674,0.326,0.785,1.211,1.271,1.334,1.487,1.563,1.264,0.437
312,56.576,36.443,2.803,33.694,28.886,6.061,0.0,22.989,0.0,0.0,15.531,16.87,0.0,11.449,0.303,8.648,6.244,4.344,46.172,26.991,0.697,21.785,15.954,3.405,0.0,11.435,0.0,0.0,7.069,7.218,0.0,4.624,0.084,3.235,1.94,1.173,10.404,9.453,11.909,12.932,11.554,9.47,3.664,0.444
313,15.251,9.816,0.557,10.218,7.488,2.789,0.289,6.169,0.322,0.0,5.107,5.39,0.0,3.743,0.116,2.819,1.579,0.947,11.308,6.589,0.068,5.363,3.423,0.869,0.289,2.224,0.039,0.0,1.362,1.576,0.0,0.941,0.037,0.554,0.276,0.143,3.943,3.227,4.855,4.065,3.945,2.318,0.493,0.427
314,12.983,9.271,1.198,8.516,8.04,1.207,0.0,7.302,0.0,0.0,3.72,6.371,0.079,4.645,0.204,3.651,2.725,1.86,10.989,6.504,0.159,5.092,4.085,0.664,0.0,3.102,0.0,0.0,1.723,2.268,0.031,1.371,0.065,0.894,0.545,0.304,1.994,2.766,3.424,3.954,4.199,2.513,1.06,0.421
315,15.665,10.075,0.295,8.189,6.53,0.992,0.0,4.555,0.0,0.0,2.693,3.248,0.0,1.949,0.045,1.218,0.679,0.449,12.859,7.993,0.147,5.629,3.824,0.319,0.0,2.513,0.0,0.0,0.639,1.633,0.0,1.001,0.018,0.626,0.383,0.239,2.806,2.081,2.561,2.706,2.042,1.7,0.32,0.48
316,14.602,9.397,0.843,9.308,7.765,1.928,0.0,7.384,0.0,0.0,4.338,5.748,0.0,4.307,0.148,2.876,2.097,1.162,10.468,5.888,0.101,4.752,3.308,0.742,0.0,2.485,0.0,0.0,1.371,1.686,0.0,1.048,0.057,0.609,0.369,0.186,4.134,3.508,4.556,4.458,4.899,2.41,0.629,0.427
317,16.56,11.024,0.917,10.009,8.636,1.639,0.0,7.271,0.0,0.0,4.271,6.1,0.0,4.475,0.203,3.293,2.232,1.571,12.674,7.452,0.127,5.365,3.971,0.599,0.0,2.768,0.0,0.0,1.335,1.952,0.0,1.101,0.088,0.691,0.401,0.229,3.887,3.572,4.644,4.665,4.503,2.631,0.736,0.441
318,12.414,8.135,0.276,7.255,5.769,1.251,0.0,4.977,0.0,0.0,2.453,3.908,0.096,2.467,0.068,1.674,0.953,0.549,10.26,5.145,0.022,3.592,2.225,0.458,0.0,1.488,0.0,0.0,0.692,0.937,0.029,0.455,0.014,0.248,0.116,0.053,2.154,2.99,3.664,3.544,3.489,1.203,0.234,0.452
319,18.474,12.381,2.032,12.192,9.82,2.55,0.0,8.896,0.118,0.0,5.334,7.51,0.083,5.794,0.172,4.88,3.9,2.896,15.917,9.867,0.849,8.59,7.181,1.568,0.0,6.134,0.118,0.0,3.826,4.867,0.083,3.578,0.114,2.796,2.035,1.356,2.557,2.514,3.603,2.639,2.762,2.783,2.258,0.427
320,18.311,12.525,1.903,11.656,10.15,2.107,0.0,8.74,0.118,0.0,5.224,7.493,0.083,5.673,0.172,4.682,3.668,2.774,16.169,10.539,0.863,9.003,7.631,1.467,0.0,6.253,0.118,0.0,3.785,4.935,0.083,3.621,0.114,2.83,2.058,1.38,2.142,1.986,2.653,2.519,2.487,3.117,2.318,0.432
321,14.776,10.004,1.528,9.9,9.174,2.077,0.0,7.7,0.118,0.0,5.557,6.586,0.068,5.119,0.172,4.013,3.048,2.328,12.496,8.184,0.654,7.591,6.683,1.504,0.0,5.556,0.118,0.0,3.776,4.446,0.068,3.231,0.114,2.424,1.695,1.131,2.28,1.82,2.309,2.49,2.143,3.481,2.271,0.417
322,14.577,8.879,0.181,7.935,6.451,1.524,0.0,4.242,0.0,0.0,3.622,3.021,0.0,2.092,0.056,1.342,0.735,0.468,11.716,6.187,0.02,4.464,3.255,0.655,0.0,1.77,0.0,0.0,1.545,1.076,0.0,0.607,0.021,0.323,0.137,0.067,2.861,2.692,3.472,3.196,2.471,2.098,0.89,0.467
323,10.812,6.778,0.0,4.65,3.784,0.408,0.0,2.26,0.0,0.0,1.105,1.069,0.0,0.644,0.0,0.402,0.333,0.167,9.292,5.464,0.0,3.484,2.417,0.289,0.0,1.229,0.0,0.0,0.622,0.541,0.0,0.266,0.0,0.169,0.121,0.044,1.52,1.314,1.166,1.367,1.031,0.697,0.333,0.521
324,8.975,5.753,0.048,4.741,3.484,0.636,0.0,2.843,0.0,0.0,1.439,2.001,0.0,1.074,0.083,0.503,0.255,0.096,6.91,3.77,0.004,2.293,1.452,0.19,0.0,0.952,0.0,0.0,0.387,0.563,0.0,0.233,0.028,0.092,0.036,0.012,2.064,1.983,2.448,2.031,1.892,0.803,0.197,0.479
325,14.778,8.95,0.088,7.475,4.975,1.854,0.0,4.106,0.354,0.0,2.871,1.78,0.0,1.295,0.0,0.604,0.515,0.177,16.751,14.479,0.636,15.927,13.566,4.382,0.0,13.711,0.671,0.0,6.584,11.226,0.0,12.026,0.0,6.705,5.136,1.273,1.973,5.529,8.452,8.591,9.605,1.018,2.202,0.497
326,10.836,7.236,0.202,6.206,5.452,0.867,0.0,4.613,0.0,0.0,2.452,3.115,0.079,1.94,0.102,1.27,0.709,0.406,8.435,4.906,0.028,3.376,2.475,0.346,0.0,1.69,0.0,0.0,0.815,0.989,0.032,0.544,0.032,0.293,0.135,0.064,2.402,2.331,2.83,2.977,2.923,1.585,0.469,0.452
327,11.759,7.516,0.27,7.441,5.274,1.95,0.0,4.796,0.25,0.0,2.731,3.647,0.0,2.558,0.116,1.88,1.058,0.722,10.425,5.765,0.045,4.814,2.761,1.184,0.0,2.217,0.144,0.0,1.29,1.349,0.0,0.823,0.042,0.484,0.234,0.14,1.334,1.751,2.627,2.513,2.579,0.782,0.106,0.442
328,11.759,7.503,0.333,7.522,5.345,2.048,0.0,4.228,0.289,0.0,3.109,3.51,0.096,2.66,0.068,1.817,1.246,0.701,10.138,6.929,0.102,5.853,4.232,1.153,0.0,2.947,0.059,0.0,2.121,2.231,0.068,1.505,0.024,0.846,0.492,0.263,1.621,0.574,1.669,1.112,1.281,1.061,0.968,0.441
329,9.5,4.5,0.0,6.125,3.75,3.25,0.0,1.125,0.625,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.236,5.561,0.0,6.329,4.874,2.88,0.0,1.527,0.512,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264,1.061,0.204,1.124,0.402,3.5,3.41,0.45
330,9.682,6.236,0.068,5.151,3.795,0.691,0.0,2.76,0.0,0.0,1.369,2.11,0.0,1.06,0.083,0.655,0.301,0.12,7.695,4.414,0.013,2.918,1.843,0.262,0.0,1.131,0.0,0.0,0.446,0.711,0.0,0.325,0.028,0.165,0.074,0.028,1.986,1.822,2.233,1.952,1.629,0.678,0.184,0.48
331,15.035,10.109,1.013,9.139,7.903,1.711,0.0,7.21,0.102,0.0,4.119,5.928,0.079,4.389,0.127,3.564,2.594,1.594,12.531,7.597,0.188,5.689,4.602,0.824,0.0,3.486,0.051,0.0,2.034,2.455,0.031,1.583,0.05,1.1,0.664,0.34,2.504,2.513,3.45,3.3,3.724,2.408,1.211,0.44
332,20.259,13.397,0.715,12.109,10.0,1.919,0.0,8.455,0.0,0.0,4.709,6.483,0.064,4.248,0.204,2.87,1.84,1.187,17.592,10.001,0.138,7.945,5.528,1.193,0.0,3.799,0.0,0.0,2.471,2.571,0.025,1.519,0.064,0.854,0.465,0.269,2.666,3.396,4.164,4.472,4.656,2.79,1.278,0.447
333,12.673,8.092,0.156,7.101,4.546,1.15,0.0,3.316,0.0,0.0,1.52,2.741,0.0,1.78,0.102,1.081,0.727,0.295,9.166,4.987,0.013,3.368,2.125,0.337,0.0,1.331,0.0,0.0,0.6,0.867,0.0,0.42,0.032,0.209,0.096,0.034,3.507,3.105,3.733,2.422,1.985,0.37,0.263,0.476
334,11.38,7.754,0.334,6.808,5.013,0.946,0.0,4.168,0.0,0.0,1.585,3.264,0.0,1.948,0.185,1.502,1.047,0.586,8.759,5.117,0.042,3.633,2.416,0.349,0.0,1.62,0.0,0.0,0.612,1.068,0.0,0.553,0.06,0.342,0.187,0.087,2.622,2.637,3.175,2.596,2.547,0.639,0.263,0.456
335,18.723,11.828,0.512,10.505,8.913,1.84,0.0,7.454,0.0,0.0,4.76,5.617,0.0,4.425,0.113,2.781,1.652,0.997,15.917,8.464,0.086,6.276,4.787,0.939,0.0,3.325,0.0,0.0,2.292,2.247,0.0,1.461,0.042,0.802,0.392,0.206,2.806,3.363,4.229,4.126,4.128,2.92,1.353,0.455
336,14.656,10.242,0.9,9.026,7.345,1.234,0.0,6.012,0.0,0.0,2.473,4.851,0.096,3.405,0.17,2.686,1.993,1.331,12.107,7.137,0.174,5.443,3.836,0.643,0.0,2.762,0.0,0.0,1.091,1.951,0.028,1.221,0.056,0.811,0.52,0.306,2.549,3.104,3.583,3.509,3.25,1.239,0.449,0.445
337,13.665,9.165,0.495,8.021,6.137,1.144,0.0,4.623,0.0,0.0,2.252,3.758,0.0,2.331,0.185,1.746,1.119,0.741,10.374,6.071,0.066,4.26,2.88,0.387,0.0,1.844,0.0,0.0,0.754,1.217,0.0,0.653,0.06,0.406,0.227,0.125,3.291,3.094,3.761,3.257,2.779,1.108,0.367,0.458
338,18.613,11.686,0.557,11.383,8.413,2.681,0.0,6.086,0.204,0.0,4.876,4.769,0.0,2.848,0.167,2.011,1.43,0.838,15.463,8.371,0.071,6.863,3.682,1.41,0.0,2.261,0.102,0.0,1.61,1.598,0.0,0.712,0.056,0.439,0.248,0.125,3.149,3.316,4.52,4.731,3.825,2.195,0.199,0.449
339,12.182,7.542,0.02,6.547,5.469,1.533,0.0,3.598,0.177,0.0,3.147,2.321,0.0,1.604,0.068,1.013,0.674,0.257,12.248,8.382,0.005,7.032,5.376,1.302,0.0,2.699,0.112,0.0,2.652,1.416,0.0,0.968,0.024,0.714,0.487,0.139,0.066,0.84,0.486,0.093,0.899,1.614,1.35,0.471
340,18.64,13.17,1.07,11.827,9.927,1.637,0.0,7.83,0.0,0.0,3.569,6.364,0.118,4.408,0.235,3.172,2.374,1.533,15.653,9.321,0.187,7.024,4.996,0.827,0.0,3.346,0.0,0.0,1.491,2.346,0.029,1.372,0.102,0.843,0.525,0.307,2.987,3.849,4.804,4.931,4.484,1.932,0.663,0.439
341,15.579,10.566,0.538,9.865,7.786,1.853,0.0,6.835,0.144,0.0,3.543,4.249,0.289,3.345,0.068,2.125,1.474,0.899,11.342,6.395,0.051,4.842,3.213,0.748,0.0,2.252,0.056,0.0,1.235,1.299,0.06,0.791,0.024,0.432,0.234,0.112,4.237,4.172,5.023,4.573,4.583,1.69,0.487,0.44
342,6.853,4.198,0.0,3.873,2.86,0.76,0.0,1.817,0.0,0.0,1.478,1.332,0.0,0.553,0.068,0.186,0.0,0.0,4.388,2.202,0.0,1.45,0.794,0.172,0.0,0.392,0.0,0.0,0.237,0.204,0.0,0.061,0.016,0.015,0.0,0.0,2.465,1.996,2.423,2.066,1.425,0.718,0.065,0.466
343,22.113,13.898,1.845,14.418,13.173,3.906,0.0,10.483,0.39,0.0,11.062,8.733,0.072,6.756,0.135,5.194,3.706,2.703,17.872,10.899,0.96,10.227,9.062,2.42,0.0,7.32,0.261,0.0,6.536,5.65,0.072,4.273,0.106,3.217,2.253,1.511,4.241,3.0,4.191,4.112,3.164,7.156,4.116,0.421
344,14.751,9.376,0.493,9.284,6.468,2.351,0.0,5.126,0.289,0.0,3.64,4.052,0.0,2.526,0.167,1.87,1.198,0.794,10.108,5.643,0.044,4.054,2.626,0.491,0.0,1.707,0.013,0.0,0.825,1.097,0.0,0.541,0.056,0.315,0.165,0.087,4.643,3.733,5.229,3.841,3.419,1.29,0.334,0.446
345,15.853,10.524,1.077,9.653,8.392,1.633,0.0,7.038,0.0,0.0,4.215,5.759,0.096,4.636,0.068,3.36,2.39,1.697,12.168,6.813,0.111,4.953,3.517,0.645,0.0,2.494,0.0,0.0,1.349,1.692,0.029,1.098,0.024,0.647,0.389,0.217,3.685,3.711,4.7,4.875,4.544,2.582,0.704,0.439
346,13.732,8.986,0.825,8.799,7.388,1.736,0.0,6.47,0.0,0.0,4.058,5.68,0.0,4.371,0.156,3.398,2.125,1.539,10.313,6.093,0.145,4.933,3.706,0.719,0.0,2.735,0.0,0.0,1.533,2.13,0.0,1.363,0.069,0.895,0.5,0.307,3.419,2.893,3.866,3.682,3.735,2.322,0.814,0.428
347,23.483,14.765,2.515,15.962,14.395,4.836,0.0,12.849,0.596,0.0,11.944,11.465,0.131,8.81,0.127,6.721,5.002,3.756,18.731,11.251,1.021,11.02,9.179,2.896,0.0,7.919,0.319,0.0,6.701,6.303,0.083,4.722,0.088,3.472,2.446,1.645,4.752,3.514,4.942,5.215,4.929,7.108,3.805,0.41
348,19.991,12.415,1.536,13.246,12.556,3.791,0.0,10.125,0.39,0.0,11.32,8.413,0.072,6.605,0.127,4.853,3.49,2.442,16.459,9.973,0.766,9.748,8.703,2.456,0.0,7.183,0.245,0.0,6.555,5.403,0.072,4.223,0.088,2.937,2.072,1.31,3.532,2.443,3.498,3.853,2.942,7.529,4.1,0.414
349,6.853,4.198,0.0,3.873,2.86,0.76,0.0,1.817,0.0,0.0,1.478,1.332,0.0,0.553,0.068,0.186,0.0,0.0,4.272,2.175,0.0,1.42,0.774,0.157,0.0,0.393,0.0,0.0,0.206,0.213,0.0,0.06,0.018,0.014,0.0,0.0,2.582,2.024,2.453,2.086,1.423,0.718,0.049,0.466
350,13.121,8.592,0.342,7.715,6.327,1.231,0.0,4.746,0.0,0.0,3.069,3.622,0.0,2.315,0.17,1.698,1.146,0.597,9.93,5.67,0.046,4.165,2.948,0.503,0.0,1.795,0.0,0.0,1.083,1.151,0.0,0.624,0.056,0.4,0.208,0.094,3.191,2.922,3.55,3.378,2.951,1.839,0.58,0.452
351,24.253,17.048,1.718,15.294,13.367,2.264,0.0,10.905,0.083,0.0,5.814,9.124,0.083,6.519,0.341,4.907,3.426,2.298,19.798,12.394,0.485,9.599,7.6,1.178,0.0,5.614,0.056,0.0,2.862,4.094,0.04,2.616,0.144,1.81,1.166,0.721,4.454,4.655,5.695,5.767,5.291,3.551,1.684,0.437
352,14.793,8.625,0.087,9.016,5.824,2.726,0.0,4.087,0.289,0.0,4.203,3.47,0.0,1.944,0.068,1.433,0.961,0.488,10.115,5.291,0.01,4.131,2.291,0.739,0.0,1.287,0.013,0.0,1.048,0.85,0.0,0.409,0.024,0.234,0.129,0.05,4.677,3.334,4.886,3.534,2.8,1.476,0.309,0.454
353,18.681,12.524,0.812,11.038,9.414,1.629,0.0,8.098,0.0,0.0,4.133,6.229,0.079,3.908,0.185,2.652,1.812,1.218,15.128,8.466,0.126,6.265,4.491,0.76,0.0,3.269,0.0,0.0,1.599,2.129,0.031,1.143,0.06,0.666,0.395,0.226,3.553,4.058,4.773,4.923,4.829,2.504,0.84,0.447
354,38.551,23.262,0.877,21.492,13.639,4.367,0.0,10.203,0.0,0.0,6.763,7.803,0.0,4.333,0.0,2.876,2.036,1.464,29.647,17.345,0.323,13.607,8.612,1.896,0.0,5.679,0.0,0.0,2.868,3.602,0.0,2.138,0.0,1.369,0.891,0.583,8.904,5.917,7.885,5.028,4.524,2.396,0.972,0.475
355,15.621,9.787,0.437,9.817,6.882,2.56,0.0,5.639,0.289,0.0,3.988,3.754,0.144,3.114,0.056,1.769,1.206,0.693,12.11,7.571,0.067,6.048,4.018,1.122,0.0,2.789,0.059,0.0,1.963,1.564,0.039,1.018,0.021,0.535,0.287,0.129,3.511,2.216,3.769,2.864,2.85,1.428,0.84,0.445
356,9.682,6.236,0.017,5.167,3.8,0.704,0.0,2.636,0.0,0.0,1.473,1.983,0.0,1.343,0.083,0.799,0.426,0.212,7.656,4.42,0.004,2.96,1.863,0.228,0.0,1.08,0.0,0.0,0.381,0.723,0.0,0.375,0.022,0.189,0.1,0.041,2.026,1.817,2.207,1.937,1.557,0.769,0.153,0.48
357,14.613,10.137,1.58,9.62,8.638,1.812,0.0,7.772,0.083,0.0,4.508,7.122,0.068,6.006,0.114,4.717,3.636,2.363,12.503,7.568,0.365,6.428,5.147,1.092,0.0,4.077,0.059,0.0,2.396,3.318,0.029,2.415,0.06,1.625,1.083,0.629,2.109,2.569,3.192,3.491,3.695,2.696,1.304,0.422
358,13.121,8.651,0.385,7.479,6.306,1.167,0.0,5.133,0.0,0.0,2.724,3.6,0.096,2.799,0.056,1.87,1.276,0.805,9.406,5.193,0.025,3.622,2.365,0.431,0.0,1.428,0.0,0.0,0.774,0.844,0.029,0.485,0.014,0.26,0.143,0.064,3.715,3.458,3.857,3.941,3.705,1.556,0.343,0.455
359,13.759,8.326,0.207,8.045,5.834,2.03,0.0,3.328,0.204,0.0,4.083,2.622,0.0,1.408,0.068,0.911,0.627,0.422,11.617,6.262,0.037,5.41,3.126,1.373,0.0,1.666,0.177,0.0,1.709,1.079,0.0,0.472,0.024,0.279,0.178,0.1,2.142,2.064,2.635,2.707,1.662,2.053,0.336,0.463
360,8.431,5.109,0.0,4.803,3.377,0.994,0.0,2.505,0.0,0.0,1.851,1.898,0.0,0.702,0.068,0.409,0.124,0.0,5.482,2.863,0.0,2.007,1.211,0.257,0.0,0.695,0.0,0.0,0.408,0.397,0.0,0.129,0.024,0.051,0.01,0.0,2.949,2.246,2.797,2.166,1.81,0.858,0.151,0.464
361,15.742,10.437,0.499,10.279,7.82,2.31,0.0,6.638,0.204,0.0,3.993,4.419,0.214,3.491,0.083,2.103,1.278,0.746,13.396,9.073,0.21,7.898,5.891,1.321,0.0,4.293,0.051,0.0,2.406,2.753,0.192,1.931,0.028,1.072,0.575,0.315,2.346,1.365,2.381,1.929,2.345,1.683,1.085,0.435
362,24.88,16.101,0.85,15.093,11.897,3.116,0.0,9.636,0.204,0.0,6.09,6.558,0.079,4.496,0.167,2.999,1.688,1.205,20.834,13.292,0.289,10.848,7.861,1.696,0.0,5.327,0.051,0.0,3.071,3.563,0.04,2.175,0.111,1.284,0.701,0.463,4.046,2.809,4.246,4.036,4.309,2.974,1.375,0.447
363,22.269,14.831,0.814,13.683,10.424,2.583,0.0,8.192,0.204,0.0,4.599,5.924,0.0,4.099,0.269,2.622,1.697,1.07,18.243,11.808,0.258,9.289,6.461,1.216,0.0,4.314,0.051,0.0,2.02,2.987,0.0,1.773,0.147,1.082,0.646,0.39,4.026,3.024,4.394,3.963,3.878,2.017,0.804,0.449
364,23.847,15.78,0.843,14.414,11.124,2.719,0.0,9.007,0.204,0.0,5.013,6.65,0.0,4.363,0.253,2.821,1.806,1.189,19.968,12.684,0.274,10.027,7.088,1.343,0.0,4.839,0.051,0.0,2.299,3.344,0.0,1.981,0.154,1.176,0.689,0.426,3.878,3.096,4.387,4.036,4.168,2.294,0.956,0.451
365,17.646,11.399,0.927,10.361,9.739,2.027,0.0,8.603,0.068,0.0,6.001,6.994,0.068,5.406,0.093,3.863,2.483,1.538,14.523,7.753,0.149,6.128,4.856,1.012,0.0,3.564,0.029,0.0,2.471,2.465,0.026,1.627,0.048,0.983,0.525,0.285,3.123,3.646,4.232,4.884,5.039,3.974,1.46,0.438
366,11.0,7.092,0.233,6.677,5.478,1.244,0.0,4.183,0.0,0.0,2.947,3.252,0.096,2.637,0.0,1.451,0.936,0.577,9.964,5.592,0.047,4.659,3.143,0.818,0.0,2.021,0.0,0.0,1.568,1.38,0.042,0.993,0.0,0.45,0.244,0.133,1.036,1.5,2.018,2.334,2.162,1.703,0.75,0.443
367,10.389,6.774,0.104,5.304,4.318,0.622,0.0,2.905,0.0,0.0,1.484,2.139,0.0,1.301,0.083,0.841,0.43,0.196,8.012,4.323,0.01,2.798,1.711,0.247,0.0,0.977,0.0,0.0,0.395,0.605,0.0,0.286,0.028,0.148,0.062,0.024,2.377,2.451,2.505,2.607,1.928,0.862,0.148,0.484
368,14.165,9.604,0.555,8.935,7.598,1.685,0.0,6.559,0.167,0.0,4.079,5.083,0.0,3.144,0.235,2.317,1.588,1.0,12.098,8.098,0.226,6.881,5.739,1.155,0.0,4.471,0.046,0.0,2.98,2.998,0.0,1.823,0.091,1.224,0.728,0.413,2.066,1.506,2.055,1.858,2.088,2.394,1.824,0.437
369,18.571,12.46,0.765,11.482,9.386,2.131,0.0,6.81,0.144,0.0,4.45,5.595,0.0,4.027,0.239,2.439,1.464,1.072,15.383,9.336,0.247,7.35,5.361,1.044,0.0,3.565,0.056,0.0,1.975,2.631,0.0,1.677,0.111,1.034,0.593,0.387,3.188,3.124,4.132,4.025,3.245,2.319,0.931,0.445
370,12.801,7.703,0.247,8.455,8.777,2.61,0.0,7.159,0.292,0.0,8.769,5.536,0.18,4.025,0.0,2.343,1.257,0.595,13.324,7.55,0.149,8.286,8.606,2.703,0.0,6.597,0.324,0.0,9.211,4.904,0.137,3.412,0.0,1.792,0.886,0.388,0.523,0.153,0.168,0.172,0.562,6.159,6.508,0.405
371,15.853,10.49,0.918,9.819,8.196,1.774,0.0,7.345,0.0,0.0,3.988,5.266,0.0,4.238,0.179,2.977,2.073,1.436,11.738,6.62,0.112,5.003,3.56,0.636,0.0,2.518,0.0,0.0,1.243,1.658,0.0,1.041,0.066,0.642,0.366,0.212,4.115,3.87,4.816,4.637,4.827,2.214,0.607,0.437
