,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1
218,15.121,9.528,0.247,7.849,6.577,1.214,0.0,4.545,0.0,0.0,3.079,3.346,0.0,2.13,0.056,1.255,0.591,0.392,13.788,7.458,0.065,5.211,3.858,0.707,0.0,2.221,0.0,0.0,1.566,1.309,0.0,0.742,0.021,0.371,0.16,0.103,1.333,2.069,2.638,2.719,2.323,1.865,0.859,0.476
219,18.571,12.46,0.765,11.482,9.386,2.131,0.0,6.81,0.144,0.0,4.45,5.595,0.0,4.027,0.239,2.439,1.464,1.072,16.213,9.751,0.278,7.829,5.638,1.182,0.0,3.703,0.056,0.0,2.135,2.78,0.0,1.852,0.111,1.115,0.624,0.431,2.358,2.709,3.653,3.748,3.107,2.319,0.952,0.445
220,9.422,6.198,0.152,5.662,4.922,0.936,0.0,3.945,0.0,0.0,2.511,3.097,0.0,1.851,0.129,1.17,0.641,0.383,9.632,5.202,0.035,4.297,3.03,0.751,0.0,2.43,0.0,0.0,1.491,1.35,0.0,0.79,0.04,0.357,0.151,0.074,0.209,0.996,1.364,1.893,1.515,1.575,0.74,0.443
221,11.803,7.758,0.194,6.132,4.615,0.697,0.0,3.175,0.0,0.0,1.295,2.493,0.0,1.577,0.083,1.107,0.72,0.422,9.402,5.406,0.03,3.558,2.179,0.258,0.0,1.263,0.0,0.0,0.39,0.805,0.0,0.441,0.028,0.25,0.134,0.074,2.402,2.351,2.574,2.436,1.912,0.598,0.132,0.485
222,18.449,11.825,0.689,11.107,7.848,2.491,0.0,6.182,0.289,0.0,3.952,5.362,0.0,3.983,0.158,2.738,1.952,1.182,14.545,9.282,0.105,6.927,4.334,1.006,0.0,2.881,0.059,0.0,1.561,2.083,0.0,1.254,0.053,0.755,0.442,0.228,3.904,2.543,4.181,3.515,3.301,1.462,0.556,0.455
223,11.243,6.207,0.0,7.036,2.604,3.121,0.0,1.664,0.707,0.0,1.5,1.052,0.0,0.655,0.0,0.406,0.188,0.281,9.727,7.527,0.0,6.047,2.323,1.391,0.0,1.466,0.167,0.0,0.695,0.934,0.0,0.556,0.0,0.248,0.227,0.206,1.515,1.32,0.988,0.28,0.198,1.621,0.696,0.477
224,16.209,10.668,0.31,8.432,6.319,0.895,0.0,4.409,0.0,0.0,1.861,3.431,0.0,2.222,0.083,1.284,0.769,0.446,14.014,8.42,0.064,5.66,3.654,0.379,0.0,2.254,0.0,0.0,0.688,1.604,0.0,0.875,0.028,0.468,0.236,0.104,2.194,2.248,2.772,2.665,2.154,0.966,0.309,0.485
225,10.389,6.736,0.116,5.493,4.128,0.691,0.0,2.807,0.0,0.0,1.428,2.098,0.0,1.431,0.083,0.674,0.343,0.178,8.325,4.764,0.019,3.111,1.877,0.221,0.0,1.012,0.0,0.0,0.353,0.631,0.0,0.318,0.028,0.148,0.069,0.034,2.064,1.972,2.382,2.251,1.795,0.737,0.132,0.481
226,4.5,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.179,6.635,0.0,6.724,0.0,2.836,0.0,0.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,4.635,3.724,0.0,0.0,2.0,2.836,0.5
227,18.156,12.363,2.465,12.701,11.115,3.18,0.0,9.997,0.364,0.0,7.186,8.691,0.19,7.019,0.149,5.818,4.524,3.356,15.923,10.284,1.345,9.85,8.708,2.329,0.0,7.717,0.284,0.0,5.539,6.401,0.106,5.098,0.137,3.993,2.908,2.027,2.234,2.08,2.851,2.407,2.28,4.006,3.211,0.412
228,10.456,6.537,0.092,6.232,5.877,1.253,0.0,4.482,0.0,0.0,3.705,3.18,0.096,2.112,0.037,1.269,0.596,0.265,8.183,4.108,0.007,3.233,2.317,0.545,0.0,1.471,0.0,0.0,1.157,0.88,0.029,0.449,0.012,0.212,0.081,0.026,2.273,2.429,2.999,3.561,3.011,2.453,0.612,0.436
229,8.276,4.983,0.0,5.512,5.23,1.803,0.0,3.604,0.246,0.0,5.363,2.357,0.131,1.571,0.0,0.616,0.139,0.0,7.607,4.516,0.0,4.917,4.483,1.611,0.0,2.901,0.233,0.0,4.495,1.817,0.123,1.238,0.0,0.401,0.082,0.0,0.669,0.467,0.595,0.748,0.703,3.56,2.884,0.415
230,12.535,8.771,0.866,7.816,6.603,1.05,0.0,5.937,0.0,0.0,2.684,5.114,0.0,3.531,0.167,2.566,1.924,1.342,9.706,5.729,0.105,4.125,3.018,0.404,0.0,2.211,0.0,0.0,0.944,1.558,0.0,0.89,0.056,0.541,0.335,0.192,2.829,3.042,3.691,3.584,3.726,1.634,0.54,0.439
231,7.776,4.594,0.0,4.396,3.584,1.102,0.0,2.355,0.083,0.177,3.041,0.919,0.0,0.204,0.0,0.0,0.0,0.0,5.332,3.063,0.0,2.546,2.026,0.518,0.0,0.998,0.062,0.177,0.993,0.391,0.0,0.076,0.0,0.0,0.0,0.0,2.444,1.531,1.85,1.558,1.357,1.939,0.475,0.459
232,16.723,10.952,0.279,10.124,7.974,1.819,0.577,6.662,0.0,0.0,4.076,5.477,0.0,3.743,0.037,2.381,1.411,0.758,13.126,7.447,0.047,5.723,3.889,0.766,0.447,2.781,0.0,0.0,1.537,1.944,0.0,1.183,0.016,0.662,0.343,0.158,3.597,3.505,4.401,4.086,3.881,2.257,0.77,0.438
233,9.519,6.326,0.1,4.975,3.566,0.493,0.0,2.691,0.0,0.0,0.841,1.329,0.144,0.911,0.0,0.571,0.373,0.218,7.416,4.267,0.012,2.715,1.643,0.174,0.0,0.977,0.0,0.0,0.279,0.463,0.037,0.262,0.0,0.135,0.07,0.031,2.103,2.059,2.26,1.923,1.714,0.348,0.105,0.487
234,14.182,8.288,0.068,7.767,4.293,2.032,0.0,3.133,0.177,0.0,2.331,2.125,0.0,0.981,0.0,0.765,0.307,0.127,11.616,6.144,0.006,5.044,2.375,1.305,0.0,1.552,0.177,0.0,1.263,0.692,0.0,0.282,0.0,0.205,0.056,0.03,2.566,2.144,2.723,1.919,1.581,0.299,0.042,0.488
235,9.397,5.757,0.0,4.077,3.002,0.402,0.0,2.024,0.0,0.0,1.069,1.178,0.0,0.392,0.0,0.201,0.059,0.0,7.807,4.334,0.0,2.571,1.358,0.116,0.0,0.76,0.0,0.0,0.228,0.401,0.0,0.156,0.0,0.075,0.036,0.0,1.59,1.423,1.506,1.644,1.264,0.667,0.112,0.523
236,13.569,9.059,0.91,8.678,7.343,1.587,0.0,5.874,0.0,0.0,3.775,4.995,0.079,3.794,0.136,3.03,2.334,1.465,11.031,6.375,0.136,5.116,3.69,0.771,0.0,2.478,0.0,0.0,1.515,1.795,0.031,1.158,0.048,0.779,0.493,0.266,2.538,2.683,3.562,3.652,3.396,2.188,0.744,0.431
237,20.543,13.936,1.364,13.012,10.59,2.172,0.0,9.242,0.0,0.111,4.317,7.088,0.262,4.83,0.056,3.801,2.739,1.9,17.33,11.119,0.835,9.604,7.539,1.373,0.0,6.158,0.0,0.075,2.565,4.7,0.084,3.308,0.056,2.507,1.813,1.251,3.213,2.817,3.407,3.052,3.084,2.145,1.193,0.435
238,19.113,12.054,1.237,12.86,9.156,3.915,0.0,7.021,0.577,0.0,5.886,5.853,0.096,4.795,0.167,3.521,2.336,1.763,14.343,8.977,0.161,7.291,4.686,1.35,0.0,2.939,0.072,0.0,2.051,2.032,0.029,1.352,0.056,0.817,0.473,0.297,4.769,3.076,5.569,4.47,4.083,1.971,0.7,0.43
239,17.389,12.186,1.392,10.786,9.909,1.467,0.0,8.35,0.0,0.0,4.31,6.625,0.175,4.914,0.17,3.646,2.747,1.969,13.823,8.753,0.195,6.754,5.096,0.71,0.0,3.694,0.0,0.0,1.547,2.524,0.074,1.379,0.116,0.827,0.521,0.323,3.566,3.433,4.031,4.813,4.656,2.843,0.837,0.435
240,14.088,9.168,0.324,7.443,5.271,0.946,0.0,4.12,0.0,0.0,1.664,3.078,0.0,2.111,0.083,1.337,0.907,0.57,12.33,7.416,0.077,5.035,3.205,0.369,0.0,2.299,0.0,0.0,0.744,1.51,0.0,0.893,0.028,0.452,0.299,0.162,1.758,1.752,2.408,2.066,1.821,0.719,0.375,0.483
241,14.82,10.186,0.799,9.041,7.574,1.309,0.0,6.548,0.0,0.0,2.993,5.647,0.0,3.979,0.17,2.935,2.146,1.332,12.249,6.927,0.106,5.122,3.553,0.606,0.0,2.515,0.0,0.0,1.129,1.818,0.0,1.089,0.056,0.664,0.405,0.211,2.571,3.259,3.919,4.021,4.032,1.684,0.523,0.443
242,12.845,7.716,0.39,8.669,5.95,3.055,0.0,4.993,0.493,0.0,4.559,3.559,0.0,3.146,0.114,1.682,1.168,0.517,10.473,7.498,0.116,6.716,4.682,1.515,0.0,3.442,0.105,0.0,2.678,2.459,0.0,1.741,0.06,0.881,0.486,0.223,2.372,0.218,1.953,1.268,1.551,1.504,1.163,0.429
243,9.422,6.198,0.152,5.662,4.922,0.936,0.0,3.945,0.0,0.0,2.511,3.097,0.0,1.851,0.129,1.17,0.641,0.383,7.972,4.372,0.02,3.403,2.37,0.511,0.0,1.673,0.0,0.0,1.023,1.03,0.0,0.537,0.04,0.263,0.114,0.055,1.451,1.826,2.259,2.552,2.272,1.575,0.511,0.443
244,7.724,4.609,0.0,4.39,3.343,0.953,0.0,2.356,0.0,0.0,2.006,1.305,0.0,0.73,0.056,0.239,0.0,0.0,6.736,3.445,0.0,2.772,2.017,0.505,0.0,1.032,0.0,0.0,1.138,0.48,0.0,0.234,0.021,0.085,0.0,0.0,0.988,1.164,1.619,1.326,1.324,1.054,0.633,0.461
245,11.966,7.575,0.151,6.78,4.44,1.19,0.0,2.9,0.0,0.0,1.538,2.609,0.0,1.341,0.083,0.742,0.585,0.302,9.184,4.941,0.016,3.485,1.926,0.434,0.0,1.076,0.0,0.0,0.484,0.75,0.0,0.339,0.028,0.159,0.098,0.039,2.782,2.634,3.294,2.514,1.825,0.348,0.05,0.473
246,12.889,7.954,0.099,7.397,5.046,1.772,0.0,3.761,0.204,0.0,2.777,2.557,0.0,1.679,0.083,0.834,0.432,0.192,10.807,6.878,0.044,5.434,3.485,0.898,0.0,2.124,0.051,0.0,1.404,1.489,0.0,0.988,0.028,0.437,0.206,0.089,2.082,1.076,1.963,1.561,1.637,1.005,0.506,0.468
247,13.759,8.415,0.098,7.678,5.656,1.801,0.0,4.407,0.177,0.0,3.358,3.029,0.0,1.841,0.056,1.126,0.53,0.3,13.632,8.707,0.031,7.029,4.972,1.413,0.0,3.595,0.112,0.0,2.228,1.837,0.0,1.018,0.016,0.589,0.244,0.12,0.128,0.293,0.649,0.684,0.813,1.558,0.816,0.467
248,16.121,10.232,0.678,10.702,8.4,3.046,0.0,7.253,0.407,0.0,5.741,5.629,0.068,4.108,0.151,2.726,2.055,1.158,12.649,8.13,0.14,6.837,4.904,1.358,0.0,3.541,0.087,0.0,2.624,2.217,0.031,1.414,0.052,0.872,0.555,0.266,3.472,2.102,3.864,3.496,3.712,2.695,1.266,0.426
249,7.845,5.254,0.023,5.015,3.812,0.911,0.0,3.29,0.0,0.0,1.582,2.552,0.096,1.62,0.068,0.996,0.537,0.186,6.182,3.417,0.002,2.591,1.616,0.362,0.0,1.096,0.0,0.0,0.516,0.686,0.026,0.353,0.024,0.165,0.069,0.019,1.662,1.837,2.424,2.196,2.194,0.671,0.154,0.438
250,10.129,6.682,0.208,6.161,4.922,1.038,0.0,3.96,0.0,0.0,2.385,3.322,0.0,2.105,0.139,1.505,0.829,0.473,7.059,3.945,0.015,2.776,1.845,0.295,0.0,1.209,0.0,0.0,0.558,0.799,0.0,0.398,0.043,0.218,0.102,0.048,3.071,2.737,3.385,3.076,2.751,1.347,0.264,0.445
251,16.991,10.672,0.562,11.078,8.935,3.062,0.0,7.585,0.348,0.111,6.011,5.892,0.068,4.087,0.088,2.749,1.616,1.011,14.189,8.879,0.287,9.037,6.731,2.643,0.0,5.424,0.426,0.075,3.964,4.059,0.091,2.531,0.088,1.435,0.762,0.468,2.802,1.793,2.041,2.204,2.161,2.948,1.321,0.427
252,18.476,13.293,0.983,11.508,9.644,1.296,0.0,8.106,0.0,0.0,3.058,6.542,0.118,4.395,0.238,3.277,2.262,1.572,15.693,10.118,0.202,7.504,5.517,0.572,0.0,4.011,0.0,0.0,1.245,2.894,0.02,1.554,0.157,0.983,0.606,0.366,2.784,3.175,4.004,4.127,4.096,1.762,0.673,0.443
253,12.51,8.274,0.254,6.369,5.001,0.606,0.0,3.628,0.0,0.0,1.513,2.148,0.118,1.274,0.0,0.775,0.507,0.371,10.765,6.354,0.075,4.368,3.08,0.26,0.0,2.05,0.0,0.0,0.601,1.252,0.032,0.788,0.0,0.445,0.24,0.143,1.745,1.92,2.001,1.92,1.578,0.907,0.341,0.487
254,15.104,10.775,1.005,9.563,8.866,1.267,0.0,7.707,0.0,0.0,3.755,6.654,0.0,4.512,0.343,3.543,2.415,1.594,12.728,8.16,0.286,6.608,5.52,0.832,0.0,4.289,0.0,0.0,2.152,3.391,0.0,2.083,0.195,1.462,0.879,0.492,2.376,2.615,2.955,3.346,3.418,2.488,1.32,0.431
255,8.113,5.019,0.0,5.75,4.18,2.122,0.0,3.517,0.381,0.0,3.257,2.529,0.0,1.805,0.174,0.755,0.226,0.026,7.814,4.721,0.0,4.93,3.536,1.514,0.0,2.744,0.22,0.0,2.411,1.955,0.0,1.36,0.131,0.521,0.148,0.015,0.299,0.299,0.821,0.644,0.773,1.135,0.897,0.418
256,13.569,9.113,0.803,8.421,7.428,1.434,0.0,6.335,0.0,0.0,3.778,5.104,0.118,4.099,0.101,2.997,2.158,1.341,10.044,5.693,0.065,4.021,2.952,0.478,0.0,2.055,0.0,0.0,1.063,1.396,0.029,0.876,0.033,0.526,0.291,0.14,3.525,3.421,4.4,4.477,4.28,2.344,0.585,0.434
257,13.552,8.222,0.333,8.927,6.342,2.878,0.204,4.087,0.408,0.0,4.216,3.147,0.0,1.914,0.083,1.485,1.117,0.703,11.625,6.38,0.073,6.547,3.746,2.259,0.204,2.242,0.365,0.0,1.84,1.361,0.0,0.707,0.028,0.472,0.308,0.179,1.927,1.842,2.381,2.596,1.845,1.338,0.419,0.433
258,10.836,7.241,0.213,6.256,5.283,0.962,0.0,4.344,0.0,0.0,2.175,3.672,0.0,2.616,0.124,1.736,0.972,0.574,8.442,4.403,0.017,2.996,2.13,0.306,0.0,1.406,0.0,0.0,0.646,0.956,0.0,0.516,0.038,0.28,0.128,0.058,2.394,2.838,3.26,3.153,2.938,1.213,0.34,0.453
259,20.301,12.705,0.496,11.533,9.696,2.161,0.0,7.577,0.0,0.0,5.482,5.552,0.096,3.909,0.045,2.574,1.283,0.771,17.989,11.303,0.2,9.359,6.757,1.515,0.0,4.999,0.0,0.0,3.05,3.36,0.075,2.216,0.026,1.33,0.626,0.364,2.312,1.402,2.175,2.939,2.578,3.321,1.536,0.454
260,9.422,6.198,0.152,5.662,4.922,0.936,0.0,3.945,0.0,0.0,2.511,3.097,0.0,1.851,0.129,1.17,0.641,0.383,9.373,5.073,0.031,4.158,2.904,0.714,0.0,2.17,0.0,0.0,1.394,1.279,0.0,0.749,0.04,0.351,0.145,0.071,0.049,1.126,1.504,2.018,1.776,1.575,0.68,0.443
261,22.949,15.974,2.77,14.948,12.165,2.406,0.0,10.521,0.0,0.0,4.894,9.729,0.0,7.141,0.351,6.076,4.869,3.771,19.77,11.513,0.344,8.998,5.807,1.245,0.0,4.136,0.0,0.0,1.932,3.15,0.0,1.891,0.117,1.328,0.873,0.554,3.179,4.461,5.95,6.359,6.385,2.488,0.687,0.432
262,14.588,9.538,0.307,8.642,6.757,1.599,0.0,5.35,0.118,0.0,3.518,4.31,0.0,2.49,0.185,1.727,1.033,0.578,12.639,7.093,0.063,5.667,3.821,0.938,0.0,2.622,0.04,0.0,1.686,1.833,0.0,0.979,0.06,0.595,0.289,0.142,1.949,2.445,2.975,2.936,2.728,1.919,0.748,0.454
263,12.182,7.454,0.092,7.008,5.006,1.747,0.0,3.302,0.204,0.0,3.125,2.516,0.0,1.181,0.083,0.918,0.46,0.194,10.375,5.451,0.011,4.223,2.206,0.957,0.0,1.27,0.102,0.0,1.036,0.833,0.0,0.302,0.028,0.219,0.07,0.025,1.807,2.003,2.785,2.8,2.032,1.378,0.079,0.466
264,10.768,6.416,0.02,6.473,4.513,1.832,0.0,2.513,0.204,0.0,3.414,2.115,0.0,1.073,0.083,0.796,0.401,0.112,8.707,4.474,0.001,3.808,1.954,0.961,0.0,0.967,0.102,0.0,1.033,0.647,0.0,0.272,0.028,0.193,0.056,0.012,2.061,1.941,2.665,2.559,1.546,1.582,0.072,0.458
265,18.121,10.977,0.618,11.865,7.668,3.849,0.0,6.432,0.558,0.0,4.789,4.542,0.0,3.221,0.136,2.046,1.448,0.862,16.593,8.998,0.166,9.221,4.816,3.222,0.0,3.921,0.53,0.0,3.003,2.081,0.0,1.246,0.048,0.756,0.456,0.25,1.528,1.979,2.644,2.852,2.511,0.94,0.219,0.439
266,16.491,10.197,0.379,10.285,7.578,2.729,0.0,5.916,0.289,0.0,4.636,4.352,0.0,2.965,0.136,1.664,1.121,0.754,14.116,9.04,0.107,7.604,5.317,1.423,0.0,3.757,0.059,0.0,2.638,2.211,0.0,1.279,0.077,0.629,0.357,0.214,2.375,1.158,2.681,2.262,2.158,1.907,1.215,0.443
267,17.115,12.331,0.865,10.519,9.441,1.171,0.0,8.598,0.056,0.0,3.898,7.123,0.144,4.803,0.287,3.646,2.579,1.615,14.343,8.555,0.122,6.299,4.868,0.707,0.0,3.758,0.028,0.0,1.946,2.661,0.038,1.503,0.092,0.931,0.542,0.282,2.771,3.776,4.22,4.572,4.84,2.726,1.239,0.44
268,8.552,5.788,0.125,5.144,4.414,0.744,0.0,3.555,0.0,0.0,1.945,2.933,0.0,1.626,0.139,1.054,0.608,0.372,6.915,3.888,0.013,2.873,2.025,0.356,0.0,1.338,0.0,0.0,0.753,0.89,0.0,0.399,0.042,0.211,0.098,0.048,1.637,1.899,2.271,2.389,2.217,1.202,0.396,0.445
269,15.811,11.204,1.626,10.302,8.766,1.516,0.0,7.422,0.0,0.0,3.444,6.705,0.0,4.99,0.235,3.884,3.048,2.259,13.845,8.265,0.243,6.491,4.666,0.854,0.0,3.253,0.0,0.0,1.565,2.488,0.0,1.512,0.102,0.972,0.637,0.396,1.966,2.938,3.811,4.1,4.169,1.928,0.711,0.431
270,15.69,10.613,0.69,9.43,8.364,1.411,0.0,6.838,0.0,0.0,3.836,5.426,0.096,3.853,0.147,2.778,1.809,1.08,12.898,7.673,0.151,6.058,4.955,0.749,0.0,3.767,0.0,0.0,1.971,2.688,0.075,1.779,0.067,1.074,0.632,0.299,2.792,2.94,3.372,3.409,3.071,2.425,1.221,0.442
271,21.129,13.943,1.798,12.139,10.443,1.966,0.0,9.232,0.0,0.0,4.874,7.66,0.0,6.049,0.045,4.817,3.683,2.635,17.25,9.262,0.318,6.751,5.098,0.803,0.0,3.862,0.0,0.0,1.827,2.848,0.0,1.981,0.018,1.326,0.874,0.538,3.879,4.68,5.388,5.345,5.37,2.908,1.024,0.45
272,20.259,13.384,1.18,12.206,9.931,2.069,0.0,8.16,0.0,0.0,4.47,6.254,0.0,4.673,0.192,3.424,2.447,1.78,17.303,10.849,0.435,8.757,6.685,1.175,0.0,4.802,0.0,0.0,2.51,3.611,0.0,2.415,0.114,1.683,1.126,0.731,2.955,2.535,3.449,3.246,3.358,2.401,1.335,0.446
273,17.836,12.669,2.6,11.686,10.87,1.763,0.0,9.705,0.0,0.0,4.965,8.529,0.079,6.625,0.25,5.667,4.608,3.509,15.15,9.765,0.912,8.177,7.022,1.078,0.0,5.804,0.0,0.0,2.845,4.786,0.031,3.423,0.159,2.656,1.957,1.392,2.686,2.904,3.509,3.848,3.902,3.202,1.768,0.422
274,16.328,10.398,0.697,9.549,7.715,2.054,0.0,6.367,0.177,0.0,4.313,4.373,0.0,3.325,0.113,2.266,1.679,1.099,14.888,9.649,0.162,7.674,5.737,1.42,0.0,4.12,0.112,0.0,2.487,1.951,0.0,1.249,0.037,0.767,0.53,0.314,1.44,0.749,1.875,1.978,2.247,2.258,1.067,0.452
275,12.372,8.843,0.577,7.635,6.717,0.859,0.0,5.432,0.0,0.0,2.441,4.486,0.0,2.858,0.253,2.151,1.479,1.001,10.354,6.534,0.103,4.711,3.432,0.359,0.0,2.456,0.0,0.0,0.801,1.749,0.0,0.869,0.124,0.541,0.328,0.192,2.018,2.31,2.924,3.285,2.976,1.582,0.442,0.442
276,16.828,10.666,1.008,11.468,8.147,3.463,0.0,7.233,0.493,0.0,5.182,4.99,0.144,4.555,0.104,2.765,2.263,1.295,14.639,10.726,0.627,9.648,7.188,1.858,0.0,5.753,0.11,0.0,3.378,4.047,0.144,3.123,0.065,1.988,1.467,0.913,2.189,0.061,1.821,0.958,1.48,1.72,1.52,0.427
277,17.276,11.149,1.425,12.315,9.347,3.728,0.0,8.426,0.493,0.0,6.103,6.408,0.214,5.551,0.104,3.64,2.824,1.897,14.827,10.893,0.81,10.131,7.838,2.074,0.0,6.466,0.11,0.0,3.998,4.918,0.175,3.728,0.065,2.455,1.75,1.205,2.449,0.256,2.184,1.508,1.96,2.375,1.924,0.413
278,26.25,16.969,2.114,16.616,13.204,3.8,0.0,11.79,0.306,0.0,7.553,9.64,0.068,7.519,0.134,6.005,4.172,3.055,21.685,12.943,0.708,11.282,8.426,2.207,0.0,6.898,0.139,0.0,4.314,4.953,0.042,3.541,0.06,2.549,1.684,1.125,4.565,4.026,5.334,4.778,4.892,3.753,2.107,0.435
279,6.853,4.182,0.0,4.023,2.414,0.866,0.0,2.349,0.0,0.0,1.0,0.986,0.0,0.745,0.068,0.118,0.0,0.0,4.588,2.306,0.0,1.56,0.782,0.201,0.0,0.496,0.0,0.0,0.201,0.197,0.0,0.086,0.016,0.013,0.0,0.0,2.266,1.876,2.463,1.632,1.853,0.134,0.0,0.465
280,12.466,7.998,0.245,7.735,6.136,1.777,0.0,4.342,0.167,0.0,3.728,3.371,0.0,2.512,0.167,1.231,0.644,0.325,9.815,6.445,0.079,5.591,4.166,1.055,0.0,2.691,0.051,0.0,2.044,1.925,0.0,1.223,0.056,0.637,0.315,0.144,2.652,1.553,2.144,1.97,1.651,1.951,0.989,0.444
281,9.234,5.77,0.072,4.304,2.385,0.408,0.0,1.51,0.0,0.0,0.289,0.943,0.0,0.578,0.0,0.346,0.201,0.108,8.012,4.988,0.027,3.265,1.994,0.065,0.0,1.233,0.0,0.0,0.046,0.747,0.0,0.44,0.0,0.249,0.132,0.058,1.222,0.782,1.039,0.391,0.276,0.12,0.019,0.525
282,7.724,4.626,0.0,4.25,3.702,0.856,0.0,2.088,0.0,0.0,2.341,1.346,0.0,0.669,0.056,0.295,0.0,0.0,5.957,2.979,0.0,2.225,1.555,0.356,0.0,0.716,0.0,0.0,0.776,0.375,0.0,0.148,0.019,0.056,0.0,0.0,1.766,1.647,2.025,2.147,1.372,1.485,0.421,0.463
283,29.468,18.577,0.537,15.328,11.036,2.089,0.0,6.373,0.0,0.0,4.3,4.515,0.0,2.973,0.0,1.889,1.179,0.806,23.237,13.77,0.155,9.346,5.883,0.577,0.0,3.448,0.0,0.0,0.957,2.092,0.0,1.259,0.0,0.752,0.426,0.253,6.231,4.808,5.981,5.153,2.926,2.211,0.38,0.489
284,13.242,9.237,0.772,8.322,6.813,1.183,0.0,5.778,0.0,0.0,2.529,5.077,0.0,3.584,0.17,2.647,1.796,1.147,10.815,6.313,0.097,4.705,3.174,0.545,0.0,2.262,0.0,0.0,0.949,1.652,0.0,0.966,0.056,0.579,0.327,0.175,2.427,2.924,3.617,3.64,3.516,1.346,0.404,0.44
285,15.502,10.168,0.28,8.064,6.114,0.895,0.0,4.282,0.0,0.0,1.862,3.226,0.0,2.001,0.068,1.326,0.899,0.488,13.153,7.796,0.08,5.301,3.491,0.313,0.0,2.187,0.0,0.0,0.538,1.419,0.0,0.793,0.024,0.464,0.259,0.149,2.349,2.372,2.763,2.622,2.095,0.967,0.224,0.484
286,16.242,11.044,1.793,10.355,10.045,2.183,0.0,8.66,0.197,0.0,6.375,7.007,0.072,5.493,0.172,4.574,3.451,2.527,13.924,9.173,0.88,8.041,7.535,1.418,0.0,6.378,0.104,0.0,4.146,5.008,0.048,3.73,0.138,2.973,2.114,1.407,2.318,1.871,2.314,2.509,2.283,4.192,2.728,0.425
287,20.698,12.963,1.692,13.318,13.127,3.613,0.0,10.56,0.371,0.0,11.397,8.563,0.059,6.526,0.135,5.087,3.605,2.551,16.613,10.142,0.805,9.749,8.791,2.399,0.0,7.261,0.238,0.0,6.571,5.568,0.059,4.066,0.094,3.022,2.069,1.355,4.085,2.821,3.569,4.336,3.299,7.784,4.172,0.418
288,14.466,8.898,0.155,8.197,5.508,1.92,0.0,4.747,0.177,0.0,3.016,3.092,0.0,2.082,0.068,1.351,0.758,0.394,13.754,8.897,0.037,7.17,4.56,1.441,0.0,3.384,0.112,0.0,1.907,1.543,0.0,0.994,0.014,0.532,0.275,0.132,0.712,0.001,1.028,0.949,1.363,1.097,0.466,0.468
289,10.345,6.488,0.17,6.818,4.839,1.912,0.0,4.332,0.204,0.0,2.986,3.357,0.0,2.094,0.116,1.461,0.631,0.461,8.854,5.689,0.043,4.926,3.437,0.967,0.0,2.674,0.046,0.0,1.615,1.85,0.0,0.997,0.058,0.625,0.227,0.147,1.491,0.799,1.892,1.402,1.658,1.073,0.648,0.433
290,18.071,12.189,0.825,9.796,8.133,1.083,0.0,6.389,0.0,0.0,2.779,4.987,0.0,3.586,0.139,2.78,1.932,1.369,15.547,9.222,0.123,6.01,4.293,0.471,0.0,2.697,0.0,0.0,1.121,1.578,0.0,0.935,0.044,0.603,0.372,0.229,2.523,2.967,3.786,3.84,3.693,1.697,0.65,0.469
291,14.795,9.702,0.258,7.558,5.863,0.744,0.0,4.462,0.0,0.0,1.945,3.318,0.0,2.123,0.083,1.298,0.841,0.524,12.185,7.135,0.041,4.525,2.829,0.228,0.0,1.613,0.0,0.0,0.505,0.97,0.0,0.533,0.028,0.299,0.171,0.087,2.61,2.566,3.034,3.034,2.849,1.202,0.278,0.485
292,13.121,8.575,0.283,7.861,5.979,1.355,0.0,4.815,0.0,0.0,2.594,3.887,0.0,2.343,0.167,1.891,0.887,0.44,12.154,6.661,0.055,5.471,3.337,0.929,0.0,2.306,0.0,0.0,1.403,1.574,0.0,0.837,0.056,0.645,0.218,0.09,0.967,1.915,2.39,2.643,2.509,1.239,0.474,0.451
293,12.414,8.059,0.341,7.547,5.855,1.382,0.0,4.346,0.0,0.0,2.696,3.846,0.0,2.19,0.136,1.371,0.804,0.549,10.333,5.764,0.063,4.596,2.934,0.711,0.0,1.986,0.0,0.0,1.061,1.381,0.0,0.741,0.048,0.393,0.217,0.113,2.08,2.294,2.951,2.921,2.36,1.313,0.35,0.448
294,12.724,7.032,0.0,8.343,5.064,3.422,0.0,3.527,0.577,0.0,4.613,2.861,0.0,1.916,0.056,0.893,0.356,0.0,10.66,7.428,0.0,6.684,4.345,1.703,0.0,2.973,0.118,0.0,2.832,2.328,0.0,1.327,0.021,0.549,0.181,0.0,2.064,0.396,1.66,0.719,0.554,1.191,1.128,0.439
