,kappa1,kappa2,kappa3,kappam1,kappam2,kappam3,phi
829,11.484,5.365,2.982,9.657,4.093,2.129,2.6350734
830,10.083,4.889,2.778,8.912,4.0,2.15,2.970666666666667
831,11.077,5.024,2.721,9.379,3.799,1.9,2.7408323846153846
832,11.077,5.672,3.0,9.647,4.553,2.246,3.378676230769231
833,10.083,4.889,3.114,8.585,3.759,2.25,2.6892512500000003
834,13.005,5.97,3.322,10.66,4.414,2.303,2.6140688888888888
835,12.071,5.186,3.592,10.858,4.33,2.905,3.358224285714286
836,11.484,5.915,3.5,9.464,4.419,2.437,2.7880944
837,10.083,4.889,3.114,9.031,4.088,2.498,3.076560666666667
838,11.077,5.672,3.704,9.577,4.5,2.781,3.3151153846153845
839,14.41,5.97,3.75,12.778,4.906,2.976,3.482714888888889
840,12.071,6.478,4.388,10.57,5.269,3.414,3.978095
841,8.592,3.395,1.701,6.779,2.298,1.043,1.2981785
842,8.1,4.0,2.286,6.933,3.107,1.647,2.1540831000000003
843,11.077,5.024,3.704,9.865,4.141,2.951,3.142381923076923
844,15.059,8.163,5.928,14.132,7.406,5.285,6.156564235294118
845,8.1,3.408,1.991,6.608,2.39,1.271,1.579312
846,12.0,6.509,5.325,12.27,6.75,5.552,6.9018749999999995
847,5.76,2.32,0.997,4.494,1.549,0.579,0.7734673333333333
848,5.76,2.32,0.997,4.94,1.81,0.715,0.9934888888888891
849,7.639,2.803,1.451,6.882,2.357,1.169,1.4746249090909094
850,6.125,2.52,1.488,5.447,2.053,1.143,1.397836375
851,6.125,2.52,1.488,5.162,1.865,1.009,1.20339125
852,6.125,2.52,1.488,5.447,2.053,1.143,1.397836375
853,7.111,2.722,1.704,6.145,2.095,1.224,1.4304194444444445
854,7.111,2.722,1.704,6.145,2.095,1.224,1.4304194444444445
855,7.111,2.722,1.704,6.43,2.275,1.36,1.625361111111111
856,7.111,2.722,1.704,6.716,2.46,1.501,1.8357066666666668
857,7.111,2.722,1.704,6.716,2.46,1.501,1.8357066666666668
858,7.111,2.722,1.704,6.145,2.095,1.224,1.4304194444444445
859,7.111,2.722,1.704,5.948,1.973,1.134,1.303933777777778
860,7.111,2.722,1.704,5.948,1.973,1.134,1.303933777777778
861,8.1,2.939,1.75,8.476,3.185,1.932,2.699606
862,6.0,3.2,3.0,7.25,4.41,4.25,5.32875
863,6.0,3.2,3.0,6.92,4.089,3.92,4.715980000000001
864,4.167,1.633,0.98,4.128,1.606,0.958,1.1049280000000001
865,11.077,4.481,2.721,9.18,3.22,1.812,2.273815384615385
866,13.432,5.76,3.484,12.428,5.085,3.001,3.717434117647059
867,14.41,6.963,4.267,12.174,5.361,3.111,3.625823
868,10.083,4.297,2.493,8.318,3.081,1.645,2.1356465
869,13.432,6.25,3.729,11.329,4.784,2.693,3.188113882352941
870,10.0,4.76,5.531,9.21,4.094,4.789,3.7705740000000008
871,8.1,2.939,2.286,8.189,2.997,2.337,2.4542433
872,10.083,3.395,2.493,8.912,2.7,1.916,2.0052000000000003
873,9.091,3.164,2.5,8.396,2.736,2.116,2.0883141818181823
874,7.111,2.722,1.704,6.066,2.046,1.188,1.379004
875,7.111,3.24,2.0,6.342,2.674,1.563,1.8842786666666664
876,7.111,3.24,2.0,6.086,2.492,1.425,1.6851457777777779
877,8.1,3.408,2.286,6.608,2.39,1.482,1.579312
878,8.1,3.408,2.286,6.933,2.603,1.647,1.8046599
879,8.1,3.408,2.286,6.736,2.473,1.546,1.6658127999999999
880,8.1,3.408,2.286,6.539,2.345,1.448,1.5333955000000001
881,11.077,4.481,2.479,9.18,3.22,1.636,2.273815384615385
882,10.083,3.806,2.25,9.091,3.164,1.795,2.3969936666666665
883,9.091,3.6,2.215,7.526,2.574,1.46,1.761084
884,9.091,3.6,2.215,7.526,2.574,1.46,1.761084
885,9.091,4.133,2.5,7.793,3.191,1.802,2.2606784545454546
886,9.091,4.133,2.5,7.595,3.053,1.703,2.1079577272727272
887,8.1,3.408,2.286,6.736,2.473,1.546,1.6658127999999999
888,8.1,3.408,2.286,7.022,2.663,1.693,1.8699586
889,8.1,3.408,2.286,6.539,2.345,1.448,1.5333955000000001
890,9.091,4.133,2.5,7.526,3.005,1.669,2.0559663636363634
891,10.083,4.297,2.778,8.387,3.127,1.888,2.1855124166666666
892,8.0,5.143,3.673,7.92,5.065,3.601,5.01435
893,6.125,3.111,1.8,4.859,2.131,1.085,1.294316125
894,6.125,3.111,1.8,5.162,2.359,1.245,1.52214475
895,6.125,3.111,1.8,5.535,2.645,1.452,1.8300093750000002
896,13.432,5.76,3.484,12.087,4.861,2.843,3.456171
897,10.516,5.186,3.273,8.63,3.833,2.269,2.362770714285715
898,15.39,7.136,4.795,13.999,6.151,4.028,4.531992052631579
899,10.083,4.889,3.516,8.585,3.759,2.571,2.6892512500000003
900,10.516,5.186,3.273,8.63,3.833,2.269,2.362770714285715
901,13.432,6.25,4.0,11.475,4.882,2.977,3.2953499999999996
902,15.39,7.136,4.5,13.471,5.787,3.504,4.102983
903,13.432,6.805,4.0,11.329,5.254,2.906,3.5013274117647057
904,13.432,6.805,4.639,11.523,5.393,3.522,3.655502294117647
905,11.484,5.365,3.5,9.59,4.048,2.498,2.5880213333333333
906,11.484,5.365,3.5,9.869,4.236,2.639,2.7870055999999996
907,9.551,5.024,3.0,9.513,4.995,2.978,3.655187307692308
908,14.062,7.35,5.264,12.887,6.413,4.482,5.1652706875000005
909,12.457,6.667,4.424,10.235,4.979,3.116,3.1850040625
910,12.457,6.667,4.424,10.235,4.979,3.116,3.1850040625
911,9.091,4.133,3.265,7.595,3.053,2.292,2.1079577272727272
912,8.1,3.408,1.991,6.933,2.603,1.417,1.8046599
913,11.111,5.104,2.651,10.529,4.71,2.401,3.099474375
914,12.0,9.091,7.438,11.92,9.012,7.361,8.95192
915,26.0,18.367,15.753,24.94,17.359,14.79,16.651286923076928
916,7.111,3.92,2.38,6.815,3.674,2.185,2.7820344444444447
917,7.111,3.92,2.38,5.82,2.868,1.567,1.8546399999999998
918,9.091,4.133,3.265,7.793,3.191,2.415,2.2606784545454546
919,40.024,32.395,27.083,38.155,30.583,25.368,27.783199166666662
920,9.0,6.125,4.5,8.96,6.086,4.463,6.058951111111112
921,7.0,4.167,3.84,6.96,4.128,3.799,4.104411428571429
922,7.0,4.167,3.84,5.96,3.162,2.771,2.692217142857143
923,7.111,2.722,1.704,6.145,2.095,1.224,1.4304194444444445
924,6.125,2.52,1.8,5.633,2.179,1.508,1.5342883749999998
925,10.0,5.76,5.531,8.94,4.785,4.538,4.2777899999999995
926,5.625,1.778,0.926,5.555,1.742,0.903,0.967681
927,7.0,3.061,6.0,6.96,3.027,5.96,3.0097028571428575
928,7.0,3.061,6.0,6.14,2.337,5.14,2.0498828571428573
929,5.143,1.852,1.185,4.303,1.33,0.765,0.81757
930,9.0,4.84,4.5,9.54,5.335,5.008,5.6551
931,7.111,2.722,2.0,6.145,2.095,1.457,1.4304194444444445
932,5.143,2.344,1.5,4.849,2.124,1.316,1.471325142857143
933,5.143,2.344,1.5,5.104,2.314,1.475,1.6872365714285713
934,5.143,2.344,1.5,4.82,2.102,1.298,1.4473771428571427
935,5.143,2.344,1.5,4.313,1.735,1.0,1.0690078571428572
936,5.143,2.344,1.5,4.595,1.937,1.163,1.271502142857143
937,7.0,4.167,6.0,6.47,3.653,5.47,3.376415714285714
938,10.0,2.939,9.143,9.92,2.888,9.065,2.864896
939,8.0,3.938,7.2,7.34,3.356,6.57,3.0791299999999997
940,11.0,6.694,6.4,9.42,5.224,4.895,4.4736436363636365
941,6.0,5.0,5.333,5.92,4.92,5.262,4.8544
942,9.0,6.125,8.0,8.47,5.604,7.47,5.2739866666666675
943,11.0,6.694,10.0,10.29,6.03,9.29,5.640790909090909
944,7.0,6.0,6.0,6.96,5.96,5.96,5.925942857142857
945,7.0,6.0,6.0,6.88,5.88,5.88,5.7792
946,7.0,6.0,6.0,7.54,6.54,6.54,7.0445142857142855
947,7.0,6.0,6.0,6.88,5.88,5.88,5.7792
948,8.0,7.0,7.2,6.98,5.98,6.231,5.217550000000001
949,8.0,7.0,7.2,7.92,6.92,7.123,6.8508
950,9.0,8.0,8.0,9.5,8.5,8.5,8.972222222222221
951,11.0,8.1,10.0,10.47,7.576,9.47,7.210974545454545
952,15.0,14.0,14.0,14.88,13.88,13.88,13.768960000000002
953,15.39,4.014,1.37,15.802,4.214,1.455,3.504717263157895
954,7.0,3.061,2.667,6.47,2.611,2.201,2.41331
955,13.959,5.413,2.178,11.469,3.949,1.463,2.383741105263158
956,13.005,4.836,1.983,10.529,3.434,1.294,2.0086992222222224
957,12.457,6.074,3.25,10.429,4.62,2.305,3.01137375
958,15.39,5.08,3.03,13.745,4.167,2.403,3.0144955263157893
959,12.055,4.592,1.96,9.781,3.284,1.289,1.8894590588235294
960,26.036,15.789,10.054,24.198,14.199,8.816,12.270978642857143
961,13.067,5.915,2.982,11.166,4.544,2.121,3.3825536
962,13.432,6.805,4.0,11.203,5.164,2.844,3.4030759999999995
963,7.111,2.722,1.469,5.879,1.931,0.937,1.2613721111111111
964,8.1,3.408,1.991,6.805,2.519,1.359,1.7141795000000002
965,18.781,9.087,5.019,15.802,6.999,3.65,4.60825825
966,12.457,6.074,3.25,10.583,4.727,2.373,3.1266150625000004
967,12.457,6.074,3.495,10.168,4.44,2.374,2.8216200000000002
968,11.484,4.108,2.397,9.946,3.217,1.79,2.1330854666666665
969,16.372,7.852,4.496,14.488,6.493,3.563,4.7035292
970,14.41,6.438,3.322,12.106,4.874,2.349,3.2780357777777773
971,12.457,5.104,2.831,10.554,3.891,2.035,2.5666008750000002
972,11.077,5.672,3.0,9.865,4.72,2.356,3.5817538461538456
973,11.484,5.365,3.226,10.062,4.367,2.509,2.9293836
974,9.091,4.133,2.5,7.922,3.282,1.868,2.3636367272727274
975,13.432,6.805,4.0,11.271,5.212,2.877,3.455556
976,9.091,4.133,2.844,7.793,3.191,2.075,2.2606784545454546
977,11.077,4.022,2.721,9.905,3.286,2.143,2.5036792307692304
978,12.071,4.245,2.994,10.779,3.452,2.358,2.6577934285714284
979,10.083,4.889,2.778,8.585,3.759,1.985,2.6892512500000003
980,10.083,4.297,2.493,8.387,3.127,1.676,2.1855124166666666
981,12.071,4.68,3.96,10.847,3.874,3.216,3.001519857142857
982,7.111,2.722,1.704,5.958,1.979,1.139,1.3100980000000002
983,10.083,4.297,2.778,8.387,3.127,1.888,2.1855124166666666
984,10.083,4.297,2.778,8.258,3.042,1.826,2.093403
985,10.88,4.0,1.482,8.7,2.825,0.959,1.4457352941176471
986,17.416,7.319,3.241,15.608,6.188,2.633,4.024262666666666
987,16.056,8.992,5.267,14.222,7.479,4.168,5.909241
988,16.056,8.992,5.267,13.704,7.061,3.873,5.3757746666666675
989,13.959,6.635,3.366,11.413,4.9,2.308,2.9433526315789478
990,14.41,6.438,3.322,11.98,4.792,2.3,3.1893422222222223
991,16.372,7.32,3.814,13.735,5.523,2.69,3.7929202499999994
992,12.457,5.558,3.03,10.235,4.063,2.059,2.5990503124999997
993,11.111,4.349,1.765,9.279,3.271,1.232,1.8969755625
994,13.959,6.185,3.03,11.413,4.535,2.061,2.724102894736842
995,14.41,7.556,4.566,12.174,5.866,3.349,3.9673713333333334
996,13.959,5.413,2.492,11.838,4.156,1.799,2.589406736842105
997,10.083,3.806,2.25,9.16,3.208,1.826,2.4487733333333335
998,7.639,2.803,1.322,5.834,1.781,0.741,0.9445776363636362
999,12.071,5.778,3.96,10.59,4.664,3.066,3.527982857142857
