,AWeight,PC1,PC2,PC3,PC4,PC5,PC6,Weight,naccr,naro,ncarb,ncobr,ncocl,ncof,ncoi,ndb,ndonr,nhal,nhet,nhev,nhyd,nnitro,noxy,nphos,nring,nrot,nsb,nsulph,nta,ntb
410,15.805,23,34,48,70,97,120,316.093,1,16,16,1,0,0,0,1,2,1,4,20,11,2,1,0,4,0,6,1,31,0
411,13.85,17,24,34,42,46,38,221.602,2,6,13,0,1,0,0,1,1,1,3,16,16,1,1,0,2,2,10,1,32,0
412,12.641,20,27,34,39,46,45,240.173,2,12,16,0,0,0,0,2,1,0,3,19,14,0,3,0,2,4,6,3,33,0
413,13.06,21,31,46,68,88,105,248.149,5,15,14,0,0,0,0,1,0,0,5,19,12,0,5,0,3,2,5,5,31,0
414,12.884,18,24,32,41,43,46,206.144,5,15,10,0,0,0,0,0,2,0,6,16,9,5,1,0,3,3,3,1,25,0
415,13.208,28,40,57,76,90,110,330.195,10,15,15,0,0,0,0,0,4,0,10,25,17,5,5,0,4,5,13,5,42,0
416,13.008,15,21,27,34,43,42,182.114,2,11,10,0,0,0,0,2,2,0,4,14,7,1,3,0,2,1,2,3,21,0
417,15.565,17,24,31,38,45,43,249.04,5,12,9,0,2,0,0,0,2,2,7,16,7,5,0,0,2,1,5,0,23,0
418,13.167,77,120,171,235,311,391,908.519,20,0,49,0,0,0,0,3,8,0,20,69,76,0,20,0,9,11,74,20,145,0
419,14.21,27,39,47,59,74,80,355.256,4,16,16,0,0,3,0,1,1,3,9,25,14,3,2,0,3,5,10,2,39,0
420,12.581,13,13,11,10,9,8,176.13,1,0,12,0,0,0,0,1,1,0,2,14,24,0,2,0,0,10,12,2,38,0
421,13.744,20,29,34,39,40,44,261.138,3,11,12,0,0,3,0,1,1,3,7,19,9,2,2,0,2,2,8,2,28,0
422,12.676,39,53,66,81,100,99,456.346,3,18,30,0,0,2,0,1,1,2,6,36,35,3,1,0,4,9,20,1,71,0
423,12.344,34,48,69,100,138,164,370.306,3,24,26,0,0,0,0,1,0,0,4,30,21,3,1,0,5,5,9,1,51,0
424,12.41,27,36,46,55,66,63,310.247,3,12,22,0,0,0,0,1,1,0,3,25,27,1,2,0,3,6,14,2,52,0
425,12.676,32,46,60,81,111,138,380.27,5,12,25,0,0,0,0,3,3,0,5,30,28,0,5,0,3,5,17,5,58,0
426,13.322,30,42,58,79,107,128,359.707,3,12,22,0,1,0,0,2,0,1,5,27,23,2,2,0,4,1,16,2,50,0
427,12.878,24,31,39,47,49,50,296.201,6,11,16,0,0,0,0,1,2,0,7,23,22,4,3,0,2,9,12,3,45,0
428,12.106,24,35,54,81,118,144,254.227,1,12,20,0,0,0,0,0,1,0,1,21,23,1,0,0,5,4,12,0,44,0
429,12.625,14,19,24,31,33,29,164.123,2,6,10,0,0,0,0,2,0,0,3,13,10,2,1,0,2,1,6,1,23,0
430,12.565,19,26,33,39,45,44,226.17,2,12,15,0,0,0,0,1,2,0,3,18,15,1,2,0,2,3,6,2,33,0
431,12.809,20,24,27,27,30,29,256.176,4,6,15,0,0,0,0,1,1,0,5,20,24,2,3,0,1,9,13,3,44,0
432,13.698,12,15,17,14,10,6,178.079,6,0,7,0,0,0,0,0,6,0,6,13,17,1,5,0,0,6,12,5,30,0
433,12.625,14,20,27,34,41,37,164.119,2,6,11,0,0,0,0,3,0,0,2,13,8,0,2,0,2,0,5,2,21,0
434,12.759,17,25,36,45,50,46,204.144,2,6,12,0,0,0,0,2,1,0,4,16,14,2,2,0,2,2,9,2,30,0
435,13.057,27,39,56,79,112,126,300.301,3,12,20,0,0,0,0,0,0,0,3,23,22,2,0,0,6,2,15,0,45,0
436,16.301,14,21,22,26,30,28,228.214,6,5,5,0,0,0,0,4,1,0,9,14,8,4,3,0,1,1,5,3,22,0
437,12.809,12,18,24,36,48,52,128.094,4,0,6,0,0,0,0,0,0,0,4,10,12,4,0,0,4,0,12,0,22,0
438,13.301,17,21,23,25,28,23,226.123,5,6,11,0,0,0,0,1,2,0,6,17,15,1,5,0,1,6,10,5,32,0
439,13.099,35,49,60,74,93,101,432.271,10,17,20,0,0,0,0,3,5,0,13,33,22,8,5,0,3,9,15,5,55,0
440,13.008,18,26,37,52,67,75,208.128,4,15,12,0,0,0,0,1,0,0,4,16,8,0,4,0,3,1,2,4,24,0
441,15.74,22,31,38,48,56,58,330.533,2,12,16,0,3,0,0,0,0,3,5,21,15,0,2,0,2,4,10,2,36,0
442,17.458,21,34,44,56,70,88,349.156,5,6,9,0,2,0,0,4,2,2,11,20,11,3,4,0,2,2,11,4,31,0
443,13.821,23,32,42,54,63,75,290.239,5,15,14,0,0,0,0,2,2,0,7,21,11,3,3,0,3,3,6,3,32,0
444,12.57,28,41,59,83,114,142,314.239,3,10,20,0,0,0,0,2,3,0,5,25,25,3,2,0,4,4,16,2,50,0
445,12.75,30,50,76,108,145,189,344.237,5,0,22,0,0,0,0,4,3,0,5,27,30,0,5,0,4,2,26,5,57,0
446,15.426,18,29,35,45,55,67,262.247,4,6,10,0,0,0,0,4,1,0,7,17,13,1,4,0,2,1,8,4,30,0
447,14.571,26,40,53,72,92,108,349.714,4,12,16,0,1,0,0,3,2,1,8,24,16,3,3,0,3,2,11,3,40,0
448,13.507,12,16,20,24,22,17,162.084,5,5,6,0,0,0,0,1,1,0,6,12,9,3,3,0,1,3,6,3,21,0
449,12.48,18,25,32,36,40,34,212.167,3,12,14,0,0,0,0,1,0,0,3,17,14,2,1,0,2,3,5,1,31,0
450,16.081,27,37,46,57,65,70,402.023,3,17,18,0,4,0,0,0,0,4,7,25,14,2,1,0,3,6,10,1,39,0
451,12.634,17,23,30,37,45,44,202.152,3,12,12,0,0,0,0,1,1,0,4,16,9,3,1,0,2,1,3,1,25,1
452,12.942,16,22,28,33,40,39,194.133,6,6,9,0,0,0,0,1,3,0,6,15,15,5,1,0,2,1,9,1,30,0
453,12.31,23,33,47,67,94,112,246.208,3,12,17,0,0,0,0,0,0,0,3,20,19,3,0,0,4,0,11,0,39,0
454,17.22,19,26,33,42,50,44,309.966,0,12,14,0,4,0,0,0,0,4,4,18,10,0,0,0,2,3,7,0,28,0
455,13.008,34,46,64,90,122,145,416.264,10,12,22,0,0,0,0,2,8,0,10,32,28,4,6,0,3,12,20,6,60,0
456,13.978,19,24,28,31,36,32,251.608,3,6,13,0,1,0,0,1,1,1,5,18,17,2,2,0,2,4,12,2,35,0
457,13.138,25,40,56,66,72,88,302.177,7,0,16,0,0,0,0,3,2,0,7,23,23,1,6,0,3,0,22,6,46,0
458,12.866,15,20,27,36,41,44,180.118,3,6,11,0,0,0,0,1,0,0,3,14,12,0,3,0,2,3,8,3,26,0
459,13.341,11,14,13,8,8,8,160.092,2,0,6,0,0,0,0,3,0,0,6,12,12,4,2,0,0,0,8,2,24,0
460,12.438,14,18,22,24,24,20,174.138,1,6,12,0,0,0,0,1,0,0,2,14,17,1,1,0,1,3,7,1,31,0
461,12.709,20,25,28,30,32,33,254.184,3,6,15,0,0,0,0,2,2,0,5,20,23,3,2,0,1,7,12,2,43,0
462,14.511,15,18,19,18,18,14,232.176,4,0,9,0,0,0,0,3,3,0,7,16,16,2,4,0,0,8,12,4,32,0
463,12.598,19,27,38,51,67,79,214.163,2,15,13,0,0,0,0,1,2,0,4,17,11,3,1,0,3,1,3,1,28,0
464,12.634,17,22,27,33,38,34,202.148,2,12,13,0,0,0,0,1,2,0,3,16,11,1,2,0,2,3,4,2,27,0
465,12.971,30,42,59,78,95,111,350.229,9,16,18,0,0,0,0,0,4,0,9,27,21,5,4,0,4,6,14,4,48,0
466,13.092,27,39,56,76,91,112,314.196,9,10,15,0,0,0,0,0,4,0,9,24,21,5,4,0,4,4,17,4,45,0
467,12.48,18,24,29,36,48,49,212.163,2,11,15,0,0,0,0,1,0,0,2,17,16,0,2,0,2,4,6,2,33,0
468,13.047,29,44,63,90,129,162,339.217,5,11,19,0,0,1,0,2,2,1,7,26,21,2,4,0,4,2,16,4,47,0
469,12.827,23,33,37,45,60,60,282.19,5,6,17,0,0,0,0,0,4,0,5,22,27,1,4,0,2,5,17,4,49,0
470,12.95,18,26,35,46,60,64,220.143,4,11,12,0,0,0,0,2,1,0,5,17,12,2,3,0,2,2,5,3,29,0
471,13.265,36,48,62,77,91,93,437.761,7,17,25,0,1,0,0,1,0,1,8,33,32,5,2,0,4,10,18,2,65,0
472,12.61,23,34,48,68,93,110,252.192,4,12,15,0,0,0,0,1,1,0,5,20,14,4,1,0,4,1,10,1,34,0
473,12.736,23,28,32,35,39,32,280.202,4,12,16,0,0,0,0,2,3,0,6,22,18,4,2,0,2,7,9,2,40,0
474,15.193,22,31,38,45,55,51,319.059,4,12,13,0,2,0,0,2,2,2,8,21,8,2,4,0,2,3,8,4,29,0
475,13.128,26,37,51,70,90,102,328.195,7,6,17,0,0,0,0,5,1,0,8,25,18,2,6,0,2,4,15,6,43,0
476,12.705,25,35,48,62,74,76,292.213,5,17,17,0,0,0,0,2,1,0,6,23,16,4,2,0,3,3,6,2,39,0
477,13.657,21,30,35,42,50,48,273.149,3,12,13,0,0,3,0,1,2,3,7,20,9,2,2,0,2,3,8,2,29,0
478,13.961,23,37,46,60,71,73,307.143,4,6,12,0,0,3,0,3,1,3,10,22,10,3,4,0,2,2,14,4,32,0
479,14.106,22,31,34,43,55,56,296.219,5,12,13,0,0,0,0,3,1,0,8,21,12,2,5,0,2,5,7,5,33,0
480,13.075,31,43,55,75,95,111,392.238,8,6,21,0,0,0,0,5,1,0,9,30,26,2,7,0,2,8,20,7,56,0
481,13.119,9,11,12,12,12,7,118.071,2,0,6,0,0,0,0,1,2,0,3,9,11,1,2,0,1,1,8,2,20,0
482,13.008,29,41,54,74,96,110,364.228,7,6,20,0,0,0,0,5,1,0,8,28,24,2,6,0,2,6,18,6,52,0
483,12.866,23,32,42,55,74,87,270.183,4,12,15,0,0,0,0,3,1,0,6,21,11,3,3,0,3,2,8,3,32,0
484,13.085,27,38,51,69,88,99,340.206,7,6,18,0,0,0,0,5,1,0,8,26,20,2,6,0,2,5,16,6,46,0
485,13.74,15,21,24,27,36,34,206.093,5,6,7,0,0,0,0,3,1,0,8,15,5,3,5,0,1,3,6,5,20,0
486,12.736,23,32,38,42,51,48,280.194,4,12,18,0,0,0,0,0,4,0,4,22,22,0,4,0,2,5,11,4,44,0
487,12.374,25,40,60,81,108,138,272.218,2,0,20,0,0,0,0,2,1,0,2,22,26,0,2,0,4,0,22,2,48,1
488,13.931,22,31,41,55,73,81,278.629,2,12,15,0,1,1,0,2,1,2,5,20,10,2,1,0,3,1,8,1,30,0
489,13.008,34,51,78,116,157,197,390.242,8,12,22,0,0,0,0,1,0,0,8,30,23,1,7,0,5,4,21,7,53,0
490,12.918,23,30,36,42,50,48,284.186,4,12,16,0,0,0,0,2,2,0,6,22,16,2,4,0,2,7,9,4,38,0
491,14.167,27,43,54,71,95,117,354.165,3,16,15,0,0,6,0,1,2,6,10,25,8,2,2,0,3,1,10,2,33,0
492,12.787,20,27,35,46,54,56,230.166,5,10,12,0,0,0,0,0,2,0,6,18,17,5,1,0,3,3,10,1,35,0
493,12.787,20,27,35,46,54,56,230.166,5,16,12,0,0,0,0,0,2,0,6,18,11,5,1,0,3,3,4,1,29,0
494,13.124,29,44,63,90,129,162,341.213,6,11,18,0,0,1,0,2,1,1,8,26,20,3,4,0,4,2,16,4,46,0
495,13.286,25,36,49,68,92,112,292.282,5,11,17,0,0,0,0,2,1,0,5,22,20,4,0,0,4,1,12,0,42,0
496,13.595,26,37,50,63,77,85,326.272,5,16,17,0,0,0,0,1,1,0,7,24,19,3,3,0,3,5,9,3,43,0
497,13.178,46,76,116,165,219,287,540.307,12,0,29,0,0,0,0,2,8,0,12,41,44,0,12,0,6,4,44,12,85,0
498,12.909,21,29,36,46,61,66,258.172,5,6,14,0,0,0,0,1,3,0,6,20,21,3,3,0,2,5,14,3,41,0
499,12.593,24,30,39,41,38,34,302.224,4,6,20,0,0,0,0,1,0,0,4,24,33,1,3,0,1,12,17,3,57,0
500,12.539,35,49,57,65,68,68,426.326,4,12,28,0,0,0,0,2,1,0,6,34,41,3,3,0,2,12,21,3,75,0
501,12.543,16,20,24,27,22,21,188.145,2,0,12,0,0,0,0,1,0,0,3,15,18,2,1,0,2,2,14,1,33,1
502,12.715,18,24,31,37,43,41,216.151,3,12,14,0,0,0,0,1,1,0,3,17,12,0,3,0,2,3,5,3,29,0
503,12.736,22,27,32,34,39,41,280.198,5,6,17,0,0,0,0,1,1,0,5,22,28,2,3,0,1,10,15,3,50,0
504,12.676,26,36,50,69,90,102,304.22,3,12,19,0,0,0,0,2,1,0,5,24,20,2,3,0,3,5,12,3,44,0
505,13.462,12,17,22,29,30,30,148.081,3,9,5,0,0,0,0,2,3,0,6,11,4,4,2,0,2,0,1,2,15,0
506,13.28,11,15,17,19,18,16,146.081,3,6,7,0,0,0,0,1,3,0,4,11,7,1,3,0,1,1,4,3,18,0
507,13.008,8,10,10,10,12,5,104.064,2,0,6,0,0,0,0,4,0,0,2,8,4,0,2,0,1,0,4,2,12,0
508,12.486,20,20,19,18,17,15,262.203,2,0,18,0,0,0,0,1,2,0,3,21,37,1,2,0,0,16,19,2,58,0
509,13.293,13,17,18,14,10,8,186.102,4,0,9,0,0,0,0,1,4,0,5,14,19,1,4,0,0,6,12,4,33,0
510,15.44,8,10,10,10,12,5,123.518,1,6,6,0,1,0,0,0,1,1,2,8,5,0,1,0,1,0,2,1,13,0
511,13.239,14,21,29,37,41,43,172.103,5,10,7,0,0,0,0,2,1,0,6,13,8,4,2,0,2,0,2,2,21,0
512,13.34,12,18,23,26,23,15,160.084,4,0,8,0,0,0,0,3,1,0,4,12,10,0,4,0,1,2,9,4,22,0
513,13.844,26,39,52,72,90,101,332.252,5,6,16,0,0,0,0,3,2,0,8,24,18,2,5,0,3,5,17,5,42,0
514,13.008,21,30,40,52,61,68,260.168,7,10,13,0,0,0,0,3,0,0,7,20,18,4,3,0,2,5,8,3,38,0
515,13.992,30,41,55,74,100,110,377.771,5,12,21,0,1,0,0,0,1,1,6,27,26,3,1,0,4,6,18,1,53,0
516,12.931,44,70,106,146,193,248,504.321,9,0,30,0,0,0,0,3,3,0,9,39,44,0,9,0,6,5,41,9,83,0
517,12.778,13,16,17,20,22,19,166.115,2,6,10,0,0,0,0,1,1,0,3,13,13,1,2,0,1,3,6,2,26,0
518,12.296,16,22,30,40,54,55,172.146,2,16,12,0,0,0,0,0,0,0,2,14,8,2,0,0,3,0,0,0,22,0
519,12.48,19,27,39,54,66,70,212.163,2,12,15,0,0,0,0,2,0,0,2,17,10,0,2,0,3,1,5,2,27,0
520,12.95,18,26,37,47,50,49,220.143,3,6,12,0,0,0,0,3,2,0,5,17,12,2,3,0,2,2,9,3,29,0
521,12.676,27,40,58,83,114,135,304.216,4,18,20,0,0,0,0,1,2,0,4,24,14,0,4,0,4,2,8,4,38,0
522,12.778,13,15,15,16,17,13,166.115,2,6,10,0,0,0,0,1,1,0,3,13,13,1,2,0,1,4,6,2,26,0
523,12.676,12,14,14,15,16,13,152.108,1,6,10,0,0,0,0,1,1,0,2,12,12,0,2,0,1,4,5,2,24,0
524,12.779,13,16,16,19,18,15,166.123,1,6,8,0,0,0,0,2,3,0,5,13,11,5,0,0,1,1,5,0,24,0
525,12.531,25,34,48,67,86,96,288.221,2,12,19,0,0,0,0,2,0,0,4,23,20,2,2,0,3,5,11,2,43,0
526,13.008,21,29,35,43,46,45,260.16,5,12,15,0,0,0,0,1,4,0,5,20,14,0,5,0,2,4,8,5,34,0
527,14.457,29,41,51,63,70,71,390.337,6,17,17,0,0,0,0,4,3,0,10,27,13,3,5,0,3,6,8,5,40,0
528,14.349,17,23,29,37,40,39,229.586,6,6,9,0,1,0,0,1,2,1,7,16,12,5,1,0,2,2,10,1,28,0
529,13.28,26,49,80,132,193,270,292.158,7,0,15,0,0,0,0,2,2,0,7,22,18,0,7,0,5,1,24,7,40,0
530,12.565,18,24,25,26,30,27,226.178,3,6,13,0,0,0,0,1,2,0,5,18,19,5,0,0,1,2,10,0,37,1
531,13.208,10,13,14,16,13,9,132.078,2,0,6,0,0,0,0,2,1,0,4,10,10,2,2,0,1,2,8,2,20,0
532,12.733,32,45,60,75,95,102,369.27,5,17,23,0,0,1,0,2,0,1,6,29,24,3,2,0,4,5,13,2,53,0
533,13.771,27,39,49,65,86,102,344.263,5,12,17,0,0,0,0,3,2,0,8,25,18,2,5,0,3,5,12,5,43,0
534,13.074,34,51,77,112,153,200,392.234,8,12,22,0,0,0,0,1,1,0,8,30,22,0,8,0,5,4,21,8,52,0
535,12.783,34,52,70,97,138,174,396.269,6,17,25,0,0,0,0,3,3,0,6,31,24,0,6,0,4,3,14,6,55,0
536,13.603,23,35,46,64,86,104,285.653,5,16,15,0,1,0,0,0,1,1,6,21,16,5,0,0,3,1,7,0,37,0
537,12.635,18,25,35,47,57,62,202.156,5,16,11,0,0,0,0,0,1,0,5,16,9,5,0,0,3,1,2,0,25,0
538,12.676,23,32,43,55,69,69,266.191,3,12,17,0,0,0,0,4,1,0,4,21,11,1,3,0,3,2,7,3,32,0
539,12.851,19,24,24,27,32,28,244.165,4,6,14,0,0,0,0,1,3,0,5,19,22,2,3,0,1,7,12,3,41,0
540,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,4,3,0,5,26,28,0,5,0,4,2,25,5,54,0
541,12.836,32,52,76,106,143,184,372.247,6,0,23,0,0,0,0,5,2,0,6,29,30,0,6,0,4,3,27,6,59,0
542,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,5,2,0,5,26,26,0,5,0,4,2,24,5,52,0
543,12.759,17,24,35,43,44,39,204.144,2,6,12,0,0,0,0,2,2,0,4,16,14,2,2,0,2,2,9,2,30,0
544,14.011,19,26,32,35,38,38,266.213,3,6,13,0,0,0,0,3,1,0,6,19,19,1,4,0,1,7,10,4,38,0
545,13.385,36,60,66,87,104,118,468.473,4,12,31,0,0,0,0,0,2,0,4,35,48,0,2,0,2,4,24,2,83,0
546,13.99,28,39,52,70,96,104,349.761,4,12,20,0,1,0,0,0,0,1,5,25,24,3,0,0,4,4,16,0,49,0
547,12.842,24,30,35,40,45,42,308.208,3,6,18,0,0,0,0,3,2,0,6,24,26,2,4,0,1,10,15,4,50,0
548,12.884,16,21,22,29,32,35,206.144,6,6,10,0,0,0,0,0,2,0,6,16,19,5,1,0,1,5,10,1,35,0
549,13.888,16,21,22,29,32,35,222.212,6,6,10,0,0,0,0,0,2,0,6,16,19,5,0,0,1,5,10,0,35,0
550,14.113,14,18,22,26,24,17,197.58,1,6,11,0,1,0,0,1,0,1,3,14,14,1,1,0,1,3,7,1,28,0
551,16.078,13,17,19,20,23,20,209.011,1,6,9,0,2,0,0,1,1,2,4,13,9,1,1,0,1,2,6,1,22,0
552,14.239,15,20,20,27,28,31,213.587,5,6,9,0,1,0,0,0,2,1,6,15,16,5,0,0,1,4,9,0,31,0
553,12.318,13,18,22,25,24,20,160.131,1,6,12,0,0,0,0,0,1,0,1,13,18,0,1,0,1,2,7,1,31,0
554,12.942,15,19,21,25,29,24,194.125,3,6,11,0,0,0,0,1,1,0,4,15,15,1,3,0,1,3,8,3,30,0
555,12.581,46,68,94,128,160,212,528.398,4,28,34,0,0,0,0,4,4,0,8,42,34,4,4,0,5,8,14,4,76,0
556,13.184,18,27,37,49,59,67,224.135,7,10,10,0,0,0,0,2,1,0,7,17,14,4,3,0,2,2,6,3,31,0
557,13.86,18,25,32,42,50,49,235.613,4,12,12,0,1,0,0,0,2,1,5,17,13,4,0,0,2,2,6,0,30,0
558,12.842,12,17,24,24,18,14,154.104,2,0,9,0,0,0,0,3,1,0,3,12,13,1,2,0,1,2,9,2,25,0
559,13.271,30,40,54,72,98,116,358.317,6,12,21,0,0,0,0,1,1,0,6,27,25,3,2,0,4,5,17,2,52,0
560,12.937,31,44,61,82,100,117,362.24,9,16,19,0,0,0,0,0,4,0,9,28,23,5,4,0,4,6,15,4,51,0
561,14.082,45,71,112,175,260,375,549.217,8,24,27,0,2,0,0,2,5,2,12,39,21,3,7,0,7,3,19,7,60,0
562,12.41,27,35,44,54,68,68,310.247,3,17,22,0,0,0,0,0,1,0,3,25,25,1,2,0,3,8,10,2,50,0
563,15.277,16,24,26,36,41,44,229.162,4,10,8,0,0,3,0,0,1,3,7,15,5,2,1,0,2,1,6,1,20,0
564,12.776,34,49,68,91,116,132,383.277,6,16,23,0,0,1,0,1,0,1,7,30,27,4,2,0,5,4,17,2,57,0
565,13.305,38,54,73,96,122,137,452.38,5,22,27,0,0,2,0,2,0,2,7,34,25,3,1,0,5,5,14,1,59,0
566,12.809,21,27,33,41,46,49,256.176,3,6,15,0,0,0,0,1,2,0,5,20,22,2,3,0,2,7,14,3,42,0
567,13.648,24,35,45,58,70,79,300.25,4,12,17,0,0,0,0,4,0,0,5,22,14,0,4,0,3,3,8,4,36,0
568,12.709,22,30,39,50,57,65,254.18,3,6,16,0,0,0,0,1,1,0,4,20,21,1,3,0,3,4,15,3,41,0
569,13.721,14,19,22,25,24,25,192.09,6,5,6,0,0,0,0,2,1,0,8,14,8,4,4,0,1,3,7,4,22,0
570,12.555,24,33,42,54,72,75,276.206,3,12,19,0,0,0,0,4,2,0,3,22,14,0,3,0,3,2,8,3,36,0
571,18.356,14,21,23,25,29,30,256.989,4,6,6,0,0,0,0,2,3,0,8,14,6,1,6,0,1,2,6,6,20,0
572,13.008,10,13,15,16,14,9,130.082,2,6,7,0,0,0,0,1,2,0,3,10,7,1,2,0,1,1,3,2,17,0
573,13.371,24,36,52,72,92,112,294.162,9,10,12,0,0,0,0,1,5,0,10,22,15,5,5,0,3,3,13,5,37,0
574,13.257,17,24,31,38,45,47,212.12,5,6,10,0,0,0,0,3,2,0,6,16,12,2,4,0,2,2,8,4,28,0
575,14.349,16,20,23,25,27,22,229.582,3,0,10,0,1,0,0,2,1,1,6,16,18,3,2,0,1,4,14,2,34,0
576,12.931,31,46,68,96,119,154,336.214,6,12,20,0,0,0,0,0,0,0,6,26,18,0,6,0,6,2,19,6,44,0
577,13.35,20,29,38,48,58,53,253.647,1,6,17,0,1,0,0,0,0,1,2,19,26,1,0,0,2,5,14,0,45,0
578,13.465,36,53,73,98,127,157,444.347,8,16,22,0,0,0,0,3,1,0,11,33,30,6,4,0,4,7,17,4,63,0
579,13.15,39,58,82,112,151,183,460.265,10,18,25,0,0,0,0,1,5,0,10,35,22,0,10,0,5,4,20,10,57,0
580,14.13,18,25,29,34,40,38,240.203,5,12,10,0,0,0,0,2,2,0,7,17,10,4,2,0,2,3,4,2,27,0
581,13.341,37,50,57,68,80,86,480.26,12,0,22,0,0,0,0,6,0,0,14,36,34,4,10,0,2,11,31,10,70,0
582,12.733,32,45,61,77,96,107,369.27,4,12,23,0,0,1,0,2,1,1,6,29,26,3,2,0,4,6,18,2,55,0
583,13.253,33,54,80,117,166,221,384.327,5,0,24,0,0,0,0,4,0,0,5,29,32,0,4,0,5,1,29,4,61,0
584,12.942,17,24,34,46,52,60,194.133,6,10,9,0,0,0,0,0,1,0,6,15,11,5,1,0,3,1,7,1,26,0
585,13.257,17,24,31,38,45,47,212.12,5,6,10,0,0,0,0,2,2,0,6,16,14,2,4,0,2,2,9,4,30,0
586,12.836,33,55,85,120,159,212,372.247,6,0,23,0,0,0,0,3,3,0,6,29,32,0,6,0,5,2,30,6,61,0
587,14.882,24,33,37,44,48,50,342.293,6,11,13,0,0,0,0,4,3,0,10,23,13,3,5,0,2,7,9,5,36,0
588,13.906,20,28,33,38,44,42,264.221,4,12,13,0,0,0,0,3,2,0,6,19,12,2,3,0,2,3,5,3,31,0
589,14.583,14,20,21,24,24,23,204.166,4,6,8,0,0,0,0,3,2,0,6,14,10,2,3,0,1,2,5,3,24,0
590,14.106,22,31,37,45,54,58,296.223,7,12,12,0,0,0,0,2,2,0,9,21,14,4,4,0,2,5,8,4,35,0
591,14.584,14,20,21,24,24,23,204.17,3,6,7,0,0,0,0,3,3,0,7,14,10,4,2,0,1,2,5,2,24,0
592,14.012,19,27,31,37,43,44,252.214,5,12,11,0,0,0,0,2,2,0,7,18,12,4,2,0,2,3,5,2,30,0
593,14.116,20,28,33,38,46,46,268.213,6,12,11,0,0,0,0,2,2,0,8,19,12,4,3,0,2,4,6,3,31,0
594,15.309,18,26,30,36,39,41,260.259,6,11,9,0,0,0,0,2,2,0,8,17,10,4,2,0,2,3,5,2,27,0
595,14.247,18,26,30,36,39,41,242.195,5,11,10,0,0,0,0,2,2,0,7,17,11,3,3,0,2,3,5,3,28,0
596,14.922,11,16,16,16,18,17,164.145,3,6,6,0,0,0,0,2,2,0,5,11,8,2,2,0,1,1,3,2,19,0
597,13.648,24,34,43,54,64,69,300.258,5,17,15,0,0,0,0,2,2,0,7,22,14,4,2,0,3,4,5,2,36,0
598,14.012,18,25,29,34,40,38,238.207,4,12,11,0,0,0,0,2,2,0,6,17,11,3,2,0,2,3,4,2,28,0
599,13.726,23,33,41,51,64,67,288.247,5,17,14,0,0,0,0,2,2,0,7,21,12,4,2,0,3,3,4,2,33,0
600,15.391,17,24,28,33,35,36,246.252,5,11,9,0,0,0,0,2,2,0,7,16,9,3,2,0,2,3,4,2,25,0
601,13.253,32,44,61,82,104,115,384.331,3,18,23,0,0,0,0,3,0,0,6,29,20,2,3,0,4,6,11,3,49,0
602,14.123,19,28,34,39,44,46,254.206,5,11,11,0,0,0,0,2,2,0,7,18,13,3,3,0,2,3,6,3,31,0
603,13.712,22,31,42,55,70,81,274.24,4,16,14,0,0,0,0,1,1,0,6,20,13,3,2,0,3,3,5,2,33,0
604,13.837,24,34,42,49,55,61,318.249,5,6,15,0,0,0,0,3,2,0,8,23,23,3,4,0,2,6,15,4,46,0
605,13.712,21,30,35,44,54,62,274.24,3,10,14,0,0,0,0,2,2,0,6,20,21,3,2,0,2,6,9,2,41,0
606,13.79,19,26,33,37,39,42,248.218,3,11,14,0,0,0,0,2,1,0,4,18,12,0,3,0,2,4,6,3,30,0
607,12.884,34,47,64,87,117,137,412.272,5,12,24,0,0,0,0,4,1,0,8,32,26,2,6,0,3,10,18,6,58,0
608,16.417,26,36,44,54,68,65,394.0,4,18,16,0,4,0,0,0,0,4,8,24,8,2,2,0,3,4,8,2,32,0
609,14.146,15,22,25,26,27,31,212.193,4,5,9,0,0,0,0,1,1,0,6,15,16,4,1,0,1,1,9,1,31,0
610,13.65,15,21,27,33,37,36,191.097,4,6,8,0,0,1,0,2,1,1,6,14,9,2,3,0,2,1,7,3,23,0
611,13.396,29,42,58,81,107,123,348.302,5,11,19,0,0,0,0,2,1,0,7,26,22,4,2,0,4,2,16,2,48,0
612,16.53,28,39,46,50,60,58,446.319,9,12,16,0,0,0,0,2,0,0,11,27,20,0,6,2,2,10,14,6,47,0
613,13.574,53,80,119,170,236,315,624.406,14,17,32,0,0,0,0,1,3,0,14,46,32,0,13,0,8,6,35,13,78,0
614,12.937,31,44,61,79,100,118,362.24,8,11,19,0,0,0,0,1,1,0,9,28,25,5,4,0,4,4,19,4,53,0
615,13.923,40,57,75,98,120,143,501.224,8,17,26,0,2,0,0,0,0,2,10,36,31,5,3,0,5,8,23,3,67,0
616,12.296,38,54,70,85,104,114,430.357,3,18,32,0,0,0,0,0,2,0,3,35,41,1,2,0,4,8,20,2,76,0
617,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,2,1,0,2,21,28,0,2,0,4,0,22,2,49,0
618,14.767,20,29,26,39,28,36,310.105,3,0,12,0,0,0,0,2,4,0,9,21,32,4,3,2,0,10,18,3,53,0
619,13.061,21,31,44,61,76,83,248.153,4,6,13,0,0,0,0,4,1,0,6,19,10,2,4,0,3,1,11,4,29,0
