,AWeight,PC1,PC2,PC3,PC4,PC5,PC6,Weight,naccr,naro,ncarb,ncobr,ncocl,ncof,ncoi,ndb,ndonr,nhal,nhet,nhev,nhyd,nnitro,noxy,nphos,nring,nrot,nsb,nsulph,nta,ntb
830,12.344,12,15,18,19,20,17,148.124,2,6,10,0,0,0,0,0,1,0,2,12,16,2,0,0,1,3,6,0,28,0
831,13.238,13,17,21,23,26,24,172.095,3,6,9,0,0,0,0,1,1,0,4,13,10,0,4,0,1,3,6,4,23,0
832,12.625,13,16,20,23,25,22,164.119,2,6,11,0,0,0,0,1,0,0,2,13,14,0,2,0,1,4,6,2,27,0
833,12.842,12,15,17,20,21,15,154.104,2,6,9,0,0,0,0,1,1,0,3,12,11,1,2,0,1,2,5,2,23,0
834,12.343,20,27,34,43,56,54,222.182,2,17,16,0,0,0,0,0,2,0,2,18,13,1,1,0,3,2,3,1,31,0
835,14.54,14,19,21,22,26,22,203.56,2,6,10,0,1,0,0,1,1,1,4,14,11,0,3,0,1,3,7,3,25,0
836,12.543,16,20,24,28,32,26,188.141,2,12,13,0,0,0,0,1,0,0,2,15,10,0,2,0,2,2,3,2,25,0
837,12.842,12,15,17,18,20,17,154.104,3,6,9,0,0,0,0,0,3,0,3,12,13,1,2,0,1,3,6,2,25,0
838,12.931,13,16,18,19,22,19,168.107,3,6,10,0,0,0,0,1,1,0,3,13,12,0,3,0,1,3,6,3,25,0
839,15.126,19,27,32,38,42,45,272.27,6,11,10,0,0,0,0,2,2,0,8,18,12,4,2,0,2,4,6,2,30,0
840,12.866,14,17,19,20,23,21,180.118,3,6,11,0,0,0,0,1,1,0,3,14,14,0,3,0,1,4,7,3,28,0
841,13.175,13,18,23,28,32,34,158.096,3,10,7,0,0,0,0,1,1,0,5,12,5,3,2,0,2,1,2,2,17,0
842,12.609,10,12,14,15,15,9,126.094,2,6,8,0,0,0,0,0,1,0,2,10,11,1,1,0,1,2,4,1,21,0
843,14.735,13,17,18,20,23,20,191.549,2,6,9,0,1,0,0,1,1,1,4,13,9,0,3,0,1,3,6,3,22,0
844,15.473,17,21,23,25,28,26,263.035,3,6,12,0,2,0,0,1,0,2,5,17,14,0,3,0,1,6,10,3,31,0
845,13.207,10,13,15,16,16,12,132.074,3,6,7,0,0,0,0,1,2,0,3,10,6,0,3,0,1,1,3,3,16,0
846,17.473,11,13,13,11,8,6,209.682,2,0,8,0,1,0,0,2,0,1,4,12,14,1,0,0,0,4,9,0,26,0
847,12.676,10,13,17,21,21,18,114.087,2,10,6,0,0,0,0,0,1,0,3,9,5,3,0,0,2,0,0,0,14,0
848,14.461,10,13,17,21,21,18,130.151,2,10,7,0,0,0,0,0,0,0,2,9,5,1,0,0,2,0,0,0,14,0
849,16.328,12,17,21,28,32,30,179.611,3,10,7,0,1,0,0,0,1,1,4,11,5,2,0,0,2,0,2,0,16,0
850,15.191,8,10,11,10,10,5,121.526,1,6,6,0,1,0,0,0,1,1,2,8,6,1,0,0,1,0,2,0,14,0
851,12.26,8,10,11,10,10,5,98.084,1,6,7,0,0,0,0,0,1,0,1,8,9,1,0,0,1,0,2,0,17,0
852,15.44,8,10,11,10,10,5,123.518,1,6,6,0,1,0,0,0,1,1,2,8,5,0,1,0,1,0,2,1,13,0
853,12.233,9,12,13,13,14,8,110.095,1,6,8,0,0,0,0,0,1,0,1,9,11,1,0,0,1,0,3,0,20,0
854,12.233,9,12,13,13,14,8,110.095,1,6,8,0,0,0,0,0,1,0,1,9,11,1,0,0,1,0,3,0,20,0
855,14.837,9,12,13,13,14,8,133.537,1,6,7,0,1,0,0,0,1,1,2,9,8,1,0,0,1,0,3,0,17,0
856,17.442,9,12,13,13,14,8,156.979,1,6,6,0,2,0,0,0,1,2,3,9,5,1,0,0,1,0,3,0,14,0
857,17.663,9,12,13,13,14,8,158.971,1,6,6,0,2,0,0,0,1,2,3,9,4,0,1,0,1,0,3,1,13,0
858,12.233,9,12,13,13,14,8,110.095,1,6,8,0,0,0,0,0,1,0,1,9,11,1,0,0,1,0,3,0,20,0
859,12.455,9,12,13,13,14,8,112.091,2,6,7,0,0,0,0,0,2,0,2,9,10,2,0,0,1,0,3,0,19,0
860,12.676,9,12,13,13,14,8,114.083,2,6,7,0,0,0,0,0,2,0,2,9,9,1,1,0,1,0,3,1,18,0
861,21.388,10,14,16,16,18,11,213.878,0,6,6,0,4,0,0,0,0,4,4,10,2,0,0,0,1,0,4,0,12,0
862,38.549,5,5,4,1,0,0,231.294,0,0,3,2,1,0,0,0,0,3,3,6,5,0,0,0,0,2,5,0,11,0
863,35.307,5,5,4,1,0,0,211.84,1,0,3,2,0,0,0,0,1,2,3,6,6,0,1,0,0,2,5,1,12,0
864,12.676,6,7,7,7,3,1,76.054,1,0,5,0,0,0,0,0,1,0,1,6,10,0,1,0,1,0,6,1,16,0
865,13.392,13,18,21,23,26,24,174.091,3,6,8,0,0,0,0,2,1,0,5,13,7,1,4,0,1,2,5,4,20,0
866,16.418,18,25,30,36,46,41,279.103,3,12,12,0,2,0,0,0,2,2,5,17,8,0,2,0,2,2,6,2,25,0
867,12.344,19,25,30,35,40,32,222.186,1,12,15,0,0,0,0,1,2,0,3,18,17,3,0,0,2,2,6,0,35,0
868,13.341,12,16,19,20,23,20,160.088,4,6,7,0,0,0,0,1,1,0,5,12,8,2,3,0,1,2,5,3,20,0
869,12.363,18,24,29,32,38,34,210.175,3,12,14,0,0,0,0,1,1,0,3,17,15,3,0,0,2,2,5,0,32,0
870,12.809,9,11,9,6,6,4,128.086,2,0,8,0,0,0,0,2,0,0,2,10,14,0,2,0,0,3,7,2,24,0
871,19.044,10,14,14,14,14,9,190.436,0,6,7,0,3,0,0,0,0,3,3,10,5,0,0,0,1,0,4,0,15,0
872,12.676,12,18,19,19,23,20,152.108,2,6,10,0,0,0,0,0,2,0,2,12,14,0,2,0,1,0,6,2,26,0
873,18.999,11,16,16,16,18,17,208.992,2,6,6,0,0,0,0,1,3,0,5,11,8,1,3,0,1,1,4,3,19,0
874,13.562,9,12,13,14,12,8,122.059,2,0,5,0,0,0,0,2,2,0,4,9,7,1,3,0,1,1,7,3,16,0
875,12.011,9,11,12,12,12,7,108.099,0,6,9,0,0,0,0,0,0,0,0,9,12,0,0,0,1,1,3,0,21,0
876,12.011,9,11,12,12,12,7,108.099,0,6,9,0,0,0,0,1,0,0,0,9,10,0,0,0,1,1,2,0,19,0
877,13.008,10,13,14,15,16,10,130.082,2,6,7,0,0,0,0,1,2,0,3,10,7,1,2,0,1,1,3,2,17,0
878,12.609,10,13,14,15,16,10,126.094,2,6,8,0,0,0,0,0,1,0,2,10,11,1,1,0,1,1,4,1,21,0
879,13.008,10,13,14,15,16,10,130.082,2,6,7,0,0,0,0,1,0,0,3,10,7,1,2,0,1,1,3,2,17,0
880,13.208,10,13,14,15,16,10,132.078,3,6,6,0,0,0,0,1,1,0,4,10,6,2,2,0,1,1,3,2,16,0
881,13.545,13,18,22,23,26,24,176.083,5,6,8,0,0,0,0,1,3,0,5,13,8,0,5,0,1,1,6,5,21,0
882,16.915,12,17,20,21,24,20,202.984,3,6,6,0,2,0,0,1,1,2,6,12,4,2,2,0,1,1,5,2,16,0
883,13.099,11,15,17,17,20,16,144.089,3,6,7,0,0,0,0,1,1,0,4,11,8,2,2,0,1,1,4,2,19,0
884,13.099,11,15,17,17,20,16,144.089,3,6,7,0,0,0,0,1,1,0,4,11,8,2,2,0,1,1,4,2,19,0
885,12.736,11,14,16,16,18,15,140.097,2,6,9,0,0,0,0,1,0,0,2,11,10,0,2,0,1,1,4,2,21,0
886,13.099,11,14,16,16,18,15,144.085,3,6,8,0,0,0,0,1,1,0,3,11,8,0,3,0,1,1,4,3,19,0
887,13.008,10,13,14,14,16,13,130.082,2,6,7,0,0,0,0,1,0,0,3,10,7,1,2,0,1,1,3,2,17,0
888,15.352,10,13,14,14,16,13,153.524,2,6,6,0,1,0,0,1,0,1,4,10,4,1,2,0,1,1,3,2,14,0
889,13.208,10,13,14,14,16,13,132.078,3,6,6,0,0,0,0,1,1,0,4,10,6,2,2,0,1,1,3,2,16,0
890,13.099,11,14,16,16,18,17,144.089,3,6,7,0,0,0,0,1,1,0,4,11,8,2,2,0,1,2,4,2,19,0
891,13.174,12,16,18,18,20,21,158.092,3,6,8,0,0,0,0,2,0,0,4,12,7,1,3,0,1,2,4,3,19,0
892,12.759,7,7,7,5,2,0,102.072,2,0,6,0,0,0,0,0,1,0,2,8,15,1,1,0,0,4,7,1,23,0
893,12.26,8,9,10,10,10,5,98.084,1,6,7,0,0,0,0,0,0,0,1,8,5,1,0,0,1,0,1,0,13,1
894,12.26,8,9,10,10,10,5,98.084,1,6,7,0,0,0,0,0,1,0,1,8,9,1,0,0,1,1,2,0,17,0
895,13.008,8,9,10,10,10,5,104.068,2,0,5,0,0,0,0,1,0,0,3,8,10,2,1,0,1,1,7,1,18,0
896,15.004,18,25,30,34,42,40,255.063,2,12,13,0,2,0,0,0,2,2,4,17,12,2,0,0,2,2,6,0,29,0
897,12.438,15,19,22,27,31,27,174.138,2,12,12,0,0,0,0,0,2,0,2,14,11,1,1,0,2,2,3,1,25,0
898,16.132,20,27,31,36,43,39,306.515,1,12,13,0,3,0,0,1,2,3,6,19,9,2,1,0,2,2,7,1,28,0
899,12.676,12,15,16,16,18,13,152.112,1,6,9,0,0,0,0,1,1,0,3,12,12,2,1,0,1,1,5,1,24,0
900,12.296,15,19,22,26,32,26,172.146,2,12,12,0,0,0,0,0,2,0,2,14,12,2,0,0,2,2,3,0,26,0
901,13.895,18,24,28,32,40,38,236.211,4,12,12,0,0,0,0,1,1,0,5,17,10,2,2,0,2,3,5,2,27,0
902,12.221,20,27,32,36,44,46,232.201,2,12,17,0,0,0,0,0,0,0,2,19,22,2,0,0,2,4,8,0,41,0
903,12.598,18,23,28,32,40,38,214.159,3,12,14,0,0,0,0,0,1,0,3,17,15,1,2,0,2,4,6,2,32,0
904,12.246,18,23,26,32,38,34,208.179,2,12,15,0,0,0,0,0,2,0,2,17,18,2,0,0,2,4,6,0,35,0
905,12.277,16,21,24,28,36,30,184.157,2,12,13,0,0,0,0,0,2,0,2,15,14,2,0,0,2,2,4,0,29,0
906,13.973,16,21,24,28,36,30,209.591,2,12,12,0,1,0,0,0,1,1,3,15,10,1,1,0,2,2,4,1,25,0
907,12.165,14,17,20,24,28,22,158.139,1,0,12,0,0,0,0,0,1,0,1,13,23,1,0,0,2,2,14,0,36,0
908,12.26,16,20,22,24,28,25,196.168,2,6,14,0,0,0,0,0,2,0,2,16,24,2,0,0,1,6,10,0,40,0
909,12.385,17,21,24,29,32,26,198.164,1,12,13,0,0,0,0,1,2,0,3,16,13,3,0,0,2,2,4,0,29,0
910,12.51,17,21,24,29,32,26,200.156,1,12,13,0,0,0,0,1,2,0,3,16,12,2,1,0,2,2,4,1,28,0
911,12.736,11,14,14,17,17,14,140.101,2,6,8,0,0,0,0,1,2,0,3,11,10,2,1,0,1,1,4,1,21,0
912,12.609,10,13,15,15,17,12,126.094,2,6,8,0,0,0,0,0,1,0,2,10,11,1,1,0,1,1,4,1,21,0
913,15.017,18,24,31,41,49,50,240.268,5,10,11,0,0,0,0,0,0,0,5,16,12,2,1,0,3,2,8,1,28,0
914,12.51,11,11,11,11,10,7,150.116,2,0,10,0,0,0,0,0,1,0,2,12,23,1,1,0,0,8,11,1,35,0
915,12.625,25,28,29,28,29,26,328.238,4,0,22,0,0,0,0,2,0,0,4,26,42,0,4,0,0,17,23,4,68,0
916,19.555,9,10,11,12,12,7,175.992,0,6,8,1,0,0,0,0,0,1,1,9,9,0,0,0,1,2,3,0,18,0
917,12.676,9,10,11,12,12,7,114.083,1,6,7,0,0,0,0,1,1,0,2,9,7,1,1,0,1,2,2,1,16,0
918,12.555,11,14,14,16,18,13,138.105,1,6,9,0,0,0,0,1,1,0,2,11,11,1,1,0,1,1,4,1,22,0
919,13.103,42,45,48,50,54,55,550.326,12,6,30,0,0,0,0,1,1,0,12,42,53,1,11,0,1,32,35,11,95,0
920,12.454,8,8,8,6,4,2,112.087,1,0,8,0,0,0,0,0,1,0,1,9,18,0,1,0,0,5,8,1,27,0
921,12.581,6,6,5,3,1,0,88.065,1,0,6,0,0,0,0,0,1,0,1,7,14,0,1,0,0,3,6,1,21,0
922,13.436,6,6,5,3,1,0,94.049,3,0,4,0,0,0,0,1,0,0,3,7,5,1,2,0,0,1,4,2,12,1
923,12.454,9,12,13,13,14,8,112.087,1,6,8,0,0,0,0,0,1,0,1,9,10,0,1,0,1,0,3,1,19,0
924,20.747,8,10,10,10,12,5,165.977,1,6,6,1,0,0,0,0,1,1,2,8,6,1,0,0,1,0,2,0,14,0
925,13.606,9,10,9,6,6,4,136.062,4,0,6,0,0,0,0,2,0,0,4,10,10,0,4,0,0,3,7,4,20,0
926,12.809,12,18,22,27,33,36,128.086,2,0,8,0,0,0,0,0,0,0,2,10,12,0,2,0,3,1,12,2,22,0
927,12.296,6,7,4,4,0,0,86.073,1,0,6,0,0,0,0,0,1,0,1,7,15,1,0,0,0,2,6,0,22,0
928,13.72,6,7,4,4,0,0,96.041,3,0,4,0,0,0,0,2,0,0,3,7,6,0,3,0,0,0,4,3,13,0
929,13.72,7,9,9,10,6,2,96.041,3,0,4,0,0,0,0,2,0,0,3,7,4,0,3,0,1,0,5,3,11,0
930,17.663,8,9,8,6,4,1,158.971,1,0,6,0,2,0,0,0,0,2,3,9,12,0,1,0,0,4,8,1,21,0
931,12.233,9,12,12,15,12,10,110.095,1,6,8,0,0,0,0,0,1,0,1,9,11,1,0,0,1,0,3,0,20,0
932,21.71,7,8,8,8,8,3,151.97,0,6,6,1,0,0,0,0,0,1,1,7,5,0,0,0,1,0,1,0,12,0
933,12.581,7,8,8,8,8,3,88.065,1,0,6,0,0,0,0,0,1,0,1,7,12,0,1,0,1,0,7,1,19,0
934,12.581,7,8,8,8,8,3,88.065,1,0,6,0,0,0,0,1,0,0,1,7,10,0,1,0,1,0,6,1,17,0
935,12.296,7,8,8,8,8,3,86.073,1,6,6,0,0,0,0,0,0,0,1,7,7,1,0,0,1,0,1,0,14,0
936,15.645,7,8,8,8,8,3,109.515,1,6,5,0,1,0,0,0,0,1,2,7,4,1,0,0,1,0,1,0,11,0
937,13.15,6,6,4,3,2,0,92.053,1,0,5,0,0,0,0,1,1,0,2,7,10,0,2,0,0,3,5,2,17,0
938,12.809,9,14,7,6,9,0,128.086,2,0,8,0,0,0,0,0,2,0,2,10,18,0,2,0,0,3,9,2,28,0
939,13.008,7,8,5,4,4,0,104.064,2,0,6,0,0,0,0,2,0,0,2,8,10,0,2,0,0,3,5,2,18,0
940,13.099,10,11,10,7,6,6,144.089,2,0,7,0,0,0,0,4,2,0,4,11,10,2,2,0,0,4,6,2,21,0
941,13.34,5,4,3,2,1,0,80.042,2,0,4,0,0,0,0,0,2,0,2,6,10,0,2,0,0,3,5,2,16,0
942,12.897,8,8,6,5,4,3,116.075,1,0,7,0,0,0,0,1,1,0,2,9,14,0,2,0,0,5,7,2,23,0
943,15.284,10,11,8,7,6,5,168.129,3,0,6,0,0,0,0,2,2,0,5,11,10,0,4,0,0,6,8,4,21,0
944,12.581,6,5,4,3,2,1,88.065,1,0,6,0,0,0,0,0,1,0,1,7,14,0,1,0,0,4,6,1,21,0
945,13.436,6,5,4,3,2,1,94.049,3,0,4,0,0,0,0,0,3,0,3,7,11,1,2,0,0,4,6,2,18,0
946,19.278,6,5,4,3,2,1,134.949,1,0,4,0,2,0,0,0,0,2,3,7,8,0,1,0,0,4,6,1,15,0
947,13.72,6,5,4,3,2,1,96.041,3,0,4,0,0,0,0,0,2,0,3,7,10,0,3,0,0,4,6,3,17,0
948,12.51,7,6,5,4,3,2,100.08,2,0,6,0,0,0,0,0,0,0,2,8,8,2,0,0,0,3,5,0,16,2
949,13.008,7,6,5,4,3,2,104.064,2,0,6,0,0,0,0,0,1,0,2,8,14,0,2,0,0,5,7,2,22,0
950,18.107,8,7,6,5,4,3,162.959,2,0,5,0,2,0,0,0,0,2,4,9,10,0,2,0,0,6,8,2,19,0
951,12.736,10,10,8,7,6,5,140.097,1,0,9,0,0,0,0,1,1,0,2,11,18,0,2,0,0,7,9,2,29,0
952,12.809,14,13,12,11,10,9,192.129,3,0,12,0,0,0,0,0,0,0,3,15,26,0,3,0,0,12,14,3,41,0
953,20.253,20,36,58,85,110,117,384.813,2,0,9,0,6,0,0,3,2,6,10,19,4,0,4,0,2,2,17,4,23,0
954,13.15,6,7,6,2,0,0,92.053,1,0,5,0,0,0,0,1,1,0,2,7,10,0,2,0,0,2,5,2,17,0
955,12.746,21,31,46,65,87,95,242.169,4,12,15,0,0,0,0,2,1,0,4,19,11,1,3,0,3,1,7,3,30,0
956,12.787,20,30,44,62,82,87,230.158,4,12,14,0,0,0,0,2,2,0,4,18,9,1,3,0,3,0,6,3,27,0
957,12.509,17,22,28,36,40,34,200.152,1,12,14,0,0,0,0,1,1,0,2,16,12,0,2,0,2,3,4,2,28,0
958,15.487,20,32,39,54,64,68,294.245,5,11,10,0,0,0,0,4,3,0,9,19,9,1,6,0,2,2,5,6,28,0
959,12.598,19,28,40,55,74,80,214.159,3,12,14,0,0,0,0,2,1,0,3,17,9,1,2,0,3,0,5,2,26,0
960,12.581,28,34,41,46,52,49,352.26,4,6,24,0,0,0,0,2,0,0,4,28,38,0,4,0,1,14,20,4,66,0
961,13.34,15,20,26,31,36,33,200.105,4,6,10,0,0,0,0,1,1,0,5,15,12,0,5,0,1,4,8,5,27,0
962,12.715,18,23,28,32,35,29,216.151,3,12,14,0,0,0,0,1,1,0,3,17,12,0,3,0,2,3,5,3,29,0
963,13.34,9,12,14,13,12,8,120.063,3,6,6,0,0,0,0,1,1,0,3,9,6,0,3,0,1,0,2,3,15,0
964,12.809,10,13,15,16,14,9,128.086,1,6,8,0,0,0,0,1,1,0,2,10,8,0,2,0,1,1,3,2,18,0
965,12.842,26,35,45,58,75,85,308.204,5,17,19,0,0,0,0,2,0,0,5,24,16,0,5,0,3,5,7,5,40,0
966,12.509,17,22,28,32,36,30,200.152,2,12,14,0,0,0,0,1,1,0,2,16,12,0,2,0,2,3,4,2,28,0
967,12.759,17,22,27,33,38,34,204.144,3,12,12,0,0,0,0,1,1,0,4,16,10,2,2,0,2,3,4,2,26,0
968,14.279,16,24,29,35,44,48,214.181,3,11,10,0,0,0,0,2,2,0,5,15,9,1,3,0,2,1,3,3,24,0
969,14.814,21,28,35,42,46,42,296.284,4,12,14,0,0,0,0,2,2,0,6,20,10,0,4,0,2,5,7,4,30,0
970,12.676,19,26,34,40,50,52,228.166,4,12,14,0,0,0,0,0,2,0,4,18,16,2,2,0,2,3,7,2,34,0
971,12.26,17,24,30,34,44,44,196.168,2,12,14,0,0,0,0,0,2,0,2,16,16,2,0,0,2,1,5,0,32,0
972,12.778,13,16,20,23,25,22,166.115,3,6,10,0,0,0,0,0,1,0,3,13,15,1,2,0,1,4,7,2,28,0
973,13.84,16,21,25,30,37,31,207.595,1,12,13,0,1,0,0,0,1,1,2,15,11,0,1,0,2,2,4,1,26,0
974,12.555,11,14,16,18,20,13,138.105,2,6,9,0,0,0,0,0,2,0,2,11,13,1,1,0,1,2,5,1,24,0
975,12.48,18,23,28,32,36,30,212.163,2,12,15,0,0,0,0,2,0,0,2,17,12,0,2,0,2,4,4,2,29,0
976,12.555,11,14,15,17,18,11,138.105,1,6,9,0,0,0,0,1,1,0,2,11,11,1,1,0,1,1,4,1,22,0
977,12.625,13,19,21,24,26,21,164.119,2,6,11,0,0,0,0,0,1,0,2,13,16,0,2,0,1,1,7,2,29,0
978,15.895,14,21,23,25,29,30,222.529,2,6,7,0,1,3,0,1,0,4,7,14,3,1,2,0,1,1,7,2,17,0
979,13.008,12,15,18,20,23,18,156.096,3,6,9,0,0,0,0,1,1,0,3,12,10,0,3,0,1,3,5,3,22,0
980,13.34,12,16,19,20,23,20,160.084,3,6,8,0,0,0,0,1,2,0,4,12,8,0,4,0,1,2,5,4,20,0
981,17.929,14,20,20,22,24,25,251.009,2,6,7,0,0,0,0,2,4,0,7,14,9,2,4,0,1,2,6,4,23,0
982,15.791,9,12,13,14,12,8,142.119,5,5,3,0,0,0,0,1,1,0,6,9,3,3,2,0,1,1,3,2,12,0
983,13.174,12,16,18,19,22,18,158.092,3,6,8,0,0,0,0,2,0,0,4,12,7,1,3,0,1,2,4,3,19,0
984,13.34,12,16,18,19,22,18,160.084,2,6,8,0,0,0,0,2,2,0,4,12,6,0,4,0,1,2,4,4,18,0
985,12.48,20,30,46,68,93,112,212.167,2,16,14,0,0,0,0,1,1,0,3,17,8,2,1,0,4,0,3,1,25,0
986,12.51,27,39,56,76,105,117,300.232,4,11,20,0,0,0,0,1,1,0,4,24,24,2,2,0,5,4,15,2,48,0
987,12.897,18,22,27,32,36,31,232.15,4,6,14,0,0,0,0,2,0,0,4,18,18,0,4,0,1,6,10,4,36,0
988,12.897,18,22,27,32,36,31,232.15,4,6,14,0,0,0,0,4,0,0,4,18,14,0,4,0,1,6,8,4,32,0
989,12.326,21,28,37,47,59,57,234.197,3,17,16,0,0,0,0,1,1,0,3,19,13,3,0,0,3,2,3,0,32,0
990,12.897,19,26,34,41,47,46,232.15,4,12,14,0,0,0,0,1,2,0,4,18,12,0,4,0,2,3,6,4,30,0
991,13.008,21,29,38,46,54,57,260.16,5,12,15,0,0,0,0,1,2,0,5,20,14,0,5,0,2,4,8,5,34,0
992,12.759,17,23,29,35,40,37,204.14,3,12,13,0,0,0,0,1,2,0,3,16,10,0,3,0,2,2,4,3,26,0
993,12.26,18,26,38,55,73,83,196.168,2,15,14,0,0,0,0,0,1,0,2,16,14,2,0,0,3,1,3,0,30,0
994,12.536,21,29,39,52,69,73,238.181,2,17,16,0,0,0,0,1,1,0,3,19,11,1,2,0,3,2,3,2,30,0
995,12.565,19,24,29,33,35,29,226.17,3,12,15,0,0,0,0,1,1,0,3,18,15,1,2,0,2,4,6,2,33,0
996,12.851,21,31,43,60,80,94,244.161,4,15,15,0,0,0,0,1,0,0,4,19,14,0,4,0,3,2,5,4,33,0
997,16.749,12,17,20,23,24,16,200.988,2,6,7,0,2,0,0,1,2,2,5,12,5,1,2,0,1,1,5,2,17,0
998,13.462,12,17,22,29,30,30,148.085,5,9,4,0,0,0,0,1,3,0,7,11,4,6,1,0,2,0,2,1,15,0
999,14.583,14,18,20,23,25,21,204.162,3,6,9,0,0,0,0,2,2,0,5,14,8,0,4,0,1,4,6,4,22,0
