,LDI,Mac,Mnc,Mpc,QCmax,QCmin,QCss,QHmax,QHmin,QHss,QNmax,QNmin,QNss,QOmax,QOmin,QOss,Qass,Qmax,Qmin,Rnc,Rpc,SPP,Tac,Tnc,Tpc
0,0.226,0.142,-0.19,0.114,0.294,-0.03,0.187,0.077,0.064,0.015,0.064,0.062,0.008,-0.258,-0.258,0.267,0.483,0.294,-0.258,0.227,0.258,0.552,2.279,-1.14,1.14
1,0.312,0.218,-0.264,0.185,0.339,-0.057,0.186,0.297,0.062,0.272,0.0,0.0,0.0,-0.246,-0.504,0.797,1.255,0.339,-0.504,0.273,0.183,0.843,3.698,-1.849,1.849
2,0.289,0.164,-0.377,0.105,0.157,0.027,0.063,0.213,0.035,0.209,0.0,0.0,0.0,-0.344,-0.394,0.711,0.983,0.213,-0.394,0.209,0.113,0.607,3.767,-1.884,1.884
3,0.32,0.211,-0.256,0.179,0.335,-0.044,0.168,0.297,0.063,0.273,0.0,0.0,0.0,-0.246,-0.504,0.797,1.238,0.335,-0.504,0.281,0.187,0.839,3.587,-1.794,1.794
4,0.288,0.194,-0.249,0.159,0.337,-0.058,0.154,0.297,0.062,0.235,-0.395,-0.395,0.156,-0.246,-0.506,0.545,1.09,0.337,-0.506,0.29,0.193,0.843,3.491,-1.746,1.746
5,0.372,0.198,-0.317,0.144,0.321,0.075,0.122,0.296,0.045,0.177,-0.318,-0.318,0.101,-0.23,-0.48,0.44,0.864,0.321,-0.48,0.303,0.203,0.801,3.168,-1.584,1.584
6,0.337,0.138,-0.22,0.1,0.303,-0.03,0.095,0.296,0.029,0.124,-0.33,-0.33,0.109,-0.252,-0.481,0.295,0.623,0.303,-0.481,0.437,0.275,0.784,2.203,-1.102,1.102
7,0.245,0.15,-0.178,0.13,0.307,-0.055,0.121,0.296,0.044,0.194,0.0,0.0,0.0,-0.252,-0.508,0.553,0.868,0.307,-0.508,0.356,0.215,0.815,2.854,-1.427,1.427
8,0.334,0.151,-0.339,0.097,0.303,0.018,0.119,0.296,0.035,0.127,-0.324,-0.324,0.105,-0.252,-0.481,0.384,0.735,0.303,-0.481,0.355,0.224,0.784,2.712,-1.356,1.356
9,0.307,0.158,-0.394,0.098,0.066,0.066,0.009,0.21,0.059,0.102,0.0,0.0,0.0,-0.394,-0.394,0.31,0.421,0.21,-0.394,0.5,0.267,0.604,1.576,-0.788,0.788
10,0.425,0.174,-0.299,0.123,0.326,-0.011,0.264,0.296,0.03,0.215,-0.343,-0.343,0.118,-0.25,-0.481,0.664,1.26,0.326,-0.481,0.23,0.156,0.807,4.186,-2.093,2.093
11,0.333,0.183,-0.274,0.137,0.182,0.095,0.096,0.168,0.104,0.1,-0.215,-0.382,0.402,0.0,0.0,0.0,0.598,0.182,-0.382,0.278,0.133,0.564,2.743,-1.371,1.371
12,0.311,0.178,-0.316,0.124,0.167,0.072,0.173,0.211,0.059,0.233,-0.216,-0.382,0.375,-0.347,-0.394,0.574,1.354,0.211,-0.394,0.138,0.074,0.605,5.69,-2.845,2.845
13,0.529,0.237,-0.288,0.201,0.323,0.185,0.311,0.174,0.088,0.146,-0.275,-0.352,0.391,-0.248,-0.27,0.197,1.044,0.323,-0.352,0.175,0.161,0.675,4.025,-2.013,2.013
14,0.312,0.187,-0.375,0.125,0.183,0.079,0.081,0.213,0.06,0.208,0.0,0.0,0.0,-0.347,-0.388,0.703,0.993,0.213,-0.388,0.207,0.114,0.601,3.747,-1.873,1.873
15,0.213,0.134,-0.143,0.126,0.335,-0.062,0.132,0.297,0.062,0.108,0.0,0.0,0.0,-0.246,-0.478,0.289,0.528,0.335,-0.478,0.476,0.334,0.813,2.009,-1.004,1.004
16,0.286,0.121,-0.215,0.084,0.315,-0.052,0.208,0.296,0.027,0.161,-0.332,-0.332,0.221,-0.249,-0.481,0.357,0.971,0.315,-0.481,0.249,0.163,0.796,3.87,-1.935,1.935
17,0.336,0.148,-0.197,0.118,0.269,-0.012,0.182,0.226,0.066,0.088,0.062,0.062,0.008,-0.205,-0.395,0.701,1.321,0.584,-0.395,0.167,0.248,0.979,4.722,-2.361,2.361
18,0.219,0.165,-0.193,0.145,0.157,-0.058,0.057,0.293,0.062,0.189,0.0,0.0,0.0,-0.504,-0.504,0.509,0.754,0.293,-0.504,0.436,0.253,0.797,2.316,-1.158,1.158
19,0.242,0.139,-0.202,0.106,0.269,-0.05,0.198,0.211,0.058,0.154,0.062,-0.346,0.123,-0.258,-0.394,0.512,1.005,0.269,-0.394,0.178,0.121,0.663,4.439,-2.22,2.22
20,0.128,0.131,-0.125,0.138,0.182,0.12,0.194,0.0,0.0,0.0,0.0,0.0,0.0,-0.295,-0.295,0.087,0.399,0.182,-0.295,0.215,0.132,0.477,2.754,-1.377,1.377
21,0.119,0.074,-0.107,0.057,0.303,-0.062,0.131,0.296,0.023,0.258,0.0,0.0,0.0,-0.252,-0.481,0.758,1.147,0.303,-0.481,0.188,0.118,0.784,5.122,-2.561,2.561
22,0.453,0.245,-0.367,0.184,0.336,0.086,0.349,0.296,0.042,0.315,0.0,0.0,0.0,-0.249,-0.481,1.024,1.688,0.336,-0.481,0.187,0.131,0.817,5.144,-2.572,2.572
23,0.403,0.189,-0.276,0.144,0.351,-0.003,0.218,0.223,0.06,0.278,-0.176,-0.383,0.251,-0.228,-0.387,0.795,1.762,0.469,-0.387,0.117,0.142,0.856,6.63,-3.315,3.315
24,0.228,0.106,-0.129,0.09,0.336,-0.061,0.145,0.07,0.062,0.025,0.0,0.0,0.0,-0.246,-0.423,0.239,0.409,0.336,-0.423,0.468,0.372,0.759,1.806,-0.903,0.903
25,0.126,0.094,-0.107,0.083,0.118,-0.062,0.026,0.293,0.028,0.104,0.0,0.0,0.0,-0.508,-0.508,0.258,0.388,0.293,-0.508,0.678,0.391,0.801,1.498,-0.749,0.749
26,0.266,0.177,-0.202,0.157,0.339,-0.061,0.151,0.297,0.062,0.19,0.0,0.0,0.0,-0.246,-0.507,0.546,0.887,0.339,-0.507,0.359,0.24,0.846,2.827,-1.414,1.414
27,0.298,0.114,-0.186,0.082,0.336,-0.047,0.254,0.07,0.028,0.024,0.0,0.0,0.0,-0.246,-0.427,0.485,0.763,0.336,-0.427,0.287,0.226,0.763,2.97,-1.485,1.485
28,0.19,0.081,-0.132,0.059,0.303,-0.065,0.112,0.296,0.023,0.099,0.0,0.0,0.0,-0.252,-0.481,0.295,0.506,0.303,-0.481,0.455,0.286,0.784,2.115,-1.058,1.058
29,0.357,0.155,-0.291,0.106,0.305,-0.038,0.104,0.296,0.026,0.141,0.0,0.0,0.0,-0.252,-0.481,0.45,0.694,0.305,-0.481,0.413,0.262,0.786,2.329,-1.165,1.165
30,0.258,0.135,-0.191,0.104,0.16,-0.058,0.064,0.293,0.062,0.116,0.0,0.0,0.0,-0.493,-0.504,0.497,0.677,0.293,-0.504,0.44,0.256,0.797,2.292,-1.146,1.146
31,0.274,0.148,-0.181,0.125,0.322,-0.062,0.198,0.296,0.061,0.142,-0.341,-0.341,0.116,-0.25,-0.48,0.366,0.822,0.322,-0.48,0.295,0.198,0.802,3.25,-1.625,1.625
32,0.465,0.215,-0.301,0.167,0.317,-0.041,0.226,0.296,0.024,0.18,0.0,0.0,0.0,-0.251,-0.481,0.588,0.994,0.317,-0.481,0.319,0.211,0.798,3.01,-1.505,1.505
33,0.387,0.17,-0.272,0.124,0.326,-0.013,0.172,0.296,0.03,0.123,-0.343,-0.343,0.117,-0.25,-0.48,0.368,0.781,0.326,-0.48,0.353,0.239,0.806,2.721,-1.361,1.361
34,0.47,0.246,-0.369,0.184,0.333,0.082,0.237,0.296,0.042,0.229,0.0,0.0,0.0,-0.249,-0.481,0.732,1.198,0.333,-0.481,0.261,0.18,0.814,3.686,-1.843,1.843
35,0.519,0.252,-0.328,0.205,0.315,0.147,0.121,0.296,0.052,0.191,0.0,0.0,0.0,-0.252,-0.481,0.572,0.997,0.336,-0.481,0.293,0.205,0.817,3.281,-1.64,1.64
36,0.286,0.186,-0.232,0.155,0.307,-0.055,0.153,0.296,0.044,0.276,0.0,0.0,0.0,-0.252,-0.504,0.803,1.233,0.307,-0.504,0.271,0.165,0.811,3.715,-1.858,1.858
37,0.258,0.11,-0.172,0.08,0.303,-0.052,0.1,0.296,0.027,0.127,-0.33,-0.33,0.109,-0.252,-0.481,0.295,0.631,0.303,-0.481,0.399,0.251,0.784,2.414,-1.207,1.207
38,0.427,0.154,-0.288,0.105,0.268,0.01,0.122,0.159,0.046,0.064,-0.178,-0.369,0.281,-0.27,-0.27,0.073,0.54,0.268,-0.369,0.32,0.232,0.637,2.308,-1.154,1.154
39,0.382,0.174,-0.226,0.141,0.346,-0.003,0.132,0.173,0.068,0.091,-0.202,-0.385,0.274,-0.246,-0.246,0.06,0.558,0.346,-0.385,0.341,0.307,0.731,2.256,-1.128,1.128
40,0.327,0.153,-0.277,0.105,0.351,-0.003,0.185,0.211,0.034,0.175,-0.176,-0.383,0.252,-0.246,-0.394,0.489,1.102,0.351,-0.394,0.178,0.159,0.745,4.427,-2.214,2.214
41,0.215,0.094,-0.111,0.081,0.311,-0.062,0.128,0.066,0.032,0.021,0.0,0.0,0.0,-0.252,-0.426,0.245,0.394,0.311,-0.426,0.479,0.349,0.737,1.781,-0.891,0.891
42,0.089,0.062,-0.081,0.05,0.139,-0.055,0.053,0.293,0.024,0.114,0.0,0.0,0.0,-0.299,-0.508,0.347,0.515,0.293,-0.508,0.39,0.225,0.801,2.603,-1.301,1.301
43,0.334,0.1,-0.183,0.069,0.316,-0.045,0.144,0.07,0.024,0.019,0.0,0.0,0.0,-0.251,-0.465,0.369,0.532,0.316,-0.465,0.425,0.288,0.781,2.192,-1.096,1.096
44,0.094,0.08,-0.12,0.06,0.069,0.069,0.029,0.05,0.05,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.069,-0.12,0.167,0.096,0.189,1.436,-0.718,0.718
45,0.392,0.173,-0.292,0.123,0.322,-0.018,0.353,0.296,0.029,0.291,-0.318,-0.344,0.337,-0.25,-0.48,0.736,1.749,0.322,-0.48,0.15,0.1,0.802,6.418,-3.209,3.209
46,0.229,0.109,-0.231,0.071,0.092,-0.002,0.012,0.167,0.034,0.08,-0.245,-0.348,0.29,0.0,0.0,0.0,0.383,0.167,-0.348,0.376,0.181,0.515,1.852,-0.926,0.926
47,0.192,0.12,-0.165,0.094,0.307,-0.062,0.114,0.296,0.044,0.142,-0.361,-0.361,0.13,-0.252,-0.481,0.295,0.68,0.307,-0.481,0.365,0.233,0.788,2.635,-1.318,1.318
48,0.213,0.133,-0.177,0.106,0.372,-0.062,0.214,0.297,0.04,0.141,-0.361,-0.361,0.13,-0.243,-0.475,0.367,0.853,0.372,-0.475,0.299,0.234,0.847,3.185,-1.592,1.592
49,0.332,0.182,-0.314,0.128,0.3,0.072,0.235,0.211,0.059,0.211,-0.198,-0.33,0.283,-0.265,-0.394,0.644,1.373,0.3,-0.394,0.139,0.106,0.694,5.644,-2.822,2.822
50,0.171,0.083,-0.135,0.06,0.303,-0.052,0.101,0.296,0.027,0.102,0.0,0.0,0.0,-0.252,-0.481,0.295,0.515,0.303,-0.481,0.444,0.279,0.784,2.167,-1.084,1.084
51,0.249,0.194,-0.387,0.129,0.111,0.111,0.074,0.211,0.066,0.292,0.0,0.0,0.0,-0.387,-0.387,0.901,1.267,0.211,-0.387,0.167,0.091,0.598,4.65,-2.325,2.325
52,0.229,0.096,-0.176,0.066,0.216,-0.034,0.072,0.166,0.033,0.098,-0.356,-0.361,0.257,-0.275,-0.497,0.323,0.749,0.216,-0.497,0.314,0.137,0.713,3.161,-1.581,1.581
53,0.32,0.167,-0.357,0.109,0.217,0.015,0.132,0.213,0.033,0.241,-0.346,-0.346,0.12,-0.275,-0.394,0.783,1.275,0.217,-0.394,0.158,0.087,0.611,4.997,-2.499,2.499
54,0.209,0.106,-0.177,0.076,0.216,-0.034,0.065,0.293,0.033,0.17,-0.356,-0.361,0.257,-0.275,-0.508,0.334,0.826,0.293,-0.508,0.319,0.184,0.801,3.185,-1.592,1.592
55,0.182,0.091,-0.123,0.072,0.221,-0.062,0.065,0.169,0.033,0.052,-0.326,-0.326,0.106,-0.275,-0.275,0.076,0.299,0.221,-0.326,0.379,0.256,0.547,1.722,-0.861,0.861
56,0.016,0.056,-0.05,0.063,-0.018,-0.062,0.028,0.063,0.062,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.063,-0.062,0.123,0.126,0.125,1.002,-0.501,0.501
57,0.224,0.153,-0.245,0.111,0.174,-0.052,0.133,0.293,0.039,0.294,0.0,0.0,0.0,-0.294,-0.508,1.093,1.52,0.293,-0.508,0.207,0.12,0.801,4.901,-2.45,2.45
58,0.235,0.132,-0.198,0.099,0.25,-0.046,0.072,0.159,0.063,0.073,-0.264,-0.366,0.203,-0.269,-0.269,0.073,0.421,0.25,-0.366,0.37,0.253,0.616,1.977,-0.988,0.988
59,0.276,0.154,-0.215,0.119,0.337,-0.045,0.126,0.297,0.063,0.11,-0.264,-0.264,0.07,-0.246,-0.478,0.289,0.594,0.337,-0.478,0.444,0.313,0.815,2.151,-1.075,1.075
60,0.141,0.058,-0.084,0.045,0.036,-0.054,0.011,0.084,0.028,0.036,-0.264,-0.299,0.159,0.0,0.0,0.0,0.207,0.084,-0.299,0.394,0.111,0.383,1.518,-0.759,0.759
61,0.153,0.064,-0.106,0.046,0.036,-0.062,0.015,0.064,0.046,0.032,-0.378,-0.378,0.143,0.0,0.0,0.0,0.191,0.064,-0.378,0.592,0.101,0.442,1.276,-0.638,0.638
62,0.068,0.056,-0.095,0.04,0.043,-0.065,0.021,0.21,0.023,0.061,0.0,0.0,0.0,-0.396,-0.396,0.157,0.239,0.21,-0.396,0.522,0.277,0.606,1.518,-0.759,0.759
63,0.246,0.152,-0.184,0.129,0.335,-0.046,0.124,0.297,0.063,0.153,-0.399,-0.399,0.159,-0.246,-0.478,0.289,0.725,0.335,-0.478,0.37,0.26,0.813,2.581,-1.291,1.291
64,0.139,0.139,-0.151,0.129,0.155,0.081,0.066,0.293,0.293,0.086,0.0,0.0,0.0,-0.505,-0.505,0.255,0.439,0.293,-0.505,0.558,0.324,0.798,1.809,-0.904,0.904
65,0.017,0.052,-0.045,0.063,-0.011,-0.062,0.034,0.063,0.062,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.063,-0.062,0.098,0.1,0.125,1.254,-0.627,0.627
66,0.045,0.07,-0.078,0.064,-0.004,-0.062,0.021,0.118,0.033,0.053,-0.33,-0.33,0.109,0.0,0.0,0.0,0.183,0.118,-0.33,0.471,0.169,0.448,1.401,-0.7,0.7
67,0.264,0.136,-0.143,0.13,0.322,-0.062,0.205,0.174,0.062,0.082,-0.276,-0.322,0.18,-0.248,-0.272,0.136,0.603,0.322,-0.322,0.225,0.225,0.644,2.866,-1.433,1.433
68,0.299,0.185,-0.208,0.166,0.336,-0.061,0.249,0.297,0.062,0.192,0.0,0.0,0.0,-0.246,-0.478,0.578,1.018,0.336,-0.478,0.287,0.202,0.814,3.329,-1.664,1.664
69,0.289,0.157,-0.184,0.138,0.354,-0.058,0.154,0.297,0.062,0.107,-0.249,-0.249,0.062,-0.245,-0.477,0.287,0.61,0.354,-0.477,0.433,0.321,0.831,2.203,-1.101,1.101
70,0.261,0.126,-0.274,0.082,0.074,-0.037,0.012,0.211,0.026,0.101,0.0,0.0,0.0,-0.391,-0.394,0.308,0.421,0.211,-0.394,0.479,0.256,0.605,1.643,-0.821,0.821
71,0.299,0.163,-0.285,0.114,0.268,0.045,0.101,0.16,0.086,0.073,-0.248,-0.364,0.262,-0.268,-0.268,0.072,0.508,0.268,-0.364,0.319,0.235,0.632,2.281,-1.14,1.14
72,0.34,0.189,-0.307,0.136,0.356,0.045,0.162,0.297,0.086,0.11,-0.246,-0.261,0.128,-0.244,-0.476,0.287,0.687,0.356,-0.476,0.388,0.29,0.832,2.455,-1.228,1.228
73,0.353,0.209,-0.254,0.178,0.355,-0.044,0.279,0.297,0.063,0.191,-0.248,-0.248,0.062,-0.245,-0.478,0.576,1.108,0.355,-0.478,0.268,0.199,0.833,3.56,-1.78,1.78
74,0.457,0.163,-0.264,0.117,0.317,-0.016,0.11,0.296,0.039,0.113,-0.31,-0.31,0.096,-0.251,-0.48,0.294,0.613,0.317,-0.48,0.454,0.3,0.797,2.114,-1.057,1.057
75,0.288,0.186,-0.372,0.124,0.189,0.072,0.097,0.211,0.059,0.251,0.0,0.0,0.0,-0.294,-0.394,0.839,1.187,0.211,-0.394,0.176,0.095,0.605,4.467,-2.234,2.234
76,0.346,0.145,-0.254,0.101,0.088,0.009,0.008,0.234,0.044,0.091,-0.329,-0.329,0.108,-0.2,-0.286,0.161,0.439,0.266,-0.329,0.325,0.262,0.595,2.028,-1.014,1.014
77,0.106,0.078,-0.105,0.063,0.046,-0.062,0.014,0.166,0.033,0.084,-0.33,-0.361,0.239,0.0,0.0,0.0,0.338,0.166,-0.361,0.383,0.176,0.527,1.883,-0.942,0.942
78,0.429,0.184,-0.276,0.138,0.325,0.011,0.17,0.175,0.07,0.071,-0.274,-0.314,0.174,-0.248,-0.269,0.134,0.549,0.325,-0.314,0.284,0.294,0.639,2.211,-1.106,1.106
79,0.627,0.238,-0.318,0.191,0.309,0.309,0.096,0.161,0.161,0.104,-0.352,-0.352,0.248,-0.249,-0.249,0.062,0.509,0.309,-0.352,0.369,0.324,0.661,1.906,-0.953,0.953
80,0.225,0.091,-0.161,0.063,0.336,-0.065,0.24,0.211,0.023,0.082,0.0,0.0,0.0,-0.246,-0.489,0.861,1.183,0.336,-0.489,0.203,0.139,0.825,4.825,-2.412,2.412
81,0.375,0.221,-0.312,0.17,0.328,0.049,0.243,0.296,0.067,0.171,-0.185,-0.312,0.132,-0.25,-0.48,0.509,1.055,0.328,-0.48,0.256,0.175,0.808,3.749,-1.875,1.875
82,0.33,0.182,-0.243,0.146,0.337,-0.052,0.204,0.296,0.063,0.251,0.0,0.0,0.0,-0.249,-0.504,0.931,1.386,0.337,-0.504,0.231,0.154,0.841,4.368,-2.184,2.184
83,0.219,0.149,-0.157,0.141,0.337,-0.062,0.162,0.296,0.062,0.158,0.0,0.0,0.0,-0.249,-0.479,0.434,0.754,0.337,-0.479,0.34,0.239,0.816,2.822,-1.411,1.411
84,0.193,0.102,-0.122,0.088,0.31,-0.058,0.138,0.296,0.024,0.13,0.0,0.0,0.0,-0.252,-0.497,0.541,0.81,0.31,-0.497,0.313,0.195,0.807,3.174,-1.587,1.587
85,0.295,0.125,-0.204,0.09,0.343,-0.05,0.34,0.118,0.033,0.093,-0.295,-0.295,0.087,-0.246,-0.493,1.161,1.681,0.343,-0.493,0.161,0.112,0.836,6.117,-3.059,3.059
86,0.114,0.073,-0.1,0.057,0.096,-0.052,0.035,0.084,0.063,0.038,-0.254,-0.254,0.129,0.0,0.0,0.0,0.202,0.096,-0.254,0.317,0.12,0.35,1.602,-0.801,0.801
87,0.398,0.134,-0.267,0.089,0.332,0.014,0.252,0.104,0.046,0.03,-0.229,-0.32,0.302,-0.247,-0.267,0.132,0.716,0.332,-0.32,0.199,0.207,0.652,3.21,-1.605,1.605
88,0.255,0.087,-0.142,0.062,0.332,-0.064,0.275,0.168,0.023,0.052,-0.215,-0.336,0.302,-0.247,-0.267,0.132,0.761,0.332,-0.336,0.168,0.167,0.668,3.988,-1.994,1.994
89,0.283,0.113,-0.156,0.088,0.332,-0.064,0.29,0.234,0.023,0.116,-0.21,-0.332,0.297,-0.194,-0.282,0.287,1.077,0.332,-0.332,0.126,0.126,0.664,5.288,-2.644,2.644
90,0.214,0.133,-0.181,0.105,0.255,-0.058,0.091,0.293,0.062,0.138,-0.329,-0.329,0.108,-0.269,-0.507,0.33,0.666,0.293,-0.507,0.401,0.232,0.8,2.53,-1.265,1.265
91,0.135,0.068,-0.092,0.054,0.272,-0.063,0.134,0.065,0.023,0.05,-0.242,-0.338,0.173,-0.267,-0.267,0.071,0.435,0.272,-0.338,0.217,0.175,0.61,3.113,-1.557,1.557
92,0.258,0.114,-0.14,0.097,0.418,-0.062,0.208,0.105,0.062,0.041,-0.245,-0.306,0.153,0.0,0.0,0.0,0.486,0.418,-0.306,0.243,0.333,0.724,2.511,-1.256,1.256
93,0.304,0.124,-0.174,0.096,0.332,-0.101,0.297,0.234,0.046,0.099,-0.21,-0.321,0.29,-0.194,-0.282,0.287,1.06,0.332,-0.321,0.123,0.128,0.653,5.205,-2.603,2.603
94,0.111,0.105,-0.105,0.105,0.115,-0.06,0.035,0.179,0.062,0.081,-0.046,-0.321,0.148,0.0,0.0,0.0,0.263,0.179,-0.321,0.382,0.214,0.5,1.68,-0.84,0.84
95,0.141,0.094,-0.1,0.089,0.104,-0.062,0.046,0.234,0.062,0.126,-0.355,-0.355,0.126,-0.194,-0.282,0.155,0.54,0.295,-0.355,0.221,0.183,0.65,3.212,-1.606,1.606
96,0.159,0.083,-0.119,0.064,0.164,-0.059,0.104,0.158,0.025,0.085,-0.17,-0.383,0.328,0.0,0.0,0.0,0.518,0.164,-0.383,0.23,0.099,0.547,3.325,-1.663,1.663
97,0.26,0.089,-0.147,0.064,0.32,-0.052,0.265,0.173,0.024,0.164,-0.193,-0.354,0.544,-0.248,-0.497,0.555,1.528,0.32,-0.497,0.141,0.091,0.817,7.067,-3.533,3.533
98,0.132,0.078,-0.098,0.065,0.089,-0.059,0.03,0.084,0.062,0.038,-0.255,-0.255,0.13,0.0,0.0,0.0,0.198,0.089,-0.255,0.326,0.113,0.344,1.564,-0.782,0.782
99,0.138,0.109,-0.118,0.101,0.144,-0.03,0.03,0.293,0.065,0.094,0.0,0.0,0.0,-0.506,-0.506,0.256,0.387,0.293,-0.506,0.713,0.413,0.799,1.419,-0.709,0.709
100,0.279,0.153,-0.181,0.132,0.341,-0.04,0.181,0.296,0.064,0.114,0.0,0.0,0.0,-0.248,-0.48,0.522,0.831,0.341,-0.48,0.331,0.235,0.821,2.899,-1.45,1.45
101,0.249,0.118,-0.164,0.092,0.303,-0.04,0.132,0.296,0.031,0.115,0.0,0.0,0.0,-0.252,-0.492,0.537,0.799,0.303,-0.492,0.333,0.205,0.795,2.952,-1.476,1.476
102,0.313,0.212,-0.3,0.163,0.339,-0.04,0.16,0.297,0.063,0.273,0.0,0.0,0.0,-0.246,-0.508,0.804,1.236,0.339,-0.508,0.282,0.189,0.847,3.596,-1.798,1.798
103,0.274,0.125,-0.193,0.092,0.271,-0.038,0.143,0.18,0.064,0.091,0.062,-0.276,0.08,-0.201,-0.497,0.706,1.088,0.271,-0.497,0.215,0.117,0.768,4.62,-2.31,2.31
104,0.266,0.181,-0.257,0.14,0.317,-0.006,0.224,0.293,0.067,0.101,0.067,0.062,0.008,-0.258,-0.502,0.519,0.853,0.317,-0.502,0.326,0.206,0.819,3.082,-1.541,1.541
105,0.346,0.146,-0.233,0.106,0.274,-0.024,0.117,0.169,0.029,0.087,-0.175,-0.369,0.276,-0.267,-0.267,0.071,0.551,0.274,-0.369,0.317,0.235,0.643,2.332,-1.166,1.166
106,0.242,0.137,-0.19,0.107,0.269,-0.036,0.138,0.159,0.064,0.076,0.062,-0.375,0.196,-0.218,-0.258,0.228,0.693,0.269,-0.375,0.219,0.157,0.644,3.424,-1.712,1.712
107,0.05,0.069,-0.066,0.072,0.032,-0.062,0.023,0.156,0.037,0.079,-0.399,-0.399,0.159,0.0,0.0,0.0,0.262,0.156,-0.399,0.464,0.182,0.555,1.719,-0.86,0.86
108,0.31,0.159,-0.274,0.112,0.226,0.022,0.181,0.211,0.034,0.174,-0.198,-0.382,0.36,-0.35,-0.394,0.429,1.146,0.226,-0.394,0.159,0.091,0.62,4.941,-2.47,2.47
109,0.162,0.122,-0.132,0.113,0.142,-0.058,0.028,0.327,0.062,0.127,-0.184,-0.184,0.034,-0.428,-0.428,0.183,0.374,0.327,-0.428,0.54,0.414,0.755,1.583,-0.792,0.792
110,0.225,0.117,-0.125,0.111,0.345,-0.062,0.194,0.063,0.062,0.016,0.0,0.0,0.0,-0.246,-0.409,0.227,0.445,0.345,-0.409,0.41,0.346,0.754,1.993,-0.997,0.997
111,0.364,0.195,-0.244,0.162,0.215,0.139,0.066,0.193,0.108,0.1,-0.161,-0.368,0.262,0.0,0.0,0.0,0.428,0.215,-0.368,0.378,0.221,0.583,1.95,-0.975,0.975
112,0.185,0.092,-0.111,0.078,0.15,-0.062,0.086,0.156,0.025,0.109,-0.267,-0.396,0.228,-0.201,-0.455,0.288,0.78,0.264,-0.455,0.216,0.125,0.719,4.22,-2.11,2.11
113,0.301,0.123,-0.174,0.095,0.077,-0.024,0.007,0.234,0.029,0.092,-0.33,-0.33,0.109,-0.2,-0.286,0.161,0.439,0.264,-0.33,0.316,0.253,0.594,2.093,-1.046,1.046
114,0.28,0.163,-0.298,0.112,0.164,-0.017,0.13,0.211,0.059,0.233,-0.233,-0.382,0.347,-0.347,-0.394,0.574,1.284,0.211,-0.394,0.147,0.079,0.605,5.367,-2.683,2.683
115,0.366,0.143,-0.215,0.108,0.33,-0.064,0.252,0.175,0.023,0.078,-0.219,-0.339,0.313,-0.248,-0.267,0.133,0.775,0.33,-0.339,0.197,0.191,0.669,3.443,-1.722,1.722
116,0.346,0.194,-0.316,0.14,0.31,0.11,0.154,0.296,0.045,0.116,0.02,0.02,0.0,-0.252,-0.481,0.435,0.705,0.31,-0.481,0.381,0.245,0.791,2.525,-1.262,1.262
117,0.158,0.08,-0.111,0.063,0.248,-0.051,0.101,0.065,0.046,0.043,-0.274,-0.313,0.173,-0.272,-0.272,0.074,0.405,0.248,-0.313,0.236,0.187,0.561,2.652,-1.326,1.326
118,0.285,0.137,-0.219,0.1,0.31,-0.04,0.33,0.293,0.032,0.176,0.0,0.0,0.0,-0.252,-0.502,1.428,1.934,0.31,-0.502,0.153,0.094,0.812,6.568,-3.284,3.284
119,0.176,0.108,-0.176,0.078,0.034,-0.021,0.004,0.156,0.066,0.072,-0.265,-0.399,0.229,0.0,0.0,0.0,0.304,0.156,-0.399,0.566,0.222,0.555,1.409,-0.705,0.705
120,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0
121,0.308,0.161,-0.231,0.123,0.307,-0.055,0.16,0.296,0.044,0.204,0.0,0.0,0.0,-0.252,-0.504,0.792,1.156,0.307,-0.504,0.273,0.166,0.811,3.692,-1.846,1.846
122,0.225,0.152,-0.181,0.131,0.265,-0.046,0.09,0.293,0.063,0.178,-0.248,-0.29,0.146,-0.268,-0.508,0.33,0.743,0.293,-0.508,0.352,0.203,0.801,2.888,-1.444,1.444
123,0.301,0.16,-0.261,0.116,0.252,-0.031,0.251,0.211,0.029,0.216,-0.216,-0.382,0.498,-0.272,-0.387,0.487,1.452,0.252,-0.387,0.124,0.08,0.639,6.256,-3.128,3.128
124,0.192,0.111,-0.108,0.115,0.322,-0.062,0.238,0.174,0.062,0.097,-0.275,-0.316,0.176,-0.248,-0.271,0.135,0.646,0.322,-0.316,0.183,0.187,0.638,3.445,-1.723,1.723
125,0.291,0.132,-0.198,0.099,0.302,-0.052,0.25,0.159,0.027,0.167,-0.174,-0.382,0.668,-0.265,-0.265,0.07,1.159,0.302,-0.382,0.148,0.117,0.684,5.155,-2.577,2.577
126,0.323,0.134,-0.212,0.098,0.302,-0.047,0.249,0.159,0.025,0.164,-0.174,-0.382,0.666,-0.265,-0.265,0.07,1.153,0.302,-0.382,0.15,0.119,0.684,5.076,-2.538,2.538
127,0.317,0.16,-0.258,0.116,0.351,-0.003,0.21,0.211,0.046,0.175,-0.176,-0.383,0.251,-0.246,-0.387,0.48,1.131,0.351,-0.387,0.167,0.151,0.738,4.645,-2.322,2.322
