,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust
762,5.037,2.207,2.879,63.0,3.948,1.993,1.776,6.464,1.633,11.486,1.384,102,60.0,28.0,8.685,122.346,4.24,8716.0,2045.0,26.63,166,208,14.0,0.5,7.0
763,3.462,2.211,2.873,43.0,3.412,2.019,1.81,4.378,2.425,7.25,0.965,64,38.0,18.0,5.799,66.565,3.696,2587.0,592.0,17.914,106,132,8.0,0.5,4.0
764,3.288,2.333,2.9,37.0,3.407,2.253,2.16,4.461,2.281,4.278,0.802,62,35.0,19.0,6.35,62.412,3.621,2374.0,503.0,17.045,104,130,7.0,0.429,4.0
765,3.742,2.2,2.899,44.5,3.488,2.018,1.818,4.6,2.341,7.5,1.028,66,39.0,18.0,6.1,70.752,3.737,3078.0,711.0,18.989,110,136,9.0,0.444,5.0
766,3.392,2.222,2.846,38.5,3.363,2.053,1.862,4.219,2.377,6.389,0.904,60,35.0,17.0,5.623,61.039,3.603,2296.0,519.0,17.126,100,124,8.0,0.5,4.0
767,3.418,2.222,2.829,38.5,3.367,2.086,1.929,4.288,2.339,5.778,1.01,58,34.0,16.0,5.748,60.656,3.601,2312.0,523.0,17.17,98,121,8.0,0.5,4.0
768,3.309,2.235,2.883,38.0,3.305,2.091,1.925,4.101,2.634,5.528,0.909,56,29.0,16.0,5.447,55.562,3.511,2008.0,450.0,16.281,94,115,7.0,0.429,4.0
769,2.945,2.0,2.591,32.167,2.944,1.732,1.5,2.987,3.682,7.778,0.864,42,25.0,10.0,3.34,39.967,3.242,1050.0,268.0,13.418,70,84,6.0,0.333,4.0
770,2.758,2.286,2.817,30.0,3.074,2.155,2.0,3.485,2.913,4.167,0.657,48,25.0,15.0,4.669,42.433,3.266,1176.0,251.0,13.308,80,100,5.0,0.4,3.0
771,4.148,2.286,2.936,44.5,3.633,2.185,2.066,5.111,1.865,5.639,0.968,70,37.0,20.0,7.128,74.821,3.753,3990.0,871.0,20.287,118,145,10.0,0.5,5.0
772,2.356,2.2,2.539,20.5,2.674,2.107,2.0,2.565,2.931,2.833,0.497,30,12.0,9.0,3.238,24.2,2.722,501.0,106.0,9.611,52,61,5.0,0.4,3.0
773,2.489,2.0,2.376,21.667,2.584,1.835,1.667,2.27,3.297,4.333,0.705,26,13.0,6.0,2.635,23.033,2.702,464.0,112.0,9.714,46,52,5.0,0.4,3.0
774,4.425,2.222,2.877,59.0,3.831,1.984,1.751,6.017,1.781,11.076,1.357,100,62.0,29.0,8.031,114.14,4.188,6674.0,1553.0,24.554,160,206,12.0,0.5,6.0
775,3.643,2.211,2.874,42.5,3.432,2.081,1.932,4.604,2.493,6.028,1.262,60,34.0,16.0,6.049,64.911,3.659,2710.0,623.0,18.141,102,126,8.0,0.5,4.0
776,3.133,2.25,2.745,34.0,3.242,2.135,2.0,3.889,2.415,4.667,0.782,52,29.0,15.0,5.271,51.01,3.433,1712.0,376.0,15.36,88,108,7.0,0.429,4.0
777,7.988,2.208,3.22,108.0,4.611,2.062,1.895,10.804,1.269,16.111,2.959,154,91.0,37.0,15.086,239.681,4.899,38705.0,9010.0,41.137,260,318,23.0,0.478,12.0
778,3.549,2.222,2.825,38.0,3.385,2.086,1.929,4.285,2.268,5.778,0.991,58,33.0,16.0,5.748,59.986,3.57,2400.0,543.0,17.346,98,120,9.0,0.444,5.0
779,5.138,2.167,2.886,52.0,3.804,2.089,2.0,5.606,1.821,6.667,1.225,68,34.0,15.0,7.679,84.319,3.883,6132.0,1418.0,23.491,120,137,13.0,0.462,7.0
780,3.717,2.0,2.541,36.0,3.19,1.861,1.714,3.594,2.998,6.444,1.183,40,22.0,7.0,4.317,45.794,3.332,1744.0,446.0,16.012,72,81,9.0,0.444,5.0
781,4.621,2.0,2.624,44.0,3.493,1.835,1.667,4.325,2.816,8.667,1.183,52,26.0,9.0,5.271,62.483,3.615,3412.0,878.0,19.972,92,101,11.0,0.455,6.0
782,2.978,2.286,2.736,28.5,3.128,2.246,2.211,3.533,2.61,2.944,0.641,44,22.0,13.0,4.919,41.143,3.203,1284.0,271.0,13.696,76,91,7.0,0.429,4.0
783,4.234,2.105,2.803,41.5,3.471,1.965,1.81,4.298,2.28,6.917,1.016,54,27.0,12.0,5.572,60.236,3.562,3026.0,724.0,18.865,94,107,9.0,0.444,5.0
784,4.222,2.211,2.865,39.5,3.526,2.145,2.073,4.568,2.098,4.806,0.933,56,28.0,14.0,6.299,61.217,3.561,3215.0,722.0,18.934,98,114,10.0,0.5,5.0
785,2.939,2.0,2.453,26.5,2.826,1.861,1.714,2.785,3.045,4.833,0.934,30,16.0,6.0,3.238,30.017,2.936,780.0,194.0,11.946,54,61,6.0,0.5,3.0
786,4.216,2.1,2.69,42.0,3.516,1.995,1.875,4.646,2.276,6.556,1.327,54,30.0,11.0,5.998,65.513,3.668,3344.0,801.0,19.635,96,111,10.0,0.5,5.0
787,3.176,2.143,2.571,30.5,3.078,1.993,1.826,3.346,2.303,5.056,0.744,42,20.0,11.0,4.192,39.519,3.164,1252.0,289.0,13.874,72,85,7.0,0.429,4.0
788,2.808,2.308,2.71,26.5,3.042,2.266,2.229,3.379,2.642,2.694,0.579,42,19.0,13.0,4.618,36.983,3.098,1056.0,219.0,12.695,72,87,6.0,0.333,4.0
789,3.209,2.143,2.671,30.0,3.082,2.034,1.909,3.296,2.588,4.444,0.726,40,19.0,10.0,4.317,39.186,3.158,1264.0,292.0,13.908,70,80,7.0,0.429,4.0
790,3.383,2.125,2.822,36.5,3.207,1.909,1.699,3.513,2.852,6.868,0.726,52,25.0,14.0,4.493,49.057,3.377,1712.0,406.0,15.584,86,100,7.0,0.429,4.0
791,3.825,2.125,2.694,34.5,3.292,2.03,1.92,3.759,2.187,4.944,0.851,44,21.0,10.0,4.919,46.381,3.3,1976.0,459.0,16.234,78,88,9.0,0.444,5.0
792,3.045,2.0,2.453,26.5,2.849,1.861,1.714,2.732,2.872,4.833,0.83,30,15.0,6.0,3.238,29.71,2.905,812.0,201.0,12.105,54,60,7.0,0.429,4.0
793,3.742,2.125,2.445,41.0,3.244,1.958,1.778,3.713,1.948,6.167,0.829,48,20.0,12.0,4.669,47.142,3.316,1868.0,449.0,16.016,82,95,9.0,0.444,5.0
794,3.987,2.111,2.738,39.5,3.387,1.963,1.8,4.162,2.346,6.667,0.954,52,24.0,12.0,5.271,55.953,3.501,2540.0,610.0,17.842,90,103,9.0,0.444,5.0
795,3.09,2.154,2.603,27.0,3.0,2.037,1.902,3.159,2.457,4.194,0.664,38,16.0,10.0,4.016,35.002,3.038,1054.0,241.0,12.975,66,76,7.0,0.429,4.0
796,2.278,2.0,2.301,18.833,2.452,1.817,1.636,2.04,3.248,4.083,0.539,24,11.0,6.0,2.334,19.667,2.559,349.0,82.0,8.582,42,47,4.0,0.25,3.0
797,2.278,2.0,2.299,19.0,2.452,1.817,1.636,2.04,3.248,4.083,0.539,24,11.0,6.0,2.334,19.667,2.559,349.0,82.0,8.582,42,47,4.0,0.25,3.0
798,2.618,2.0,2.39,23.0,2.693,1.782,1.59,2.366,3.141,5.285,0.561,32,14.0,8.0,2.76,27.017,2.847,591.0,144.0,10.709,54,60,5.0,0.4,3.0
799,2.533,2.0,2.411,22.0,2.598,1.835,1.667,2.261,3.153,4.333,0.601,26,12.0,6.0,2.635,22.9,2.682,474.0,114.0,9.788,46,51,5.0,0.4,3.0
800,2.533,2.0,2.411,22.5,2.598,1.835,1.667,2.261,3.153,4.333,0.601,26,12.0,6.0,2.635,22.9,2.682,474.0,114.0,9.788,46,51,5.0,0.4,3.0
801,2.533,2.0,2.418,22.833,2.598,1.835,1.667,2.261,3.153,4.333,0.601,26,12.0,6.0,2.635,22.9,2.682,474.0,114.0,9.788,46,51,5.0,0.4,3.0
802,2.691,2.0,2.472,25.0,2.703,1.801,1.61,2.427,3.232,5.194,0.643,30,14.0,7.0,2.812,26.667,2.824,603.0,148.0,10.781,52,58,5.0,0.4,3.0
803,2.833,2.0,2.531,27.5,2.799,1.774,1.565,2.595,3.326,6.056,0.704,34,17.0,8.0,2.988,30.7,2.957,750.0,187.0,11.749,58,66,6.0,0.5,3.0
804,2.764,2.0,2.362,23.0,2.723,1.849,1.692,2.53,2.934,4.583,0.768,28,14.0,6.0,2.937,26.333,2.806,621.0,152.0,10.922,50,56,6.0,0.5,3.0
805,2.727,2.0,2.4,23.0,2.71,1.801,1.61,2.402,3.093,5.194,0.643,30,14.0,7.0,2.812,26.6,2.816,611.0,150.0,10.833,52,58,6.0,0.5,3.0
806,3.809,2.235,2.795,34.5,3.393,2.2,2.17,4.179,2.063,3.694,0.809,50,24.0,13.0,5.822,52.458,3.412,2353.0,518.0,16.999,88,102,9.0,0.444,5.0
807,2.758,2.0,2.253,30.0,2.782,1.774,1.565,2.658,2.7,6.056,0.827,34,19.0,8.0,2.988,31.0,2.984,728.0,182.0,11.643,58,68,6.0,0.333,4.0
808,4.732,2.1,2.724,42.0,3.557,1.938,1.765,4.507,2.219,7.778,1.077,58,30.0,13.0,5.748,63.985,3.593,3712.0,899.0,20.095,100,115,12.0,0.5,6.0
809,3.374,2.143,2.581,29.5,3.125,2.076,2.0,3.412,2.349,3.833,0.747,38,18.0,9.0,4.442,38.43,3.124,1350.0,307.0,14.193,68,77,8.0,0.5,4.0
810,2.422,2.2,1.906,20.0,2.703,2.169,2.143,2.542,1.925,2.222,0.498,28,12.0,8.0,3.362,23.9,2.7,520.0,109.0,9.751,50,57,5.0,0.4,3.0
811,2.422,2.2,2.44,20.5,2.703,2.169,2.143,2.542,2.888,2.222,0.498,28,12.0,8.0,3.362,23.9,2.7,520.0,109.0,9.751,50,57,5.0,0.4,3.0
812,2.727,2.0,2.435,25.5,2.713,1.849,1.692,2.527,3.121,4.583,0.768,28,14.0,6.0,2.937,26.417,2.819,611.0,150.0,10.86,50,56,5.0,0.4,3.0
813,3.721,2.118,2.765,36.5,3.302,1.96,1.789,3.879,2.607,6.417,1.1,50,27.0,12.0,4.97,52.429,3.433,2110.0,506.0,16.746,86,101,8.0,0.5,4.0
814,2.509,2.182,2.536,24.5,2.77,2.043,1.886,2.715,2.635,3.694,0.558,34,15.0,10.0,3.414,28.1,2.864,631.0,138.0,10.614,58,69,5.0,0.4,3.0
815,2.618,2.182,2.579,22.5,2.805,2.097,2.0,2.688,2.829,3.083,0.54,32,14.0,9.0,3.539,27.633,2.831,664.0,144.0,10.797,56,64,6.0,0.5,3.0
816,2.618,2.182,2.579,22.5,2.805,2.097,2.0,2.688,2.829,3.083,0.54,32,14.0,9.0,3.539,27.633,2.831,664.0,144.0,10.797,56,64,6.0,0.5,3.0
817,2.873,2.0,2.277,22.5,2.749,1.898,1.784,2.603,2.738,3.972,0.873,26,13.0,5.0,3.061,25.867,2.777,647.0,158.0,11.086,48,53,6.0,0.5,3.0
818,3.275,2.143,2.623,30.5,3.101,2.034,1.909,3.292,2.521,4.444,0.707,40,18.0,10.0,4.317,38.912,3.143,1300.0,298.0,14.016,70,79,7.0,0.429,4.0
819,4.721,2.1,2.784,43.5,3.573,1.995,1.875,4.598,2.009,6.556,1.184,54,27.0,11.0,5.998,63.076,3.593,3764.0,897.0,20.145,96,108,11.0,0.455,6.0
820,3.86,2.235,2.825,35.0,3.386,2.127,2.0,4.132,2.143,4.917,0.768,54,24.0,15.0,5.572,52.779,3.403,2358.0,525.0,16.999,92,108,10.0,0.5,5.0
821,2.985,2.167,2.453,26.0,2.936,2.089,2.0,3.023,2.163,3.333,0.603,34,13.0,9.0,3.84,30.743,2.907,886.0,197.0,12.093,60,68,7.0,0.429,4.0
822,2.818,2.167,2.671,26.0,2.9,2.04,1.895,2.84,2.874,3.944,0.582,36,16.0,10.0,3.715,31.51,2.949,834.0,186.0,11.832,62,71,7.0,0.429,4.0
823,3.833,2.125,2.611,32.5,3.293,2.066,2.0,3.843,2.129,4.333,0.957,42,20.0,9.0,5.044,46.047,3.301,1980.0,460.0,16.254,76,85,9.0,0.444,5.0
824,3.231,2.154,2.575,25.75,3.041,2.082,2.0,3.16,2.424,3.583,0.665,36,16.0,9.0,4.141,34.437,3.01,1118.0,252.0,13.204,64,72,8.0,0.5,4.0
825,3.231,2.154,2.575,26.5,3.041,2.082,2.0,3.16,2.424,3.583,0.665,36,16.0,9.0,4.141,34.437,3.01,1118.0,252.0,13.204,64,72,8.0,0.5,4.0
826,3.066,2.286,2.587,29.0,3.144,2.246,2.211,3.513,2.125,2.944,0.622,44,21.0,13.0,4.919,40.786,3.181,1324.0,279.0,13.814,76,90,7.0,0.429,4.0
827,3.066,2.286,2.593,28.5,3.144,2.246,2.211,3.513,2.125,2.944,0.622,44,21.0,13.0,4.919,40.786,3.181,1324.0,279.0,13.814,76,90,7.0,0.429,4.0
828,3.462,2.143,2.57,29.0,3.127,2.034,1.909,3.311,2.397,4.444,0.707,40,18.0,10.0,4.317,38.409,3.11,1372.0,315.0,14.234,70,79,9.0,0.444,5.0
829,3.695,2.133,2.657,31.0,3.213,2.032,1.915,3.562,2.361,4.694,0.789,42,20.0,10.0,4.618,42.297,3.2,1670.0,388.0,15.283,74,84,9.0,0.444,5.0
830,3.091,2.0,2.35,25.0,2.854,1.861,1.714,2.757,2.798,4.833,0.915,30,15.0,6.0,3.238,29.602,2.894,822.0,204.0,12.132,54,60,7.0,0.429,4.0
831,3.154,2.0,2.504,30.0,2.924,1.831,1.66,2.936,3.127,5.694,0.976,34,18.0,7.0,3.414,33.919,3.037,975.0,246.0,12.971,60,68,7.0,0.429,4.0
832,3.282,2.0,2.466,28.0,2.946,1.872,1.733,2.989,2.975,5.083,1.082,32,17.0,6.0,3.539,33.354,3.011,1015.0,256.0,13.158,58,65,8.0,0.5,4.0
833,3.045,2.0,2.453,26.5,2.846,1.861,1.714,2.717,2.889,4.833,0.811,30,14.0,6.0,3.238,29.633,2.906,810.0,201.0,12.078,54,59,6.0,0.5,3.0
834,4.255,2.222,2.829,37.5,3.487,2.154,2.077,4.324,1.924,4.556,0.832,54,25.0,14.0,5.998,56.031,3.454,2924.0,651.0,18.213,94,108,11.0,0.455,6.0
835,3.473,2.0,2.543,31.333,3.045,1.805,1.615,3.039,2.818,6.556,0.809,38,18.0,8.0,3.59,37.471,3.112,1256.0,316.0,14.154,66,73,8.0,0.5,4.0
836,3.752,2.133,2.638,32.0,3.235,2.071,2.0,3.606,2.116,4.083,0.79,40,18.0,9.0,4.743,41.687,3.189,1718.0,394.0,15.402,72,80,9.0,0.444,5.0
837,3.197,2.0,2.367,26.5,2.873,1.861,1.714,2.728,2.682,4.833,0.811,30,14.0,6.0,3.238,29.311,2.872,852.0,211.0,12.276,54,59,8.0,0.5,4.0
838,3.513,2.0,2.442,29.0,2.991,1.872,1.733,2.96,2.611,5.083,0.873,32,15.0,6.0,3.539,32.649,2.965,1099.0,274.0,13.46,58,63,9.0,0.444,5.0
839,4.176,2.111,2.802,40.0,3.416,1.95,1.785,4.14,2.237,6.757,0.974,54,24.0,13.0,5.22,55.577,3.466,2680.0,639.0,18.078,92,105,11.0,0.455,6.0
840,3.846,2.0,2.462,31.0,3.102,1.88,1.75,3.175,2.481,5.333,0.936,34,16.0,6.0,3.84,36.013,3.05,1398.0,350.0,14.631,62,67,10.0,0.5,5.0
841,2.848,2.167,2.638,27.5,2.902,2.04,1.895,2.966,2.677,3.944,0.601,36,15.0,10.0,3.715,31.367,2.94,841.0,188.0,11.87,62,72,6.0,0.5,3.0
842,2.689,2.0,2.323,21.5,2.631,1.888,1.765,2.33,2.811,3.722,0.707,24,11.0,5.0,2.76,22.383,2.634,502.0,121.0,10.021,44,48,6.0,0.5,3.0
843,3.41,2.0,2.509,29.333,2.973,1.831,1.66,2.848,2.719,5.694,0.748,34,15.0,7.0,3.414,33.062,2.983,1065.0,266.0,13.308,60,65,8.0,0.5,4.0
844,4.603,2.0,2.58,37.667,3.359,1.869,1.729,3.756,2.366,6.694,1.103,42,20.0,7.0,4.618,47.397,3.309,2477.0,626.0,17.726,76,82,12.0,0.5,6.0
845,2.578,2.0,2.407,23.0,2.602,1.835,1.667,2.261,3.188,4.333,0.686,26,12.0,6.0,2.635,22.817,2.669,480.0,116.0,9.83,46,51,6.0,0.5,3.0
846,3.394,1.833,2.221,24.833,2.808,1.658,1.5,2.543,3.766,6.333,1.019,26,13.0,3.0,2.635,27.755,2.843,812.0,224.0,12.432,48,50,7.0,0.429,4.0
847,2.194,2.222,2.451,19.5,2.572,2.189,2.16,2.405,2.955,1.972,0.436,26,9.0,8.0,3.061,20.5,2.563,390.0,79.0,8.591,46,53,4.0,0.25,3.0
848,2.194,2.222,2.452,18.5,2.572,2.189,2.16,2.405,2.955,1.972,0.436,26,9.0,8.0,3.061,20.5,2.563,390.0,79.0,8.591,46,53,4.0,0.25,3.0
849,2.6,2.182,2.598,23.333,2.787,2.043,1.886,2.681,2.816,3.694,0.519,34,13.0,10.0,3.414,27.8,2.834,653.0,143.0,10.725,58,67,6.0,0.5,3.0
850,2.143,2.0,2.217,16.833,2.33,1.861,1.714,1.86,3.135,3.222,0.478,20,8.0,5.0,2.158,16.167,2.365,264.0,60.0,7.576,36,39,4.0,0.25,3.0
851,2.143,2.0,2.205,16.5,2.33,1.861,1.714,1.86,3.135,3.222,0.478,20,8.0,5.0,2.158,16.167,2.365,264.0,60.0,7.576,36,39,4.0,0.25,3.0
852,2.143,2.0,2.217,17.333,2.33,1.861,1.714,1.86,3.135,3.222,0.478,20,8.0,5.0,2.158,16.167,2.365,264.0,60.0,7.576,36,39,4.0,0.25,3.0
853,2.333,2.0,2.334,18.5,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
854,2.333,2.0,2.334,18.5,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
855,2.333,2.0,2.343,18.833,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
856,2.333,2.0,2.347,19.167,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
857,2.333,2.0,2.347,19.667,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
858,2.333,2.0,2.334,18.5,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
859,2.333,2.0,2.339,19.0,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
860,2.333,2.0,2.343,19.5,2.464,1.817,1.636,2.018,3.172,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
861,2.467,2.0,2.314,21.333,2.575,1.783,1.579,2.195,3.282,4.944,0.58,28,13.0,7.0,2.511,23.233,2.703,460.0,111.0,9.642,48,54,5.0,0.4,3.0
862,2.067,1.667,1.447,11.833,1.839,1.513,1.385,1.297,2.754,3.611,0.667,10,4.0,1.0,1.079,9.083,1.826,114.0,31.0,5.614,20,19,4.0,0.5,2.0
863,2.067,1.667,1.447,12.5,1.839,1.513,1.385,1.297,2.754,3.611,0.667,10,4.0,1.0,1.079,9.083,1.826,114.0,31.0,5.614,20,19,4.0,0.5,2.0
864,1.733,2.0,1.571,13.0,1.978,1.906,1.8,1.526,2.184,2.111,0.354,14,2.0,4.0,1.681,10.167,1.949,126.0,26.0,5.236,26,27,3.0,0.333,2.0
865,3.077,2.0,2.571,30.5,2.911,1.791,1.592,2.83,3.267,6.306,0.766,36,18.0,8.0,3.289,34.3,3.053,953.0,240.0,12.857,62,70,6.0,0.5,3.0
866,3.824,2.118,2.706,36.667,3.328,1.96,1.789,3.842,2.37,6.417,0.872,50,24.0,12.0,4.97,51.648,3.419,2196.0,520.0,16.904,86,98,8.0,0.5,4.0
867,4.294,2.111,2.759,37.5,3.441,1.994,1.862,4.124,2.205,6.056,0.955,50,24.0,11.0,5.396,54.575,3.454,2786.0,657.0,18.22,88,99,10.0,0.5,5.0
868,2.955,2.0,2.493,28.0,2.823,1.817,1.636,2.684,3.134,5.444,0.809,32,16.0,7.0,3.113,30.15,2.925,782.0,195.0,11.922,56,63,6.0,0.5,3.0
869,4.191,2.118,2.748,35.5,3.379,1.994,1.855,3.913,2.263,5.806,0.893,48,23.0,11.0,5.095,50.113,3.364,2424.0,570.0,17.328,84,95,10.0,0.5,5.0
870,3.022,1.8,2.134,22.0,2.572,1.597,1.429,2.045,3.503,5.833,0.686,22,9.0,3.0,2.033,20.867,2.569,494.0,136.0,10.32,40,40,6.0,0.5,3.0
871,2.533,2.0,2.301,21.0,2.602,1.813,1.644,2.219,2.966,4.424,0.5,28,11.0,7.0,2.584,23.017,2.677,478.0,114.0,9.809,48,52,5.0,0.4,3.0
872,2.864,2.0,2.454,26.0,2.808,1.757,1.548,2.542,3.138,6.146,0.603,36,16.0,9.0,2.937,30.733,2.945,762.0,189.0,11.792,60,67,6.0,0.5,3.0
873,2.764,2.0,2.461,24.75,2.72,1.782,1.59,2.363,3.094,5.285,0.542,32,13.0,8.0,2.76,26.633,2.803,623.0,152.0,10.89,54,59,6.0,0.5,3.0
874,2.417,2.0,2.188,21.5,2.471,1.817,1.636,2.116,2.481,4.083,0.519,24,8.0,6.0,2.334,19.317,2.502,366.0,87.0,8.764,42,46,5.0,0.4,3.0
875,2.444,2.0,2.211,18.0,2.498,1.876,1.742,2.111,2.848,3.472,0.54,22,9.0,5.0,2.459,19.15,2.494,375.0,88.0,8.86,40,43,5.0,0.4,3.0
876,2.444,2.0,2.293,18.0,2.498,1.876,1.742,2.111,2.981,3.472,0.54,22,9.0,5.0,2.459,19.15,2.494,375.0,88.0,8.86,40,43,5.0,0.4,3.0
877,2.6,2.0,2.411,22.5,2.611,1.835,1.667,2.251,3.07,4.333,0.582,26,11.0,6.0,2.635,22.717,2.658,486.0,117.0,9.861,46,50,5.0,0.4,3.0
878,2.6,2.0,2.343,21.5,2.611,1.835,1.667,2.251,2.955,4.333,0.582,26,11.0,6.0,2.635,22.717,2.658,486.0,117.0,9.861,46,50,5.0,0.4,3.0
879,2.6,2.0,2.411,22.5,2.611,1.835,1.667,2.251,3.07,4.333,0.582,26,11.0,6.0,2.635,22.717,2.658,486.0,117.0,9.861,46,50,5.0,0.4,3.0
880,2.6,2.0,2.414,23.0,2.611,1.835,1.667,2.251,3.07,4.333,0.582,26,11.0,6.0,2.635,22.717,2.658,486.0,117.0,9.861,46,50,5.0,0.4,3.0
881,3.077,2.0,2.507,31.0,2.911,1.791,1.592,2.867,3.204,6.306,0.87,36,19.0,8.0,3.289,34.36,3.053,953.0,240.0,12.862,62,71,7.0,0.429,4.0
882,2.848,2.0,2.501,27.667,2.802,1.774,1.565,2.608,3.307,6.056,0.704,34,17.0,8.0,2.988,30.65,2.952,754.0,188.0,11.765,58,66,6.0,0.333,4.0
883,2.764,2.0,2.472,25.0,2.717,1.801,1.61,2.434,3.152,5.194,0.643,30,14.0,7.0,2.812,26.5,2.803,619.0,152.0,10.871,52,58,6.0,0.5,3.0
884,2.764,2.0,2.472,25.0,2.717,1.801,1.61,2.434,3.152,5.194,0.643,30,14.0,7.0,2.812,26.5,2.803,619.0,152.0,10.871,52,58,6.0,0.5,3.0
885,2.909,2.0,2.396,24.0,2.749,1.849,1.692,2.526,2.895,4.583,0.748,28,13.0,6.0,2.937,25.976,2.767,653.0,160.0,11.094,50,55,7.0,0.429,4.0
886,2.909,2.0,2.399,25.0,2.749,1.849,1.692,2.526,2.895,4.583,0.748,28,13.0,6.0,2.937,25.976,2.767,653.0,160.0,11.094,50,55,7.0,0.429,4.0
887,2.667,2.0,2.381,22.5,2.623,1.835,1.667,2.257,3.003,4.333,0.582,26,11.0,6.0,2.635,22.6,2.642,498.0,120.0,9.95,46,50,6.0,0.5,3.0
888,2.667,2.0,2.388,22.833,2.623,1.835,1.667,2.257,3.003,4.333,0.582,26,11.0,6.0,2.635,22.6,2.642,498.0,120.0,9.95,46,50,6.0,0.5,3.0
889,2.667,2.0,2.385,23.0,2.623,1.835,1.667,2.257,3.003,4.333,0.582,26,11.0,6.0,2.635,22.6,2.642,498.0,120.0,9.95,46,50,6.0,0.5,3.0
890,2.945,2.0,2.408,25.0,2.752,1.849,1.692,2.526,2.914,4.583,0.748,28,13.0,6.0,2.937,25.919,2.763,659.0,162.0,11.128,50,55,7.0,0.429,4.0
891,3.121,2.0,2.451,27.5,2.854,1.817,1.636,2.676,3.006,5.444,0.705,32,15.0,7.0,3.113,29.738,2.893,828.0,206.0,12.137,56,62,7.0,0.429,4.0
892,2.571,1.75,1.641,17.5,2.262,1.622,1.5,1.767,3.074,4.111,0.896,14,7.0,1.0,1.681,14.483,2.246,260.0,72.0,8.082,28,28,5.0,0.4,3.0
893,2.286,2.0,2.291,16.5,2.369,1.929,1.846,1.961,3.049,2.611,0.583,18,7.0,4.0,2.283,15.783,2.31,280.0,64.0,7.804,34,36,5.0,0.4,3.0
894,2.286,2.0,2.164,16.5,2.369,1.929,1.846,1.961,2.832,2.611,0.583,18,7.0,4.0,2.283,15.783,2.31,280.0,64.0,7.804,34,36,5.0,0.4,3.0
895,2.286,2.0,1.895,18.0,2.369,1.929,1.846,1.961,2.217,2.611,0.583,18,7.0,4.0,2.283,15.783,2.31,280.0,64.0,7.804,34,36,5.0,0.4,3.0
896,4.059,2.118,2.702,35.667,3.357,1.96,1.789,3.847,2.249,6.417,0.872,50,24.0,12.0,4.97,50.892,3.38,2332.0,552.0,17.159,86,98,10.0,0.5,5.0
897,3.538,2.143,2.615,29.5,3.147,2.076,2.0,3.342,2.193,3.833,0.708,38,16.0,9.0,4.442,37.807,3.096,1414.0,322.0,14.349,68,75,8.0,0.5,4.0
898,4.69,2.105,2.778,41.0,3.523,1.965,1.81,4.272,2.006,6.917,0.978,54,25.0,12.0,5.572,58.36,3.502,3370.0,802.0,19.344,94,105,12.0,0.5,6.0
899,3.212,2.0,2.409,26.0,2.884,1.861,1.714,2.721,2.59,4.833,0.707,30,13.0,6.0,3.238,29.169,2.869,864.0,212.0,12.305,54,58,7.0,0.429,4.0
900,3.615,2.143,2.594,29.0,3.157,2.076,2.0,3.359,2.155,3.833,0.708,38,16.0,9.0,4.442,37.627,3.083,1444.0,329.0,14.438,68,75,9.0,0.444,5.0
901,4.309,2.118,2.719,37.0,3.386,1.994,1.855,3.911,2.134,5.806,0.873,48,22.0,11.0,5.095,49.835,3.344,2478.0,586.0,17.447,84,94,11.0,0.455,6.0
902,4.772,2.105,2.663,39.0,3.521,1.965,1.81,4.306,2.079,6.917,0.997,54,26.0,12.0,5.572,58.347,3.495,3394.0,816.0,19.388,94,106,12.0,0.5,6.0
903,4.382,2.118,2.62,36.5,3.393,2.028,1.925,4.007,2.078,5.194,1.083,46,22.0,10.0,5.22,49.419,3.335,2516.0,596.0,17.53,82,92,12.0,0.5,6.0
904,4.397,2.118,2.649,35.0,3.399,2.028,1.925,3.945,2.034,5.194,0.875,46,20.0,10.0,5.22,49.237,3.332,2536.0,598.0,17.569,82,90,11.0,0.455,6.0
