,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust
193,5.205,2.0,2.591,42.0,3.511,1.854,1.701,4.116,2.346,7.806,1.083,48,21.0,8.0,5.095,55.104,3.448,3495.0,890.0,19.776,86,91,13.0,0.462,7.0
194,3.55,2.0,2.642,37.0,3.159,1.751,1.536,3.413,3.087,8.368,0.85,48,22.0,11.0,3.891,47.124,3.356,1658.0,426.0,15.732,80,91,7.0,0.429,4.0
195,3.505,2.0,2.48,30.833,3.045,1.842,1.68,3.041,2.832,5.944,0.896,36,16.0,7.0,3.715,37.079,3.11,1260.0,319.0,14.195,64,69,8.0,0.5,4.0
196,3.953,2.211,2.884,43.5,3.482,2.081,1.932,4.573,2.083,6.028,0.93,60,28.0,16.0,6.049,62.771,3.606,2974.0,676.0,18.538,102,122,8.0,0.5,4.0
197,4.41,1.846,2.167,30.0,3.032,1.72,1.592,2.743,2.996,5.972,0.875,26,10.0,2.0,3.061,29.177,2.845,1270.0,344.0,14.281,50,48,10.0,0.5,5.0
198,4.257,2.105,2.834,42.167,3.467,1.952,1.795,4.334,2.296,7.007,1.209,56,30.0,13.0,5.521,60.596,3.558,3030.0,728.0,18.869,96,112,10.0,0.5,5.0
199,4.22,2.08,2.901,59.5,3.675,1.854,1.639,5.329,2.821,11.562,1.425,78,45.0,18.0,6.702,97.224,4.117,5048.0,1266.0,22.913,130,155,8.0,0.5,4.0
200,3.542,2.125,2.631,36.5,3.225,1.944,1.761,3.651,2.298,6.257,0.861,50,22.0,13.0,4.618,48.067,3.347,1783.0,425.0,15.785,84,97,8.0,0.5,4.0
201,4.991,2.148,3.036,64.0,3.866,1.925,1.714,5.753,2.108,11.354,1.117,92,46.0,24.0,7.679,106.544,4.115,7345.0,1752.0,25.283,150,176,12.0,0.5,6.0
202,6.26,2.08,2.837,57.0,3.891,1.941,1.796,5.502,1.74,9.118,1.269,70,33.0,14.0,7.202,84.025,3.851,7772.0,1878.0,25.114,122,135,15.0,0.467,8.0
203,2.444,2.0,2.313,19.5,2.498,1.876,1.742,2.111,2.981,3.472,0.54,22,9.0,5.0,2.459,19.15,2.494,375.0,88.0,8.86,40,43,5.0,0.4,3.0
204,2.444,2.0,2.308,19.0,2.498,1.876,1.742,2.111,2.981,3.472,0.54,22,9.0,5.0,2.459,19.15,2.494,375.0,88.0,8.86,40,43,5.0,0.4,3.0
205,4.277,2.182,2.933,46.5,3.63,2.017,1.833,5.112,2.208,8.0,1.218,70,38.0,18.0,6.702,78.785,3.828,4237.0,988.0,21.038,118,143,10.0,0.5,5.0
206,3.579,2.4,3.029,40.0,3.57,2.352,2.308,5.023,2.231,3.889,0.802,72,40.0,23.0,7.429,73.68,3.756,3302.0,680.0,18.891,120,151,9.0,0.444,5.0
207,3.197,2.0,2.425,26.5,2.873,1.861,1.714,2.728,2.754,4.833,0.811,30,14.0,6.0,3.238,29.311,2.872,852.0,211.0,12.276,54,59,8.0,0.5,4.0
208,4.295,2.19,2.736,46.5,3.602,2.045,1.881,4.885,1.778,7.139,1.053,66,34.0,17.0,6.526,72.56,3.736,3918.0,902.0,20.403,112,134,10.0,0.5,5.0
209,5.489,2.154,3.035,57.833,3.887,1.974,1.793,5.684,1.833,9.792,1.158,84,42.0,21.0,7.679,96.608,3.989,7570.0,1784.0,25.171,140,163,14.0,0.5,7.0
210,4.133,2.125,2.652,34.0,3.335,2.066,2.0,3.834,1.946,4.333,0.853,42,19.0,9.0,5.044,45.049,3.256,2148.0,496.0,16.579,76,84,10.0,0.5,5.0
211,5.296,2.087,2.813,50.0,3.736,1.995,1.89,5.261,2.034,7.306,1.391,60,31.0,11.0,6.901,76.471,3.789,5522.0,1340.0,22.899,108,121,14.0,0.5,7.0
212,4.772,2.167,2.997,53.833,3.753,1.972,1.778,5.247,2.01,9.292,1.033,80,40.0,21.0,7.077,88.666,3.923,5608.0,1317.0,23.034,132,155,12.0,0.5,6.0
213,3.242,2.25,2.858,36.0,3.253,2.135,2.0,3.946,2.585,4.667,0.848,52,26.0,15.0,5.271,50.379,3.404,1762.0,389.0,15.478,88,107,7.0,0.429,4.0
214,4.219,2.286,2.999,44.0,3.642,2.215,2.136,5.101,2.086,5.028,0.951,68,36.0,19.0,7.253,74.321,3.744,4064.0,886.0,20.398,116,140,11.0,0.455,6.0
215,4.876,2.267,3.002,68.0,3.996,2.124,1.957,7.092,1.746,9.444,1.712,102,58.0,28.0,9.815,129.684,4.332,9362.0,2121.0,27.054,170,213,11.0,0.455,6.0
216,4.953,2.25,2.944,49.0,3.821,2.213,2.182,5.927,1.74,5.167,1.14,72,35.0,18.0,8.281,86.838,3.902,6148.0,1367.0,23.303,126,148,12.0,0.5,6.0
217,5.567,2.148,2.934,58.5,3.916,2.035,1.906,6.109,1.967,8.639,1.37,78,39.0,17.0,8.332,100.322,4.056,8181.0,1954.0,25.882,136,155,14.0,0.5,7.0
218,4.747,2.0,2.665,43.25,3.509,1.835,1.667,4.378,2.699,8.667,1.495,52,29.0,9.0,5.271,62.269,3.594,3516.0,902.0,20.07,92,104,11.0,0.455,6.0
219,6.262,2.154,2.868,55.75,3.956,2.027,1.891,5.887,1.445,8.479,1.28,78,39.0,18.0,7.98,91.644,3.92,8714.0,2035.0,25.848,134,154,17.0,0.471,9.0
220,2.795,2.154,2.672,27.0,2.954,1.992,1.814,3.053,2.967,4.806,0.681,40,21.0,11.0,3.891,36.317,3.118,958.0,218.0,12.569,68,81,6.0,0.5,3.0
221,4.483,2.0,2.507,35.5,3.286,1.895,1.778,3.624,2.441,5.833,1.146,38,18.0,6.0,4.442,43.088,3.213,2118.0,538.0,16.829,70,75,12.0,0.5,6.0
222,4.82,2.08,2.93,56.0,3.749,1.919,1.754,5.456,2.592,9.729,1.391,72,37.0,15.0,7.077,91.429,4.014,5838.0,1446.0,23.74,124,141,11.0,0.455,6.0
223,4.319,1.857,2.484,34.0,3.087,1.641,1.474,2.725,3.408,7.625,0.719,36,11.0,6.0,3.01,34.05,3.011,1452.0,393.0,14.983,62,60,9.0,0.444,5.0
224,5.792,2.0,2.612,47.0,3.699,1.898,1.784,4.878,2.258,7.944,1.519,52,26.0,7.0,6.123,67.332,3.66,5280.0,1338.0,22.537,96,103,14.0,0.5,7.0
225,3.846,2.0,2.466,30.5,3.102,1.88,1.75,3.175,2.481,5.333,0.936,34,16.0,6.0,3.84,36.013,3.05,1398.0,350.0,14.631,62,67,10.0,0.5,5.0
226,1.6,1.6,1.731,11.25,1.447,1.32,1.176,0.557,3.472,4.062,0.25,12,0.0,3.0,0.602,7.0,1.716,64.0,16.0,3.972,20,16,2.0,0.5,1.0
227,4.603,2.308,2.868,56.0,3.86,2.138,1.962,6.101,1.468,8.104,1.091,98,53.0,30.0,8.582,106.264,4.086,6765.0,1496.0,24.208,158,200,12.0,0.5,6.0
228,2.835,2.143,2.79,32.0,3.005,1.912,1.68,3.273,3.221,6.278,0.76,46,25.0,13.0,3.942,41.35,3.256,1105.0,258.0,13.321,76,94,6.0,0.333,4.0
229,2.236,2.182,2.336,23.0,2.681,1.898,1.65,2.554,2.474,5.097,0.478,42,19.0,14.0,3.061,29.583,2.98,557.0,123.0,10.116,66,85,4.0,0.5,2.0
230,3.405,2.222,2.776,38.0,3.374,2.12,2.0,4.315,2.305,5.167,0.888,56,33.0,15.0,5.873,60.412,3.612,2322.0,521.0,17.188,96,115,7.0,0.429,4.0
231,2.444,2.0,2.215,24.0,2.549,1.762,1.558,1.994,2.782,5.035,0.615,30,14.0,8.0,2.459,23.167,2.723,450.0,110.0,9.622,50,60,4.0,0.5,2.0
232,4.292,2.174,2.809,52.5,3.659,1.991,1.792,5.458,1.992,8.861,1.299,74,40.0,19.0,6.878,83.661,3.927,4595.0,1086.0,21.754,124,152,9.0,0.444,5.0
233,3.885,2.0,2.389,29.0,3.052,1.913,1.814,3.096,2.107,4.472,0.875,30,11.0,5.0,3.664,31.322,2.91,1230.0,303.0,13.859,56,59,9.0,0.444,5.0
234,4.523,1.889,2.449,41.0,3.337,1.698,1.532,3.668,4.239,9.146,1.214,44,20.0,6.0,4.141,51.386,3.434,2540.0,692.0,18.353,78,81,10.0,0.5,5.0
235,3.424,1.833,2.192,28.167,2.814,1.698,1.565,2.621,3.766,5.722,1.144,24,13.0,2.0,2.76,27.52,2.841,818.0,226.0,12.504,46,48,8.0,0.5,4.0
236,4.029,2.211,2.898,40.833,3.48,2.05,1.869,4.472,2.243,6.639,0.909,62,31.0,17.0,5.924,63.146,3.586,3003.0,689.0,18.609,104,125,10.0,0.5,5.0
237,6.079,2.207,2.996,66.0,4.054,2.07,1.912,6.658,1.437,9.472,1.406,92,41.0,23.0,9.162,111.129,4.134,10736.0,2468.0,27.79,156,186,16.0,0.5,8.0
238,5.089,2.154,3.016,60.0,3.839,1.952,1.753,5.76,2.161,10.403,1.12,86,41.0,22.0,7.554,98.351,4.035,6922.0,1654.0,24.663,142,166,12.0,0.5,6.0
239,5.01,2.24,2.865,56.5,3.844,2.13,2.0,5.988,1.625,7.25,1.302,80,41.0,21.0,8.207,93.576,3.966,6625.0,1503.0,23.973,136,165,13.0,0.462,7.0
240,4.947,2.0,2.575,41.167,3.482,1.882,1.754,4.213,2.554,7.194,1.332,46,23.0,7.0,5.22,55.907,3.477,3299.0,846.0,19.55,84,91,12.0,0.5,6.0
241,3.943,2.19,2.911,44.833,3.559,2.074,1.938,4.912,2.418,6.528,1.14,64,37.0,16.0,6.651,74.528,3.803,3583.0,828.0,19.993,110,130,9.0,0.444,5.0
242,3.382,2.118,2.86,39.833,3.253,1.869,1.645,3.634,2.822,7.819,0.742,58,29.0,16.0,4.618,54.712,3.499,1920.0,460.0,16.301,94,111,7.0,0.429,4.0
243,2.795,2.154,2.672,28.167,2.954,1.992,1.814,3.053,2.967,4.806,0.681,40,21.0,11.0,3.891,36.317,3.118,958.0,218.0,12.569,68,81,6.0,0.5,3.0
244,2.444,2.0,2.366,21.333,2.571,1.783,1.579,2.185,3.311,4.944,0.58,28,13.0,7.0,2.511,23.283,2.712,456.0,110.0,9.613,48,54,5.0,0.4,3.0
245,4.467,2.0,2.533,36.833,3.295,1.861,1.714,3.53,2.281,6.444,0.917,40,17.0,7.0,4.317,43.109,3.215,2136.0,536.0,16.807,72,76,11.0,0.455,6.0
246,4.162,2.0,2.686,38.333,3.307,1.825,1.659,3.675,2.75,7.396,1.036,46,22.0,9.0,4.442,49.406,3.366,2231.0,566.0,17.301,80,88,11.0,0.455,6.0
247,4.0,2.0,2.667,40.167,3.33,1.805,1.624,3.842,3.006,8.257,1.231,50,26.0,10.0,4.618,55.196,3.502,2384.0,612.0,17.794,86,97,9.0,0.444,5.0
248,4.121,2.182,2.953,49.333,3.608,1.969,1.76,4.935,2.23,8.792,0.99,76,40.0,21.0,6.475,80.568,3.849,4069.0,952.0,20.831,124,151,9.0,0.444,5.0
249,2.6,2.182,2.646,24.833,2.787,2.043,1.886,2.681,2.921,3.694,0.519,34,13.0,10.0,3.414,27.8,2.834,653.0,143.0,10.725,58,67,6.0,0.5,3.0
250,3.11,2.143,2.743,32.0,3.065,1.993,1.826,3.259,2.856,5.056,0.725,42,21.0,11.0,4.192,39.819,3.18,1224.0,283.0,13.765,72,84,7.0,0.429,4.0
251,4.613,2.174,2.747,51.5,3.695,1.946,1.725,5.05,1.71,9.653,1.1,80,39.0,22.0,6.651,83.314,3.862,4955.0,1167.0,22.088,130,160,11.0,0.455,6.0
252,6.556,2.222,2.893,58.5,4.045,2.165,2.104,6.458,1.222,6.528,1.287,80,38.0,19.0,9.059,96.419,3.968,10247.0,2301.0,26.789,140,162,17.0,0.471,9.0
253,4.882,2.0,2.608,37.0,3.394,1.901,1.789,3.924,2.131,6.083,1.228,40,18.0,6.0,4.743,46.157,3.284,2648.0,664.0,17.961,74,80,11.0,0.455,6.0
254,4.351,2.273,2.841,46.0,3.685,2.176,2.062,5.319,1.669,5.889,1.116,72,38.0,20.0,7.429,79.396,3.811,4540.0,1005.0,21.179,122,149,11.0,0.455,6.0
255,2.327,2.182,2.207,23.0,2.724,1.948,1.737,2.468,2.224,4.486,0.438,40,16.0,13.0,3.186,29.083,2.929,588.0,128.0,10.29,64,76,4.0,0.25,3.0
256,3.678,2.211,2.875,44.0,3.44,2.05,1.869,4.512,2.429,6.639,1.032,62,33.0,17.0,5.924,64.81,3.649,2748.0,629.0,18.201,104,127,8.0,0.5,4.0
257,4.314,2.111,2.668,39.667,3.421,1.876,1.662,4.059,2.072,8.069,0.821,60,24.0,16.0,4.919,55.147,3.452,2750.0,660.0,18.145,98,115,10.0,0.5,5.0
258,3.276,2.133,2.734,34.0,3.139,1.993,1.837,3.501,2.801,5.306,0.976,44,23.0,11.0,4.493,43.979,3.279,1460.0,344.0,14.718,76,89,7.0,0.429,4.0
259,5.251,2.074,2.698,60.333,3.853,1.873,1.67,5.895,2.094,11.972,1.717,80,45.0,17.0,7.356,102.292,4.089,7405.0,1843.0,25.48,136,161,13.0,0.462,7.0
260,2.795,2.154,2.674,27.233,2.954,1.992,1.814,3.053,2.967,4.806,0.681,40,21.0,11.0,3.891,36.317,3.118,958.0,218.0,12.569,68,81,6.0,0.5,3.0
261,5.742,2.242,3.167,68.667,4.151,2.131,2.0,7.576,1.803,9.583,1.512,106,56.0,27.0,10.843,142.053,4.408,13301.0,3032.0,30.0,180,214,15.0,0.467,8.0
262,4.0,2.1,2.745,41.833,3.481,1.955,1.805,4.52,2.468,7.257,1.077,58,31.0,13.0,5.822,67.004,3.708,3142.0,760.0,19.355,100,116,8.0,0.5,4.0
263,3.9,2.0,2.553,35.333,3.223,1.815,1.641,3.461,2.715,7.146,0.974,44,21.0,9.0,4.141,45.516,3.292,1852.0,468.0,16.234,76,84,10.0,0.5,5.0
264,3.462,2.0,2.518,31.333,3.046,1.79,1.6,3.003,2.786,6.646,0.745,40,18.0,9.0,3.539,37.698,3.114,1258.0,315.0,14.156,68,75,8.0,0.5,4.0
265,4.967,2.083,2.862,49.667,3.731,1.861,1.655,5.034,2.348,10.792,1.111,76,36.0,18.0,6.475,85.741,3.9,5572.0,1371.0,23.152,126,143,12.0,0.5,6.0
266,4.615,2.091,2.825,48.833,3.627,1.883,1.682,4.746,2.23,9.59,1.098,68,35.0,16.0,6.049,75.838,3.786,4374.0,1066.0,21.377,114,132,10.0,0.5,5.0
267,4.083,2.24,2.958,51.333,3.754,2.169,2.098,6.092,2.154,6.118,1.248,78,44.0,20.0,8.406,99.749,4.145,5417.0,1225.0,22.954,134,164,8.0,0.5,4.0
268,2.667,2.167,2.588,25.833,2.873,2.04,1.895,2.886,2.946,3.944,0.62,36,18.0,10.0,3.715,32.0,2.994,790.0,176.0,11.632,62,73,5.0,0.4,3.0
269,4.277,2.261,2.931,48.333,3.712,2.168,2.06,5.471,1.879,6.139,1.035,74,41.0,20.0,7.73,85.691,3.912,4854.0,1082.0,21.805,126,150,10.0,0.5,5.0
270,4.42,2.182,2.747,48.5,3.65,2.043,1.886,5.129,1.79,7.389,1.22,68,36.0,17.0,6.827,77.551,3.808,4398.0,1021.0,21.245,116,139,10.0,0.5,5.0
271,4.788,2.138,3.001,64.5,3.894,1.973,1.794,6.481,2.414,10.972,1.946,88,59.0,20.0,8.56,121.112,4.287,7980.0,1944.0,26.258,150,181,11.0,0.455,6.0
272,5.474,2.143,2.804,61.0,3.939,1.993,1.826,6.233,1.699,10.111,1.534,84,45.0,19.0,8.384,107.59,4.134,8642.0,2069.0,26.412,144,168,13.0,0.462,7.0
273,4.668,2.308,2.927,56.0,3.873,2.192,2.053,6.257,1.522,7.222,1.257,90,50.0,26.0,8.861,104.18,4.078,6895.0,1517.0,24.246,150,187,11.0,0.455,6.0
274,4.654,2.091,2.891,49.0,3.622,1.908,1.725,4.821,2.432,8.979,1.374,66,36.0,15.0,6.174,75.664,3.778,4372.0,1075.0,21.399,112,131,11.0,0.455,6.0
275,4.007,2.222,2.655,39.5,3.461,2.154,2.077,4.372,1.804,4.556,0.87,54,27.0,14.0,5.998,57.109,3.488,2758.0,613.0,17.972,94,110,10.0,0.5,5.0
276,4.557,2.174,2.921,51.833,3.697,1.971,1.769,5.126,1.964,9.042,0.971,78,37.0,21.0,6.776,83.834,3.873,4932.0,1153.0,22.107,128,151,11.0,0.455,6.0
277,4.504,2.25,2.982,53.833,3.762,2.04,1.823,5.498,1.759,9.014,0.926,88,40.0,26.0,7.429,91.825,3.956,5523.0,1243.0,22.723,142,173,11.0,0.455,6.0
278,5.332,2.167,3.025,77.5,4.157,1.978,1.785,7.86,1.923,13.847,1.794,118,70.0,29.0,10.667,169.855,4.63,14108.0,3359.0,31.38,196,238,13.0,0.462,7.0
279,2.333,2.0,2.384,21.0,2.464,1.817,1.636,1.933,3.332,4.083,0.5,24,9.0,6.0,2.334,19.5,2.534,357.0,84.0,8.647,42,45,4.0,0.25,3.0
280,3.794,2.118,2.752,37.0,3.325,1.947,1.774,3.842,2.496,6.507,0.833,52,26.0,13.0,4.919,52.29,3.419,2182.0,516.0,16.927,88,102,10.0,0.5,5.0
281,4.197,1.833,2.043,26.0,2.932,1.74,1.636,2.605,2.861,5.111,0.938,22,9.0,1.0,2.885,25.648,2.721,1020.0,277.0,13.264,44,42,10.0,0.5,5.0
282,2.422,2.0,2.479,22.5,2.566,1.783,1.579,2.235,3.492,4.944,0.6,28,14.0,7.0,2.511,23.367,2.723,452.0,109.0,9.586,48,55,5.0,0.4,3.0
283,10.888,1.949,2.869,89.0,4.468,1.82,1.683,8.12,3.751,16.139,2.537,90,46.0,8.0,10.139,140.032,4.373,30956.0,8068.0,37.772,166,174,30.0,0.5,15.0
284,3.76,2.211,2.823,40.333,3.464,2.113,2.0,4.515,2.195,5.417,0.912,58,32.0,15.0,6.174,63.846,3.638,2841.0,643.0,18.368,100,117,8.0,0.5,4.0
285,5.838,2.0,2.636,45.5,3.658,1.893,1.775,4.657,2.205,7.694,1.457,50,25.0,7.0,5.822,62.576,3.569,4829.0,1226.0,21.855,92,99,15.0,0.467,8.0
286,4.162,2.261,2.804,48.0,3.685,2.093,1.917,5.423,1.686,7.542,1.269,82,49.0,24.0,7.378,88.376,3.925,4666.0,1053.0,21.606,134,171,11.0,0.455,6.0
287,4.418,2.214,2.906,62.5,3.858,1.956,1.714,6.176,1.838,12.028,1.413,106,70.0,31.0,8.156,122.143,4.258,7136.0,1670.0,25.2,168,221,12.0,0.5,6.0
288,4.211,2.0,2.661,41.667,3.401,1.815,1.64,4.04,2.99,8.507,1.274,52,26.0,10.0,4.919,59.33,3.573,2795.0,720.0,18.749,90,100,9.0,0.444,5.0
289,2.945,2.143,2.718,31.333,3.034,1.936,1.732,3.113,2.728,5.757,0.639,46,22.0,13.0,4.016,40.81,3.222,1158.0,268.0,13.52,76,89,7.0,0.429,4.0
290,5.513,2.08,2.835,53.5,3.811,1.973,1.852,5.645,2.147,8.417,1.704,66,36.0,12.0,7.378,86.966,3.921,6680.0,1654.0,24.434,118,134,14.0,0.5,7.0
291,4.8,2.0,2.601,44.0,3.513,1.888,1.765,4.466,2.712,7.444,1.433,48,26.0,7.0,5.521,61.395,3.591,3548.0,912.0,20.201,88,97,13.0,0.462,7.0
292,3.941,2.111,2.713,37.333,3.388,1.963,1.8,4.081,2.51,6.667,0.954,52,26.0,12.0,5.271,56.395,3.506,2524.0,603.0,17.819,90,103,10.0,0.5,5.0
293,3.824,2.118,2.702,36.667,3.328,1.96,1.789,3.842,2.37,6.417,0.872,50,24.0,12.0,4.97,51.648,3.419,2196.0,520.0,16.904,86,98,8.0,0.5,4.0
294,3.317,2.0,2.805,37.667,3.123,1.707,1.477,3.218,3.725,9.069,0.747,52,25.0,13.0,3.715,48.633,3.406,1548.0,398.0,15.408,84,96,6.0,0.333,4.0
295,3.303,1.833,2.281,27.167,2.792,1.642,1.485,2.564,3.893,6.424,1.089,28,14.0,4.0,2.584,28.169,2.862,790.0,218.0,12.323,50,53,7.0,0.429,4.0
296,3.4,2.0,2.664,38.5,3.135,1.763,1.548,3.394,3.573,8.278,0.951,46,25.0,10.0,3.942,47.717,3.397,1582.0,408.0,15.536,78,90,6.0,0.333,4.0
297,4.304,2.105,2.631,39.5,3.478,2.025,1.932,4.42,2.145,5.694,1.039,50,24.0,10.0,5.822,59.108,3.562,3074.0,736.0,18.985,90,100,9.0,0.444,5.0
298,3.374,2.143,2.575,29.0,3.125,2.076,2.0,3.412,2.349,3.833,0.747,38,18.0,9.0,4.442,38.43,3.124,1350.0,307.0,14.193,68,77,8.0,0.5,4.0
299,4.989,2.0,2.671,53.5,3.685,1.795,1.6,5.222,2.815,11.5,1.656,66,37.0,12.0,6.1,83.861,3.905,5298.0,1377.0,23.117,114,132,12.0,0.5,6.0
300,5.797,2.167,2.944,80.0,4.19,2.073,1.964,8.224,1.938,10.611,2.281,104,60.0,22.0,11.394,160.748,4.589,15254.0,3652.0,31.848,182,215,13.0,0.462,7.0
301,4.573,2.08,2.793,52.5,3.727,1.919,1.754,5.523,2.502,9.729,1.429,72,42.0,15.0,7.077,93.592,4.051,5554.0,1372.0,23.445,124,146,9.0,0.444,5.0
302,4.183,1.875,2.303,33.0,3.188,1.707,1.548,3.434,4.042,7.944,1.476,36,21.0,4.0,3.715,43.059,3.262,1834.0,502.0,16.446,66,72,9.0,0.444,5.0
303,3.912,1.857,2.225,29.667,3.031,1.724,1.6,2.994,3.777,6.312,1.234,30,15.0,3.0,3.311,34.672,3.047,1298.0,356.0,14.669,56,58,9.0,0.444,5.0
304,2.911,1.8,1.97,22.0,2.548,1.644,1.5,2.13,3.61,5.222,0.915,20,10.0,2.0,2.158,20.95,2.601,472.0,131.0,10.223,38,39,6.0,0.5,3.0
305,6.886,1.905,2.3,44.5,3.696,1.822,1.726,4.571,3.089,7.972,1.603,42,21.0,2.0,5.47,57.477,3.489,5446.0,1446.0,22.623,82,83,18.0,0.5,9.0
306,4.265,2.0,2.58,37.5,3.326,1.869,1.729,3.788,2.533,6.694,1.103,42,20.0,7.0,4.618,48.335,3.356,2301.0,580.0,17.411,76,82,10.0,0.5,5.0
307,6.559,2.267,3.116,64.833,4.151,2.165,2.045,7.091,1.208,8.222,1.364,98,49.0,26.0,10.065,117.315,4.157,12880.0,2853.0,28.819,166,200,17.0,0.471,9.0
308,6.487,2.214,3.033,61.0,4.063,2.115,2.0,6.557,1.34,8.0,1.346,86,43.0,21.0,9.111,103.63,4.036,10808.0,2452.0,27.423,148,174,17.0,0.471,9.0
309,4.279,2.118,2.51,37.0,3.383,2.028,1.925,4.005,1.821,5.194,0.998,46,22.0,10.0,5.22,49.778,3.349,2460.0,582.0,17.446,82,92,11.0,0.455,6.0
310,3.712,2.111,2.843,42.0,3.338,1.901,1.688,4.118,2.736,7.889,1.093,56,31.0,14.0,5.021,58.215,3.543,2331.0,568.0,17.453,94,114,9.0,0.444,5.0
311,3.458,2.25,2.834,33.0,3.294,2.174,2.087,3.997,2.339,4.056,0.765,50,24.0,14.0,5.396,49.19,3.356,1897.0,415.0,15.827,86,103,8.0,0.5,4.0
312,9.779,2.13,3.467,172.0,5.104,1.949,1.757,16.296,1.429,30.694,4.194,236,145.0,49.0,22.317,483.363,5.673,121008.0,28614.0,58.354,400,475,29.0,0.483,15.0
313,3.843,2.19,2.828,49.333,3.545,1.995,1.8,4.913,2.218,7.931,0.929,72,37.0,20.0,6.299,75.338,3.825,3492.0,807.0,19.895,118,143,8.0,0.5,4.0
314,3.52,2.316,2.969,39.0,3.476,2.205,2.073,4.709,2.394,5.139,0.863,66,36.0,20.0,6.526,66.975,3.673,2799.0,602.0,18.079,110,138,8.0,0.375,5.0
315,5.714,2.0,2.636,46.0,3.647,1.868,1.726,4.602,2.191,8.306,1.39,52,28.0,8.0,5.697,63.654,3.585,4719.0,1200.0,21.755,94,104,14.0,0.5,7.0
316,3.642,2.2,2.861,45.0,3.472,1.99,1.765,4.486,2.396,8.111,0.988,68,39.0,19.0,5.975,71.501,3.757,2988.0,692.0,18.828,112,138,8.0,0.5,4.0
317,4.411,2.174,2.918,52.5,3.679,2.016,1.84,5.254,2.244,8.25,1.281,72,41.0,18.0,7.003,84.247,3.893,4751.0,1116.0,21.916,122,147,11.0,0.455,6.0
318,3.684,2.118,2.729,38.0,3.297,1.96,1.789,3.955,2.546,6.417,1.08,50,24.0,12.0,4.97,52.286,3.442,2087.0,501.0,16.701,86,100,8.0,0.5,4.0
319,5.12,2.231,2.869,56.0,3.871,2.069,1.891,5.955,1.583,8.812,1.197,88,47.0,24.0,8.207,100.734,4.028,7201.0,1664.0,24.722,146,178,14.0,0.5,7.0
320,5.154,2.231,2.834,55.0,3.878,2.092,1.938,6.044,1.513,8.201,1.322,86,47.0,23.0,8.332,100.136,4.023,7281.0,1675.0,24.803,144,176,15.0,0.467,8.0
321,3.933,2.286,2.756,45.0,3.594,2.114,1.924,4.952,1.71,6.951,0.925,76,42.0,23.0,6.827,77.131,3.787,3735.0,826.0,19.951,124,156,10.0,0.5,5.0
322,4.351,2.0,2.731,42.667,3.414,1.799,1.606,4.095,3.069,9.028,1.242,52,29.0,10.0,4.845,59.223,3.551,2881.0,744.0,18.936,90,103,11.0,0.455,6.0
323,4.209,1.857,2.003,31.0,3.072,1.739,1.615,3.085,3.348,6.222,1.354,28,15.0,2.0,3.362,33.721,3.01,1404.0,383.0,14.9,54,56,9.0,0.444,5.0
324,2.985,2.0,2.453,26.5,2.834,1.861,1.714,2.731,2.998,4.833,0.83,30,15.0,6.0,3.238,29.85,2.922,792.0,197.0,12.008,54,60,6.0,0.5,3.0
325,4.632,1.895,2.446,41.333,3.398,1.728,1.583,3.947,4.36,8.875,1.594,46,24.0,6.0,4.515,56.091,3.523,2908.0,792.0,19.188,82,88,10.0,0.5,5.0
326,3.362,2.133,2.59,33.0,3.158,1.993,1.837,3.578,2.271,5.306,0.91,44,22.0,11.0,4.493,43.63,3.259,1507.0,353.0,14.874,76,90,8.0,0.5,4.0
327,3.542,2.125,2.636,33.5,3.227,1.944,1.761,3.565,2.415,6.257,0.861,50,24.0,13.0,4.618,48.338,3.35,1786.0,425.0,15.808,84,97,9.0,0.444,5.0
328,3.683,2.125,2.791,36.0,3.242,1.944,1.761,3.674,2.542,6.257,0.832,50,22.0,13.0,4.618,47.657,3.322,1851.0,442.0,15.958,84,97,9.0,0.444,5.0
329,2.473,1.818,2.316,28.333,2.524,1.459,1.257,1.947,5.079,8.188,0.508,36,18.0,9.0,1.806,27.25,2.919,490.0,136.0,10.36,56,64,4.0,0.5,2.0
330,3.436,2.0,2.42,28.5,2.98,1.872,1.733,2.953,2.597,5.083,0.873,32,15.0,6.0,3.539,32.821,2.978,1075.0,268.0,13.371,58,63,8.0,0.5,4.0
331,3.929,2.19,2.838,45.5,3.541,2.034,1.867,4.915,2.237,7.229,1.27,68,38.0,18.0,6.475,75.222,3.797,3516.0,825.0,19.89,114,140,9.0,0.444,5.0
332,5.492,2.143,2.98,58.5,3.951,1.993,1.826,6.319,1.916,10.111,1.488,84,45.0,19.0,8.384,107.905,4.127,8772.0,2076.0,26.545,144,170,14.0,0.5,7.0
333,4.147,2.0,2.559,39.0,3.307,1.869,1.729,3.757,2.644,6.694,0.998,42,19.0,7.0,4.618,48.5,3.387,2223.0,564.0,17.264,76,81,8.0,0.5,4.0
334,4.025,2.125,2.674,34.0,3.305,2.03,1.92,3.748,2.229,4.944,0.832,44,20.0,10.0,4.919,45.847,3.271,2058.0,483.0,16.417,78,87,10.0,0.5,5.0
